aircraft,airline_name,cabin_staff_service,country,date,food_&_beverages,ground_service,inflight_entertainment,rating,recommended,seat_comfort,seat_type,type_of_traveller,value_for_money,verified_trip,wifi_&_connectivity
Not informed,American Airlines,1.0,United States,2016-01-10,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Business,1,False,-1.0
Boeing 757,American Airlines,2.0,United States,2016-01-11,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,3.0
Not informed,American Airlines,5.0,United States,2016-01-12,5.0,5.0,5.0,10.0,True,5.0,Economy Class,Couple Leisure,5,False,5.0
Not informed,American Airlines,1.0,United States,2016-01-12,1.0,1.0,1.0,2.0,False,2.0,Economy Class,Couple Leisure,2,False,1.0
Boeing 777,American Airlines,5.0,United States,2016-01-12,5.0,4.0,-1.0,8.0,True,5.0,Business Class,Solo Leisure,4,False,4.0
Not informed,American Airlines,-1.0,United States,2016-01-14,-1.0,4.0,-1.0,7.0,True,-1.0,Economy Class,Solo Leisure,4,False,-1.0
Not informed,American Airlines,1.0,United States,2016-01-14,-1.0,5.0,-1.0,6.0,True,5.0,Economy Class,Couple Leisure,4,False,-1.0
Not informed,American Airlines,3.0,United States,2016-01-16,-1.0,1.0,4.0,2.0,False,3.0,Economy Class,Solo Leisure,1,False,-1.0
Not informed,American Airlines,4.0,United States,2016-01-17,4.0,4.0,-1.0,8.0,True,3.0,Economy Class,Solo Leisure,5,False,4.0
Not informed,American Airlines,2.0,United States,2016-01-17,1.0,1.0,1.0,1.0,False,1.0,Premium Economy,Family Leisure,1,False,1.0
Not informed,American Airlines,3.0,United States,2016-01-18,3.0,1.0,4.0,4.0,False,4.0,Business Class,Couple Leisure,3,False,-1.0
Boeing 767-300,American Airlines,3.0,United States,2016-01-19,4.0,4.0,4.0,8.0,True,5.0,Business Class,Business,3,False,-1.0
Not informed,American Airlines,5.0,United States,2016-01-20,3.0,2.0,-1.0,8.0,True,3.0,Economy Class,Couple Leisure,4,False,-1.0
Boeing 737-800,American Airlines,3.0,United States,2016-01-20,3.0,5.0,1.0,7.0,True,4.0,Economy Class,Couple Leisure,3,False,-1.0
Not informed,American Airlines,3.0,United States,2016-01-21,2.0,1.0,1.0,2.0,False,3.0,First Class,Business,1,False,1.0
Not informed,American Airlines,2.0,United States,2016-01-22,-1.0,1.0,-1.0,2.0,False,2.0,Economy Class,Couple Leisure,3,False,-1.0
Not informed,American Airlines,5.0,United States,2016-01-22,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,-1.0
Not informed,American Airlines,-1.0,United States,2016-01-22,-1.0,1.0,-1.0,1.0,False,-1.0,Economy Class,Couple Leisure,1,False,-1.0
Not informed,American Airlines,2.0,United States,2016-01-22,2.0,2.0,2.0,3.0,False,2.0,Economy Class,Family Leisure,2,False,-1.0
Not informed,American Airlines,1.0,United States,2016-01-23,1.0,1.0,2.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,1.0
Boeing 767-300,American Airlines,4.0,United States,2016-01-23,2.0,2.0,3.0,5.0,True,4.0,Business Class,Business,3,False,-1.0
Not informed,American Airlines,3.0,United States,2016-01-24,1.0,1.0,1.0,2.0,False,2.0,Economy Class,Couple Leisure,1,False,2.0
Not informed,American Airlines,1.0,United States,2016-01-26,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,1.0
Not informed,American Airlines,-1.0,United States,2016-01-27,-1.0,1.0,-1.0,1.0,False,-1.0,Business Class,Family Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-01-29,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,-1.0
Boeing 777,American Airlines,1.0,United States,2016-01-29,1.0,2.0,1.0,2.0,False,1.0,Economy Class,Solo Leisure,2,False,1.0
Not informed,American Airlines,1.0,United States,2016-01-29,1.0,1.0,-1.0,2.0,False,5.0,Premium Economy,Couple Leisure,3,False,-1.0
Not informed,American Airlines,3.0,United States,2016-02-02,3.0,4.0,3.0,1.0,False,3.0,Economy Class,Solo Leisure,3,False,3.0
Not informed,American Airlines,5.0,United States,2016-02-02,5.0,1.0,5.0,8.0,True,5.0,Business Class,Couple Leisure,5,False,-1.0
Not informed,American Airlines,1.0,United States,2016-02-03,1.0,1.0,1.0,1.0,False,1.0,First Class,Family Leisure,1,False,1.0
Not informed,American Airlines,2.0,United States,2016-02-03,1.0,1.0,1.0,3.0,False,3.0,Economy Class,Couple Leisure,2,False,-1.0
Boeing 737-800,American Airlines,4.0,United States,2016-02-03,3.0,4.0,5.0,8.0,True,4.0,Economy Class,Business,4,False,5.0
Boeing 757,American Airlines,4.0,United States,2016-02-04,5.0,5.0,2.0,7.0,True,4.0,Business Class,Business,5,False,-1.0
Boeing 757,American Airlines,1.0,United States,2016-02-04,1.0,1.0,-1.0,1.0,False,1.0,Premium Economy,Couple Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-02-06,-1.0,1.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,1.0
Not informed,American Airlines,3.0,United States,2016-02-06,1.0,3.0,1.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,1.0
Boeing 767-300,American Airlines,4.0,United States,2016-02-06,5.0,4.0,-1.0,9.0,True,4.0,First Class,Couple Leisure,5,False,-1.0
Boeing 777-300,American Airlines,5.0,United States,2016-02-07,4.0,3.0,4.0,9.0,True,4.0,Business Class,Couple Leisure,5,False,5.0
A321,American Airlines,1.0,United States,2016-02-08,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,1.0
Boeing 767 / 757 / 777,American Airlines,1.0,United States,2016-02-08,1.0,2.0,1.0,1.0,False,1.0,Business Class,Solo Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-02-09,-1.0,1.0,1.0,1.0,False,1.0,Economy Class,Business,1,False,1.0
Boeing 767,American Airlines,4.0,United States,2016-02-09,4.0,4.0,2.0,8.0,True,4.0,Economy Class,Business,5,False,-1.0
MD80,American Airlines,5.0,United States,2016-02-09,4.0,5.0,-1.0,8.0,True,4.0,Economy Class,Solo Leisure,5,False,4.0
Not informed,American Airlines,3.0,United States,2016-02-10,-1.0,1.0,-1.0,1.0,False,3.0,Economy Class,Couple Leisure,1,False,1.0
Not informed,American Airlines,-1.0,United States,2016-02-12,-1.0,1.0,-1.0,1.0,False,-1.0,Economy Class,Business,1,False,-1.0
Boeing 777-200,American Airlines,1.0,United States,2016-02-13,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,1.0
Not informed,American Airlines,1.0,United States,2016-02-13,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,-1.0
Boeing 777-300,American Airlines,4.0,United States,2016-02-13,4.0,3.0,5.0,9.0,True,5.0,Business Class,Business,4,False,-1.0
Not informed,American Airlines,1.0,United States,2016-02-14,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Business,1,False,1.0
Not informed,American Airlines,2.0,United States,2016-02-15,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,-1.0
Boeing 777-300,American Airlines,2.0,United States,2016-02-15,1.0,1.0,4.0,4.0,False,5.0,Business Class,Couple Leisure,2,False,4.0
Boeing 747-200,American Airlines,2.0,United States,2016-02-17,1.0,2.0,1.0,1.0,False,1.0,Economy Class,Couple Leisure,2,False,1.0
Not informed,American Airlines,4.0,United States,2016-02-18,1.0,5.0,1.0,1.0,False,3.0,Economy Class,Solo Leisure,2,False,1.0
A321,American Airlines,3.0,United States,2016-02-18,4.0,3.0,5.0,7.0,True,4.0,Economy Class,Business,3,False,-1.0
Airbus A321,American Airlines,4.0,United States,2016-02-18,3.0,4.0,-1.0,8.0,True,4.0,Economy Class,Business,4,False,-1.0
Boeing 787,American Airlines,4.0,United States,2016-02-19,3.0,4.0,4.0,7.0,True,4.0,Economy Class,Family Leisure,4,False,3.0
Not informed,American Airlines,1.0,United States,2016-02-19,2.0,1.0,1.0,2.0,False,2.0,Economy Class,Solo Leisure,1,False,1.0
"A330-200, A319",American Airlines,5.0,United States,2016-02-22,5.0,5.0,5.0,8.0,True,4.0,Economy Class,Family Leisure,4,False,2.0
ERJ-145,American Airlines,3.0,United States,2016-02-22,2.0,1.0,2.0,1.0,False,2.0,Economy Class,Couple Leisure,1,False,-1.0
Not informed,American Airlines,4.0,United States,2016-02-23,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Couple Leisure,2,False,1.0
A320,American Airlines,4.0,United States,2016-02-23,4.0,5.0,-1.0,10.0,True,5.0,First Class,Solo Leisure,5,False,-1.0
Not informed,American Airlines,4.0,United States,2016-02-25,-1.0,4.0,1.0,7.0,True,4.0,Economy Class,Couple Leisure,4,False,-1.0
Boeing 777,American Airlines,3.0,United States,2016-02-25,3.0,1.0,2.0,4.0,False,4.0,Business Class,Business,3,False,-1.0
Not informed,American Airlines,1.0,United States,2016-02-25,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-02-26,-1.0,1.0,-1.0,1.0,False,1.0,Business Class,Business,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-02-28,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,-1.0
A330-200,American Airlines,2.0,United States,2016-02-28,3.0,4.0,4.0,6.0,True,4.0,Business Class,Business,4,False,-1.0
Not informed,American Airlines,4.0,United States,2016-02-28,3.0,1.0,-1.0,3.0,False,3.0,Premium Economy,Family Leisure,3,False,1.0
Boeing 737,American Airlines,1.0,United States,2016-02-29,1.0,1.0,1.0,1.0,False,1.0,Premium Economy,Business,1,False,1.0
Not informed,American Airlines,1.0,United States,2016-03-01,1.0,1.0,1.0,2.0,False,1.0,Economy Class,Couple Leisure,1,False,1.0
Boeing 767,American Airlines,4.0,United States,2016-03-02,3.0,4.0,1.0,3.0,False,1.0,Economy Class,Family Leisure,3,False,1.0
Not informed,American Airlines,3.0,United States,2016-03-03,3.0,1.0,2.0,1.0,False,3.0,Economy Class,Family Leisure,2,False,-1.0
Boeing 787,American Airlines,4.0,United States,2016-03-05,5.0,4.0,5.0,9.0,True,5.0,Business Class,Business,5,False,4.0
Boeing 777-200,American Airlines,3.0,United States,2016-03-07,2.0,3.0,1.0,3.0,False,3.0,Economy Class,Solo Leisure,2,False,-1.0
Not informed,American Airlines,5.0,United States,2016-03-08,-1.0,1.0,-1.0,2.0,False,5.0,Economy Class,Family Leisure,1,False,-1.0
Boeing 767,American Airlines,1.0,United States,2016-03-08,1.0,1.0,3.0,2.0,False,1.0,Business Class,Couple Leisure,2,False,-1.0
Not informed,American Airlines,2.0,United States,2016-03-08,2.0,2.0,5.0,2.0,False,1.0,Economy Class,Couple Leisure,2,False,2.0
Not informed,American Airlines,2.0,United States,2016-03-09,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,1.0
Not informed,American Airlines,1.0,United States,2016-03-10,1.0,1.0,1.0,1.0,False,1.0,Premium Economy,Couple Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-10,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-11,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,-1.0
Not informed,American Airlines,-1.0,United States,2016-03-11,-1.0,2.0,-1.0,1.0,False,-1.0,Premium Economy,Business,1,False,-1.0
Not informed,American Airlines,5.0,United States,2016-03-12,-1.0,5.0,-1.0,10.0,True,5.0,Economy Class,Solo Leisure,5,False,-1.0
Not informed,American Airlines,-1.0,United States,2016-03-12,-1.0,1.0,-1.0,1.0,False,-1.0,Economy Class,Couple Leisure,3,False,-1.0
Boeing 777 /  737,American Airlines,2.0,United States,2016-03-14,3.0,2.0,2.0,3.0,False,2.0,Business Class,Solo Leisure,4,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-14,1.0,1.0,1.0,2.0,False,1.0,Economy Class,Solo Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-19,2.0,1.0,1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,1.0
Boeing 737-800,American Airlines,1.0,United States,2016-03-19,3.0,1.0,-1.0,1.0,False,1.0,First Class,Solo Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-20,1.0,1.0,1.0,2.0,False,1.0,Economy Class,Family Leisure,2,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-20,1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-21,1.0,1.0,-1.0,1.0,False,1.0,Not informed,Business,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-21,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Business,1,False,-1.0
CR7,American Airlines,4.0,United States,2016-03-22,4.0,3.0,-1.0,8.0,True,3.0,First Class,Business,4,False,4.0
E175,American Airlines,2.0,United States,2016-03-23,3.0,1.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,3.0
Not informed,American Airlines,1.0,United States,2016-03-24,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Business,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-25,1.0,3.0,1.0,2.0,False,3.0,Economy Class,Couple Leisure,2,False,-1.0
Not informed,American Airlines,-1.0,United States,2016-03-26,-1.0,1.0,-1.0,1.0,False,-1.0,First Class,Family Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-26,1.0,2.0,1.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,1.0
Not informed,American Airlines,3.0,United States,2016-03-26,-1.0,1.0,-1.0,3.0,False,1.0,Economy Class,Solo Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-27,1.0,1.0,1.0,2.0,False,1.0,Economy Class,Family Leisure,1,False,-1.0
Boeing 737-800,American Airlines,1.0,United States,2016-03-28,1.0,2.0,1.0,4.0,False,2.0,First Class,Business,1,False,-1.0
Not informed,American Airlines,2.0,United States,2016-03-28,-1.0,1.0,-1.0,2.0,False,3.0,Economy Class,Solo Leisure,1,False,-1.0
Not informed,American Airlines,3.0,United States,2016-03-28,1.0,1.0,2.0,2.0,False,2.0,Economy Class,Solo Leisure,2,False,3.0
Not informed,American Airlines,1.0,United States,2016-03-29,2.0,1.0,-1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,-1.0
Boeing 777-200,American Airlines,2.0,United States,2016-03-29,2.0,2.0,4.0,5.0,False,4.0,Business Class,Business,3,False,3.0
Not informed,American Airlines,1.0,United States,2016-03-29,2.0,3.0,1.0,4.0,False,2.0,Economy Class,Business,2,False,-1.0
Not informed,American Airlines,1.0,United States,2016-03-30,1.0,3.0,1.0,2.0,False,1.0,Economy Class,Couple Leisure,3,False,1.0
Boeing 777-300 / MD-80,American Airlines,5.0,United States,2016-04-01,4.0,4.0,5.0,10.0,True,5.0,First Class,Solo Leisure,5,False,5.0
Not informed,American Airlines,1.0,United States,2016-04-02,1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,-1.0
Boeing 737-800 / 757-200,American Airlines,5.0,United States,2016-04-02,4.0,4.0,3.0,8.0,True,5.0,Economy Class,Business,5,False,-1.0
Boeing 777-200,American Airlines,2.0,United States,2016-04-02,3.0,3.0,5.0,7.0,False,4.0,Business Class,Solo Leisure,3,False,4.0
Not informed,American Airlines,1.0,United States,2016-04-02,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,-1.0
Boeing 737-700,American Airlines,4.0,United States,2016-04-02,3.0,1.0,1.0,4.0,False,2.0,Economy Class,Family Leisure,3,False,3.0
Not informed,American Airlines,1.0,United States,2016-04-02,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Business,1,False,-1.0
Boeing 767,American Airlines,1.0,United States,2016-04-02,2.0,1.0,1.0,1.0,False,2.0,Economy Class,Solo Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-04-02,1.0,3.0,2.0,3.0,False,2.0,Economy Class,Family Leisure,3,False,1.0
Not informed,American Airlines,1.0,United States,2016-04-03,-1.0,1.0,-1.0,1.0,False,3.0,Economy Class,Business,3,False,-1.0
Not informed,American Airlines,2.0,United States,2016-04-03,1.0,1.0,1.0,1.0,False,3.0,Economy Class,Family Leisure,1,False,1.0
A321,American Airlines,3.0,United States,2016-04-06,3.0,3.0,-1.0,6.0,True,3.0,Economy Class,Couple Leisure,3,False,1.0
Boeing 767,American Airlines,2.0,United States,2016-04-07,1.0,1.0,1.0,1.0,False,4.0,First Class,Business,1,False,-1.0
A319 / Boeing 737-800,American Airlines,4.0,United States,2016-04-07,-1.0,3.0,-1.0,8.0,True,4.0,Economy Class,Solo Leisure,4,False,4.0
Not informed,American Airlines,2.0,United States,2016-04-08,-1.0,1.0,-1.0,1.0,False,3.0,Economy Class,Solo Leisure,1,False,-1.0
Not informed,American Airlines,2.0,United States,2016-04-08,2.0,1.0,-1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,-1.0
Not informed,American Airlines,2.0,United States,2016-04-10,1.0,2.0,1.0,3.0,False,3.0,Economy Class,Solo Leisure,2,False,-1.0
Boeing 787,American Airlines,4.0,United States,2016-04-10,4.0,4.0,5.0,8.0,True,4.0,Business Class,Solo Leisure,3,False,-1.0
Boeing 757,American Airlines,3.0,United States,2016-04-11,3.0,1.0,3.0,3.0,False,2.0,Economy Class,Couple Leisure,3,False,-1.0
Boeing 777-300ER,American Airlines,4.0,United States,2016-04-11,4.0,4.0,5.0,9.0,True,4.0,Economy Class,Family Leisure,4,False,5.0
Boeing 767-300,American Airlines,5.0,United States,2016-04-11,2.0,5.0,1.0,2.0,False,2.0,Economy Class,Solo Leisure,2,False,1.0
Not informed,American Airlines,3.0,United States,2016-04-13,-1.0,2.0,-1.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,1.0
A343,American Airlines,3.0,United States,2016-04-13,3.0,5.0,3.0,8.0,True,4.0,Economy Class,Solo Leisure,5,False,-1.0
Not informed,American Airlines,3.0,United States,2016-04-13,3.0,5.0,3.0,8.0,True,4.0,Economy Class,Solo Leisure,5,False,-1.0
Not informed,American Airlines,4.0,United States,2016-04-13,3.0,3.0,3.0,8.0,True,4.0,Premium Economy,Solo Leisure,5,False,-1.0
Not informed,American Airlines,4.0,United States,2016-04-13,3.0,5.0,3.0,8.0,True,4.0,Economy Class,Solo Leisure,5,False,-1.0
Not informed,American Airlines,2.0,United States,2016-04-15,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Business,1,False,-1.0
Not informed,American Airlines,5.0,United States,2016-04-16,3.0,3.0,2.0,1.0,False,3.0,Economy Class,Solo Leisure,1,False,2.0
Not informed,American Airlines,2.0,United States,2016-04-16,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,1.0
Not informed,American Airlines,4.0,United States,2016-04-16,2.0,1.0,-1.0,2.0,False,2.0,Economy Class,Family Leisure,1,False,-1.0
Boeing 767-300 / A321,American Airlines,5.0,United States,2016-04-17,2.0,1.0,1.0,4.0,False,2.0,Economy Class,Family Leisure,4,False,1.0
Not informed,American Airlines,-1.0,United States,2016-04-18,-1.0,1.0,-1.0,1.0,False,-1.0,Economy Class,Couple Leisure,1,False,-1.0
Not informed,American Airlines,2.0,United States,2016-04-19,-1.0,1.0,-1.0,1.0,False,2.0,Economy Class,Solo Leisure,1,False,-1.0
Boeing 757-200,American Airlines,1.0,United States,2016-04-20,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Family Leisure,1,False,1.0
Boeing 737-800 / 777-200,American Airlines,2.0,United States,2016-04-20,4.0,3.0,4.0,5.0,False,4.0,Business Class,Couple Leisure,3,False,-1.0
Boeing 777-200 / 737-800,American Airlines,1.0,United States,2016-04-20,2.0,2.0,2.0,4.0,False,4.0,Business Class,Couple Leisure,3,False,-1.0
Not informed,American Airlines,3.0,United States,2016-04-20,1.0,2.0,1.0,2.0,False,1.0,Economy Class,Business,1,False,1.0
Not informed,American Airlines,1.0,United States,2016-04-21,-1.0,1.0,1.0,2.0,False,1.0,Economy Class,Solo Leisure,1,False,-1.0
Boeing 777-200,American Airlines,2.0,United States,2016-04-23,3.0,2.0,1.0,5.0,False,4.0,First Class,Business,3,False,1.0
Not informed,American Airlines,1.0,United States,2016-04-24,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,1.0
Not informed,American Airlines,1.0,United States,2016-04-26,1.0,2.0,1.0,2.0,False,1.0,Economy Class,Couple Leisure,3,False,1.0
Not informed,American Airlines,3.0,United States,2016-04-26,3.0,3.0,1.0,1.0,False,5.0,Economy Class,Family Leisure,1,False,1.0
MD-80,American Airlines,5.0,United States,2016-04-27,5.0,5.0,-1.0,10.0,True,5.0,First Class,Family Leisure,5,False,-1.0
Not informed,American Airlines,3.0,United States,2016-04-28,1.0,1.0,2.0,2.0,False,2.0,Economy Class,Family Leisure,2,False,-1.0
Not informed,American Airlines,1.0,United States,2016-04-29,1.0,1.0,1.0,1.0,False,2.0,Economy Class,Solo Leisure,4,False,1.0
Not informed,American Airlines,5.0,United States,2016-04-30,3.0,1.0,1.0,6.0,False,5.0,Economy Class,Couple Leisure,3,False,1.0
Not informed,American Airlines,1.0,United States,2016-05-01,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,-1.0
MD80 / Boeing 777-200,American Airlines,1.0,United States,2016-05-01,3.0,3.0,2.0,2.0,False,1.0,Business Class,Solo Leisure,4,False,-1.0
Not informed,American Airlines,1.0,United States,2016-05-02,1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Business,1,False,-1.0
Not informed,American Airlines,3.0,United States,2016-05-08,-1.0,2.0,-1.0,4.0,False,4.0,Economy Class,Solo Leisure,3,False,-1.0
Not informed,American Airlines,1.0,United States,2016-05-09,1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Business,1,False,-1.0
Not informed,American Airlines,5.0,United States,2016-05-12,5.0,5.0,-1.0,10.0,True,5.0,Economy Class,Family Leisure,5,False,-1.0
Not informed,American Airlines,1.0,United States,2016-05-12,-1.0,2.0,5.0,3.0,True,5.0,First Class,Family Leisure,3,False,-1.0
Boeing 757,American Airlines,2.0,United States,2016-05-13,2.0,2.0,1.0,2.0,False,2.0,Economy Class,Solo Leisure,2,False,1.0
Not informed,American Airlines,2.0,United States,2016-05-15,2.0,1.0,1.0,2.0,False,1.0,Economy Class,Solo Leisure,2,False,1.0
Not informed,American Airlines,2.0,United States,2016-05-15,1.0,1.0,1.0,1.0,False,2.0,Economy Class,Couple Leisure,1,False,-1.0
Boeing 767,American Airlines,2.0,United States,2016-05-20,1.0,1.0,1.0,3.0,False,1.0,Economy Class,Business,2,False,1.0
Not informed,American Airlines,3.0,United States,2016-05-22,1.0,1.0,-1.0,1.0,False,2.0,Economy Class,Family Leisure,1,False,-1.0
Not informed,American Airlines,2.0,United States,2016-05-22,2.0,1.0,-1.0,1.0,False,3.0,Economy Class,Family Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-05-24,1.0,1.0,3.0,1.0,False,1.0,Economy Class,Business,1,False,3.0
A330-300,American Airlines,3.0,United States,2016-05-25,3.0,3.0,3.0,6.0,False,3.0,Premium Economy,Business,3,False,1.0
Not informed,American Airlines,1.0,United States,2016-05-26,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Business,1,False,-1.0
Not informed,American Airlines,4.0,United States,2016-05-28,-1.0,1.0,-1.0,3.0,False,3.0,Economy Class,Solo Leisure,2,False,-1.0
Not informed,American Airlines,1.0,United States,2016-05-29,3.0,2.0,-1.0,2.0,False,3.0,Economy Class,Couple Leisure,2,False,2.0
Not informed,American Airlines,3.0,United States,2016-05-29,-1.0,1.0,-1.0,1.0,False,1.0,Economy Class,Business,1,False,-1.0
Not informed,American Airlines,2.0,United States,2016-05-31,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Solo Leisure,2,False,1.0
Boeing 777-300,American Airlines,5.0,United States,2016-06-01,5.0,5.0,5.0,10.0,True,4.0,Economy Class,Solo Leisure,5,False,1.0
Boeing 757,American Airlines,1.0,United States,2016-06-01,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,1.0
Not informed,American Airlines,2.0,United States,2016-06-02,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,1.0
Boeing 777,American Airlines,1.0,United States,2016-06-02,3.0,2.0,3.0,1.0,False,4.0,Economy Class,Family Leisure,1,False,4.0
Not informed,American Airlines,3.0,United States,2016-06-02,2.0,2.0,1.0,4.0,False,1.0,Economy Class,Couple Leisure,2,False,1.0
Not informed,American Airlines,2.0,United States,2016-06-03,2.0,1.0,2.0,1.0,False,4.0,Economy Class,Family Leisure,1,False,-1.0
Not informed,American Airlines,1.0,United States,2016-06-04,1.0,1.0,1.0,2.0,False,1.0,Economy Class,Solo Leisure,1,False,1.0
Not informed,American Airlines,3.0,United States,2016-06-05,2.0,1.0,1.0,1.0,False,2.0,Economy Class,Business,1,False,1.0
Not informed,American Airlines,1.0,United States,2016-06-07,3.0,2.0,1.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,-1.0
"MD80, Boeing 737",American Airlines,5.0,United States,2016-06-07,5.0,5.0,-1.0,10.0,True,4.0,First Class,Solo Leisure,5,False,5.0
A319,American Airlines,1.0,United States,2016-06-07,1.0,2.0,1.0,1.0,False,1.0,Economy Class,Business,1,False,1.0
Not informed,American Airlines,1.0,United States,2016-06-07,1.0,1.0,3.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,1.0
Not informed,American Airlines,2.0,United States,2016-06-08,1.0,1.0,1.0,2.0,False,2.0,Economy Class,Solo Leisure,1,False,1.0
Not informed,American Airlines,3.0,United States,2016-06-10,2.0,3.0,1.0,2.0,False,3.0,Economy Class,Couple Leisure,3,False,2.0
A319,American Airlines,5.0,United States,2016-06-10,4.0,5.0,-1.0,10.0,True,4.0,Economy Class,Solo Leisure,5,False,5.0
Not informed,American Airlines,1.0,United States,2016-06-11,-1.0,1.0,-1.0,1.0,False,1.0,First Class,Solo Leisure,1,False,-1.0
A320/Z319,American Airlines,5.0,United States,2016-06-12,-1.0,5.0,-1.0,10.0,True,5.0,First Class,Solo Leisure,5,False,5.0
Not informed,American Airlines,1.0,United States,2016-06-15,1.0,1.0,3.0,1.0,False,1.0,Economy Class,Solo Leisure,3,False,1.0
Not informed,American Airlines,3.0,United States,2016-06-16,3.0,1.0,3.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,3.0
Not informed,American Airlines,1.0,United States,2016-06-16,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Couple Leisure,1,False,1.0
Not informed,American Airlines,1.0,United States,2016-06-16,1.0,1.0,1.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,1.0
Boeing 737-800,American Airlines,5.0,United States,2016-06-16,4.0,4.0,3.0,9.0,True,4.0,First Class,Business,4,False,4.0
Not informed,American Airlines,1.0,United States,2016-06-17,-1.0,1.0,-1.0,1.0,False,2.0,Economy Class,Couple Leisure,1,False,-1.0
Not informed,American Airlines,3.0,United States,2016-06-18,2.0,1.0,-1.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,-1.0
Boeing 777-200,American Airlines,4.0,United States,2016-06-20,4.0,5.0,4.0,7.0,True,3.0,First Class,Business,5,False,-1.0
Not informed,American Airlines,1.0,United States,2016-06-21,1.0,1.0,5.0,1.0,False,1.0,Economy Class,Solo Leisure,1,False,-1.0
