date,header,rating,content,seat_type,value_for_money,recommended,id,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,type_of_traveller,aircraft,route,date_flown,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2019-09-15,It's the crew that makes the airline,10.0,"mumbai to patna via lucknow with indigo. excellent experience thru-out from check-in to de-boarding. check-in at mumbai was courteous, fast and efficient, and the best part was no nickling-diming for 2-3 kg extra weight. in-flight crew was even better with all the ladies acting pleasant and welcoming. it's the crew that makes the airline, truly.",Economy Class,1,True,282,1.0,1.0,1.0,Not informed,Solo Leisure,A340,Mumbai to Patna via Lucknow,September 2019,1.0,Not informed,IndiGo,India,True
2019-09-17,Helped me to find my wallet,10.0,goa to kolkata. i would like to thank nazia & rosey as they helped me to find my wallet yesterday i lost it my flight from goa to kolkata they informed my sister and they co oparated and i got my wallet successfully with everything intact,Economy Class,1,True,283,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Goa to Kolkata,September 2019,1.0,Not informed,IndiGo,India,False
2019-09-24,Simply marvelous,9.0,"tirupati to pune via bangalore. traveled with few airline during visit to india this time. found seating arrangement of indigo much more comfortable than others. the best part was, ground staff nagraj at tir airport was serving customer extraordinarily. i needed flexible info. for my return flight to pune, and within short time he provided the same. simply marvelous. thanks indogo for serving your customer in this fashion.",Economy Class,1,True,284,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Tirupati to Pune via Bangalore,September 2019,1.0,Not informed,IndiGo,India,True
2019-09-26,Indigo is my first choice,8.0,"jammu to delhi. when lcc in indian domestic route is concerned indigo is my first choice and they are improving day by day. last travelled august last week. was traveling with only hand baggage so used check in kiosk for boarding pass, boarding started before time and so as departure  seats are okay, food and non alcoholic beverages are available on payment, courteous and helpful crew,. arrived on time, a good experience.",Economy Class,1,True,285,1.0,1.0,Not informed,Not informed,Solo Leisure,A320Neo,Jammu to Delhi,August 2019,1.0,Not informed,IndiGo,India,True
2019-09-26,Great job with excellent service,9.0,delhi to goa. fantastic experience. we were given free upgrade to exit row seats with lots of legroom. thank you to priya who did a great job with excellent service. this was our 3rd time with indigo and it’s been a great experience each time.,Economy Class,1,True,286,1.0,1.0,Not informed,Not informed,Couple Leisure,Not informed,Delhi to Goa,September 2019,1.0,Not informed,IndiGo,India,False
2019-10-09,This was a positive experience,9.0,"udaipur to cochin via delhi. well this was a positive experience. i knew what to expect so was prepared taking my own water and snacks. the plane arrived on time and as soon as passengers were off, we boarded. very efficient. we left on time heading first to delhi. we had a long 6 hour wait but had to change terminals which you do by bus. the bus takes about 30 mins. we prepaid three hours in the lounge (good idea). again the flight departed on time. food and drink was available on board at s reasonable price although we took our own. the seats are just pads over a formed plastic seat but for short flights not a problem. the price was great, arrived and left on time both times. would be happy to fly with them again.",Economy Class,1,True,287,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Udaipur to Cochin via Delhi,September 2019,1.0,Not informed,IndiGo,India,True
2019-10-15,Seating quality is poor,9.0,"delhi to patna with indigo. positive first: good airline, worth the money for budget travelers and students. good staff and management, runs on time. negative points: seating quality is poor, no inflight entertainment service available.",Economy Class,1,True,288,1.0,1.0,1.0,1.0,Family Leisure,A320,Delhi to Patna,March 2019,1.0,1.0,IndiGo,India,True
2019-10-16,You have to reach at 0405,1.0,"delhi to pune. my flight time was 0450 hrs, i reached the counter at 0410 but since you have to reach at 0405 they didn't let me board the plane, and i  missed my meeting. never will book indigo again.",Economy Class,1,False,289,Not informed,Not informed,Not informed,Not informed,Business,Not informed,Delhi to Pune,October 2019,1.0,Not informed,IndiGo,India,True
2019-10-24,Flight experience was good,3.0,"delhi to kolkata. the flight experience was good but my luggage  holding straps were damaged, unable to carry it. i think luggage handling was very irresponsible.",Economy Class,1,False,290,1.0,1.0,1.0,1.0,Solo Leisure,Not informed,Delhi to Kolkata,October 2019,1.0,1.0,IndiGo,India,True
2019-10-27,Missed the flight by 5-10 min,5.0,"hyderabad to ahmedabad. generally good in terms of punctuality & service, i had a horrible experience when i missed the flight. they are not accomodating in such matters & charge you for rescheduling the same. in my case i had just missed the flight by 5-10 min. they now charged more than my original flight to reschedule it where i have to wait for 6 hours.i missed my flight due to cab strike in hyderabad but it was not their responsibility! while one can argue that they did everything by the book, customer satisfaction was not at all their priority",Economy Class,1,False,291,1.0,Not informed,Not informed,Not informed,Solo Leisure,Not informed,Hyderabad to Ahmedabad,October 2019,1.0,Not informed,IndiGo,India,True
2019-10-30,Flight without any hassle,8.0,"delhi to varanasi. an early morning flight without any hassle, departure, and arrival was on time. the landing was a bit rough considering normal weather conditions. the only thing which bothered me was the cleanliness of the plane.",Economy Class,1,True,292,1.0,1.0,Not informed,Not informed,Family Leisure,A320-271N,Delhi to Varanasi,March 2019,1.0,Not informed,IndiGo,India,True
2019-11-13,Delayed us more than an hour,2.0,"i booked kolhapur to hyderabad via delhi connecting flight. but in a day 3 times, the flight time changed and delayed us more than an hour. i recommend that never plan to fly with indigo if you have scheduled work. indigo announcing that they are the on-time departure company and is a joke. we have a lot of options for our journey. for the good name in hospitality kindly correct yourself. because of your unplanned schedule, all passengers are suffering a lot.",Economy Class,1,False,293,1.0,1.0,1.0,1.0,Business,Not informed,Kolhapur to Hyderabad via Delhi,November 2019,1.0,Not informed,IndiGo,India,True
2019-11-14,Advise avoiding indigo,1.0,"bangalore to kolkata. scheduled departure time was 19:20 pm. till now it is delayed by 3 hours and still waiting. the same thing has happened from ccu to blr flight. that time flight started on time at 05:25 am from ccu but unfortunately, the flight landed at hyd instead of blr due to low visibility. i would advise avoiding indigo to all of you.",Economy Class,1,False,294,1.0,1.0,1.0,1.0,Business,Not informed,Bangalore to Kolkata,November 2019,1.0,1.0,IndiGo,India,False
2019-11-21,Happy with the service provided,10.0,new delhi to dehradun with indigo. very superior staff around in here. happy with the service provided by the airline and the ground staff as well. it has always been a pleasant journey. great experience.,Economy Class,1,True,295,1.0,1.0,1.0,1.0,Solo Leisure,Not informed,New Delhi to Dehradun,August 2019,1.0,1.0,IndiGo,India,True
2019-11-21,Check-in was fairly nonchalant,2.0,"doha to kathmandu via delhi. the staff in doha assisted me very well but when i arrived in delhi, was when the terrible experience started. after we got off from the flight, passenger with an onward journey to ktm were asked to just wait at the arrival gate exit without any explanation of why we have to wait and for how long we have to wait. we were held for about 20 minutes without enough seat there. at ktm airport, check-in was fairly nonchalant, again no smiles. and then the ground staff did a hurried security check for restricted items at the aircraft stairs which has been done already after emigration or they could have been done before we board the bus. the staff is asking the passengers to open our bags.",Economy Class,1,False,296,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Doha to Kathmandu via Delhi,November 2019,1.0,Not informed,IndiGo,India,True
2019-11-24,My favorite budget airline,8.0,"india – goa (goi) to udaipur (udr) the colour indigo is fresh and happy – even saying the word out loud makes me smile. the airline indigo is no different. keeping in mind that this is a low-cost carrier, it was virtually impossible to tack any negativity onto this airline. they embrace a fun outlook on just about everything, from their inflight magazine, titled ‘6e’ (pronounced ‘sexy’), to their luggage buggies on the tarmac, called ‘ground force’. yes, the seats are narrow (no worse than any other budget airline) and they don’t recline, which is a blessing when you’re trying to watch a video on your tablet/phone – that’s right, the seats do not have monitors built-in. you pay for food and beverages (it’s the norm now), but the prices are fair and some of the snacks are served in fun packaging that you might even want to take home. i know i did. i still have my ‘nut case’. blue is my favorite colour, and now indigo is my favorite budget airline. four thumbs up",Economy Class,1,True,297,1.0,1.0,1.0,Not informed,Couple Leisure,A320-100,Goa to Udaipur,October 2019,1.0,Not informed,IndiGo,India,True
2019-11-30,This is a nice way to fly within india,8.0,"varanasi to amritsar via delhi with indigo. four domestic flights in india, ranging in length from one to three hours. the planes are clean and fly on time. the cabin crew are kept very busy, so don't have a lot of time to be friendly to passengers. in most cases boarding and disembarking is via a bus, but it's pretty well organised. (there was only one chaotic boarding experience, when the airline was trying to make up lost time due to a late arriving inbound flight.) the seats offer reasonable legroom. we prepaid the prime package - with extra baggage, seat selection and a snack and drink - and found that this worked very well on all four flights. all in all, this is a nice way to fly within india.",Economy Class,1,True,298,1.0,1.0,1.0,Not informed,Couple Leisure,A320,Varanasi to Amritsar via Delhi,November 2019,1.0,Not informed,IndiGo,India,True
2019-12-03,Thanks to indigo manager,9.0,"vishakapatanam to bangalore. a huge thanks to indigo manager at vishakapatanam airport. there was a 2 hour delay in the flight and my connecting flight from hyderabad to bangalore flight was a sure miss. when i contacted the manager, he was kind enough to attend to my problem and did resolve it and rescheduled my flight directly from vishakapatanam to bangalore. my issue was resolved within half an hour. i'm really grateful for your kind assistance sir.",Economy Class,1,True,299,1.0,1.0,1.0,1.0,Business,Not informed,Vishakapatanam to Bangalore,December 2019,1.0,1.0,IndiGo,India,True
2019-12-10,Staff is very helpful,10.0,delhi to bangalore. its very convenient to travel from delhi airport to any city as its the only airport having wide range of connectivity. the staff is very helpful. i like the way they are providing services to senior citizens with full respect.,Economy Class,1,True,300,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Delhi to Bangalore,November 2019,1.0,Not informed,IndiGo,India,True
2019-12-13,Do not be fooled,1.0,"delhi to amritsar. the worst airline i’ve travelled! my luggage wheel was broken and the ground personnel at the luggage collection area was of little help. though i told her that i do not need any compensation and i just need a note to make a travel insurance claim, she was not able to help me. the manager intervened and suggested to write an email. he promised that i would get a response. this happened on my domestic flight on 6 dec. i did as i was told - wrote three emails and i received exactly the same computer-generated reply from 2 different customer service officers. i had left my contactable number and i have neither heard from them via phone or email. please do not be fooled by their advertisements - i would never travel on this airline again.",Economy Class,1,False,301,1.0,1.0,Not informed,Not informed,Family Leisure,Not informed,Delhi to Amritsar,December 2019,1.0,Not informed,IndiGo,India,False
2019-12-13,Record our sincere appreciation,10.0,"chennai to goa. my mother of 88 years and myself travelled yesterday morning by 6e128. the wheel chair attendant of my mother in indigo forgot to bring along her walking stick after the security check. we came to know of this after boarding the aircraft. i complained on arrival in goa and it is very inconvenient for her without the walking stick. we are extremely pleased with the excellent follow up by all concerned staff of indigo, and my mother is very happy to receive the walking stick today which was room delivered to us. we would like to share and record our sincere appreciation to all concerned staff of indigo.",Economy Class,1,True,302,1.0,1.0,Not informed,Not informed,Family Leisure,A320,Chennai to Goa,December 2019,1.0,Not informed,IndiGo,India,True
2019-12-13,Flight was delayed,1.0,"indigo claims that they are an ""on-time departure and arrival"" airlines. this is a joke. i have flown indigo from nagpur to pune for the fifth time this month and yet again this flight was delayed as it always does. this time the delay is more than 5 hours and i am writing this review while waiting for the delayed flight. this particular route's flight always gets delayed and by now indigo should have taken note and tried to fix the root cause of the issue. how can the same route flight get delayed always? every single time i have flown from nagpur to pune with indigo, there have been delays. on top of that, there is no refund or alternatives offered for the inconvenience caused due to delays. i could have definitely preferred some other airlines if there were options available for night departures. unfortunately only indigo fits into my schedule and i have to choose it for business purpose. i hope indigo takes note and corrects this issue.",Economy Class,1,False,303,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Nagpur to Pune,December 2019,1.0,Not informed,IndiGo,India,True
2019-12-14,By and large a flawless flight,9.0,"bengaluru to kolkata. on this early morning flight, i had arrived at the airport much ahead of schedule and despite that, i still managed to check in and print the boarding pass selecting my seat which saves on the money if one were to check online. baggage drop was easily done and the agent at the desk was with a pleasant demeanor. boarding started ahead if schedule on this flight and was warmly greeted by the flight attendants. as it was during the christmas time, the background music was related to the holidays which was a nice touch. departure was on time and the rest of the flight passed off uneventfully. arrival was on time and was able to collect my baggage as well. only thing i observed was that the key chain of my bag was missing even though the contents of the bag appear to be intact. and i am not sure if the airline or any of the baggage handlers might be responsible for the loss of the keychain. but it could quite easily have resulted in the loss of any other items so i am not sure. this aspect has the only negative over what was by and large a flawless flight.",Economy Class,1,True,304,1.0,1.0,Not informed,Not informed,Solo Leisure,A320,Bengaluru to Kolkata,December 2019,1.0,Not informed,IndiGo,India,True
2019-12-17,Content with their services,7.0,"kolkata to bengaluru by indigo. check-in for the flight was smoothly done via the kiosks as well as the baggage security screening. the staff at the counter had informed in advance that the flight was going to be delayed due to the late arrival of the incoming flight which was good however on the notification screens it was still displayed that the flight was on time and this was only updated when the boarding was around the corner. the flight was delayed by an hour. so that meant instead of reaching the destination at 2310 hours, the arrival was at 2350 hours which was kind of late. at the boarding gate, there was an irate passenger who was taking his frustration out on the staff but the staff handled the situation extremely well. the boarding process was hurried as the crew tried to compensate for the delay which was much appreciated. the rest of the flight was pretty uneventful. however during de-boarding, the crew were polite and wished goodbye to me but not to everyone probably due to the fact that the crew were not expecting the rest of the passengers to thank them. baggage was also retrieved in a safe condition. as a paying customer, i am content with their services and even though things like delays can happen in a congested area like india, they get the job done.",Economy Class,1,True,305,1.0,1.0,Not informed,Not informed,Solo Leisure,A320 Neo,Kolkata to Bengaluru,December 2019,1.0,Not informed,IndiGo,India,True
2019-12-29,Allocated seats in four different rows,1.0,"hyderabad to coimbatore. i’m usually not the one to write reviews, but today’s experience mandates a review. was travelling with family, four passengers booked under the same pnr. reached the check-in counter 1.5 hours prior to departure. yet, we are allocated seats in four different rows. what’s the logic and reason of booking under the same pnr and arriving early, only to be left to the mercy of the staff who doesn’t even consider helping us find at least 2 seats together and smirks at our misfortune.",Economy Class,1,False,306,1.0,1.0,1.0,Not informed,Family Leisure,Not informed,Hyderabad to Coimbatore,December 2019,1.0,Not informed,IndiGo,India,True
2020-01-01,An amazing experience,10.0,"delhi to singapore. today was such an amazing experience with indigo, my nephew who is singaporean traveled as an unaccompanied minor, the staff was really really helpful, he offered him such an amazing experience. i just want to thank nihal  for making our new year special & good bless him & his hard work.",Economy Class,1,True,307,1.0,1.0,1.0,Not informed,Solo Leisure,A320,Delhi to Singapore,December 2019,1.0,Not informed,IndiGo,India,True
2020-01-16,Don’t fly with indigo,1.0,"dubai to thiruvananthapuram. this is the worst airlines in the world, they are liars and they are careless. if your health/mind/luggage is important to you i do not suggest to ever travel with them. they lost my luggage, they did not refund the money for the cancelled flight and they were lying to me that they found my luggage just to mislead me and make me go away. i hate this airline. they hurt me emotionally and physically, 3 days spent at the airport just looking for a bag. i booked another flight and they told me my bag will be loaded. when i was boarding they said my bag isn’t there and no one knows where is it. they are the worst in the world. and if you’re thinking “ah they’re cheaper then others that’s ok” - it's wrong. that’s what i was thinking and trust me it’s not worst the experience i had with them. don’t fly with indigo.",Economy Class,1,False,308,1.0,1.0,1.0,1.0,Family Leisure,Not informed,Dubai to Thiruvananthapuram,January 2020,1.0,1.0,IndiGo,India,True
2020-01-18,Website was not working for me,1.0,"i have just booked a flight from delhi to jaipur for next month and had a horrible experience. the website was not working for me, payment was not processed even if you enter your card details, customer service is very poor and no one helps you with solving the actual issue.  i entered my card details about 7 times and it came back with an error, not even knowing if the payment went through. the rest of the time i have tried it didn't even get to the payment stage or it simply didn't even show the flights at all. in these 24 hours, the price of the tickets increased by 25%. i tried to online chat with an agent, however, they had no solution for me and kept telling me to try again. after a while of back and forth, the agent offered to hold the tickets for me and i can log in after and pay for them. after all this, trying another few times the payment  went through and i checked in but they have unchecked me. apparently i need to present the card used for payment at the airport.",Economy Class,1,False,309,Not informed,Not informed,Not informed,Not informed,Business,Not informed,Delhi to Jaipur,November 2019,Not informed,Not informed,IndiGo,India,True
2020-02-06,Trolley with broken handle,1.0,ranchi to bangalore. i received my trolley with broken handle at the destination counter. they didn't do anything to compensate this. after complaining no action as if nothing happened.,Economy Class,1,False,310,1.0,1.0,1.0,1.0,Solo Leisure,Not informed,Ranchi to Bangalore,February 2020,1.0,Not informed,IndiGo,India,True
2020-02-15,The leg space was too small,5.0,"raipur to kolkata. i know indigo is a low cost carrier but the only good thing is ""on-time performance"". their cabin crew were reluctant to provide a full glass of water. i do not have any options to select seats during checking using kiosk and was randomly assigned a middle seat of last row. the leg space was too small for me.",Economy Class,1,False,311,1.0,1.0,Not informed,Not informed,Business,A320Neo,Raipur to Kolkata,February 2020,1.0,Not informed,IndiGo,India,True
2020-03-05,No in-flight entertainment,2.0,"delhi to istanbul. plane seemed old (1.3 years old), seats were uncomfortable. they'd run out of veggie sandwiches before they got to me, so i agreed to get noodles instead., these were instant noodles, but took it anyway. no in-flight entertainment or alcohol served. at the end of the flight we had to seat on the landed plane for about 15-20 minutes with no explanation given and then while exiting we were given some form to fill in on the spot (but no pens to fill it in with). one plus was that the staff at delhi airport were quite nice and the ones on the plane were fine as well.",Economy Class,1,False,312,1.0,1.0,1.0,1.0,Couple Leisure,A321neo,Delhi to Istanbul,March 2020,1.0,Not informed,IndiGo,India,True
2020-03-05,Service was good,9.0,"ahmedabad to delhi. aircraft departed from the gate on time (however, we were delayed taking off due to ""dogs on the runway"" apparently) the flight was good, service was good, bottled water wasn't expensive and we arrived into delhi on time.",Economy Class,1,True,313,1.0,1.0,1.0,Not informed,Couple Leisure,A320,Ahmedabad to Delhi,February 2020,1.0,Not informed,IndiGo,India,True
2020-03-11,A very pleasant experience,10.0,on 2nd march i travelled with a group of 9 ladies from kozhikide to mumbai. we were so well looked after by the customer relations especially aswathi. the ground staff was exceptionally helpful and kind. the flight was on time and it was a very pleasant experience to fly with indigo.,Economy Class,1,True,314,1.0,1.0,Not informed,Not informed,Business,A320,Kozhikode to Mumbai,March 2020,1.0,Not informed,IndiGo,India,True
2020-03-13,Value for money airline,9.0,"kolkata to hyderabad. best indian airline, but no in flight entertainment. a value for money airline with nice service - keep it up indigo. nice food and no delay on the flight.",Economy Class,1,True,315,1.0,1.0,1.0,Not informed,Family Leisure,A320,Kolkata to Hyderabad,December 2019,1.0,Not informed,IndiGo,India,False
2020-03-15,Are excellent on all levels,9.0,"thiruvananthapuram to colombo. due to the cornavirus and the closing of india's borders, i was forced to cancel my indigo flight to india. the refund by indigo - free of charge - was very easy online and very accurate and efficient. i have travelled on this airline before, it is a very good company and today i verify that they are excellent on all levels.",Economy Class,1,True,316,1.0,1.0,1.0,Not informed,Solo Leisure,Not informed,Thiruvananthapuram to Colombo,March 2020,1.0,Not informed,IndiGo,India,False
2020-03-17,Staff were alert and attentive,9.0,mangalore to mumbai. the indigo staff at mangalore was very cooperative. she helped to adjust all 3 family members for nearby seats. cabin staff were alert and attentive. good service.,Economy Class,1,True,317,1.0,1.0,1.0,Not informed,Family Leisure,A320,Mangalore to Mumbai,March 2020,1.0,Not informed,IndiGo,India,True
2020-03-22,Thank you for a safe flight,10.0,"bengaluru to mumbai. due to the corona virus outbreak there was hardly any passengers travelling on this flight. so check in was a breeze. the check in agents were quite helpful and they had a bottle of hand sanitizers on their desks which was well appreciated. the boarding commenced well before the scheduled time of departure and it was clear that travel was at a minimum as the flight was quite empty the crew were polite enough and even though i slept for most part of the flight, the departure and arrival was well before time. baggage retrieval was a breeze as there were hardly any passengers and this was a very uneventful flight. fortunately the flight was not cancelled as there were numerous flights which got called off due to the pandemic. so thank you for a safe flight.",Economy Class,1,True,318,1.0,1.0,Not informed,Not informed,Couple Leisure,A320 Neo,Bengaluru to Mumbai,March 2020,1.0,Not informed,IndiGo,India,True
2020-03-24,Very poor service,1.0,i booked my vacation tickets for my family from abu dhabi to calicut unfortunately due to covid-19 i cancelled my traveling but did not get a full refund. it was disappointed that l lost 75% of my cash. it was refundable ticket but i don't know why they are utilizing this situation. it's not acceptable. it's very poor service.,Economy Class,1,False,319,1.0,1.0,1.0,1.0,Family Leisure,Not informed,Abu Dhabi to Calicut,April 2019,1.0,1.0,IndiGo,India,True
2020-03-24,This was an excellent airline,10.0,delhi to goa. had read some negative reviews so was slightly apprehensive. i shouldn’t have worried this was an excellent airline for a low cost carrier. everything was exceptional from check in to boarding. the crew were so immaculately groomed and the cabin service was excellent. nothing was too much trouble. they worked hard to ensure that the cabin was as tidy as possible to enable a quick turn round for the return flight. maybe other low cost carriers should have a look at indigo to see how it’s done!!,Economy Class,1,True,320,1.0,1.0,1.0,Not informed,Solo Leisure,Not informed,Delhi to Goa,March 2020,1.0,Not informed,IndiGo,India,False
2020-09-12,Crew enforced the safety regulations well,10.0,"kolkata to bengaluru with indigo. the whole process from booking through to de-boarding was done flawlessly and efficiently. during the pandemic, the airline made sure that everything was safe without compromising on quality. and even though the fares were higher than average, this was a trip that was needed to be made and the crew and airline did really well. there was sufficient information regarding the destination regulations for each state which was of tremendous help. the crew enforced the safety regulations well and the staff were polite throughout: from bag drop till de-boarding. thank you for the flight.",Economy Class,1,True,321,1.0,1.0,Not informed,Not informed,Solo Leisure,A321neo,Kolkata to Bengaluru,September 2020,1.0,Not informed,IndiGo,India,True
2020-10-22,Their dedication and willingness,9.0,"i would like to thank indigo staffs for their dedication and willingness to help in critical situations. especially ground staff aishwarya at kannur airport who has helped me to get my laptop from my brother to me even after my boarding, at the very last moment to start the journey. that was very tense moments for me as i felt no point in traveling to hyderabad if i can't bring my laptop with me to finish some important jobs. thank you very much all the staffs who helped me in that situation. i am proud to be a frequent flyer in indigo.",Economy Class,1,True,322,1.0,1.0,Not informed,Not informed,Business,6E7131,Kannur to Hyderabad,October 2020,1.0,Not informed,IndiGo,India,True
2020-11-09,Extremely satisfied with indigo's service,10.0,"i am extremely satisfied with indigo's service. i was visiting my daughter in usa and had a transit in delhi via agartala. i was extremely nervous as i am a senior citizen and my previous booking with vistara for the same destination was suddenly cancelled. indigo was extremely courteous and helped me every step of the way. not only did the staff help in agartala, kolkata and delhi but a young gentleman from their airline stayed and helped me out in delhi when my flight to usa was delayed. i am forever grateful to this gentleman to provide such service during this pandemic situation.",Economy Class,1,True,323,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Kolkata to Delhi via Agartala,August 2020,1.0,Not informed,IndiGo,India,False
2020-12-22,Very good experience,10.0,chennai to visakhapatnam. very good experience. fantastic customer care. the piloting is awesome. smooth take off and landings. international levels. very good and courteous behavior of crew.,Economy Class,1,True,324,1.0,1.0,1.0,Not informed,Family Leisure,A321,Chennai to Visakhapatnam,December 2020,1.0,Not informed,IndiGo,India,True
2020-12-31,Extremely dissatisfied with the customer service relations team,1.0,"extremely dissatisfied with the customer service relations team. due to unforeseen and unavoidable circumstance, my flight from mumbai to london heathrow was cancelled and hence i wanted to cancel my flight from tuticorin to mumbai. i had requested via email to honour and waive the cancellation charges but to no avail. it would have been a gesture of goodwill to waive the charges at least a certain amount and not half the ticket price.",Economy Class,1,False,325,1.0,1.0,1.0,1.0,Family Leisure,ATR 42-300,Tuticorin to Mumbai via Chennai,December 2020,1.0,1.0,IndiGo,India,True
2021-01-24,Indigo does the job very well,9.0,"our initial flight which was supposed to be a direct flight from mumbai to kolkata was cancelled and so as an alternative the airline offered various alternatives, one of which was via hyd which we took. the airline claimed that the flight was cancelled due to covid restrictions but is clear that the flight was cancelled due to lack of good loads and so instead of the usual travel time of 2.5 hours the total flight duration was almost 6 hours which could have been better. at least during the online check-in the airline didn't charge us for paying extra for the seat selection which was a slight relief. both the flight segments themselves were quite okay and departed well on time even though some of the conduct of the passengers was questionable like not wearing the face shield / hazmat suit for the middle row seats even despite the crew reminding the passengers to wear it numerous times. nowadays when flying low cost carriers, it seems like a bus journey with wings where the airlines try to get as many passengers stuffed inside the aircraft as much as possible. if you are a passenger who likes to travel in a bit of exclusivity and luxury without feeling claustrophobic about the number of people surrounding you, you are better off travelling on other airlines. but if however, you prefer getting from point a to point b with slightly cheaper fares, then indigo does the job very well.",Economy Class,1,True,326,1.0,1.0,Not informed,Not informed,Solo Leisure,A320 / A321 Neo,Mumbai to Kolkata via Hyderabad,January 2021,1.0,Not informed,IndiGo,India,True
2021-01-24,3 days and managed to locate my bag,1.0,i lost hand baggage which was essentially checked in baggage from bangalore to mumbai. the staff did not allow me check in two cabin bags as per indigos one piece policy and lost my bag. i coordinated with bangalore airport lost and found department for 3 days and managed to locate my bag.,Economy Class,1,False,327,1.0,1.0,1.0,Not informed,Solo Leisure,Not informed,Bangalore to Mumbai,January 2021,1.0,Not informed,IndiGo,India,True
2021-02-19,Wait for 12hrs to reach in dubai,1.0,"dubai to goa via mumbai. passengers had to wait for 12hrs to reach in dubai, due to technical issues they said and landed in oman, but didn’t give a proper space to freshen up or to rest and haven’t provided and facilities and after reaching at mumbai at 1am they asked to wait 12 more hours to wait to catch the connection flight to goa without giving a space to rest. no proper meal also provided. it was 7.5hrs total flying time instead it took 30hrs.",Economy Class,1,False,328,1.0,1.0,Not informed,Not informed,Solo Leisure,Not informed,Dubai to Goa via Mumbai,February 2021,1.0,Not informed,IndiGo,India,True
2021-03-05,Such inexperienced and unprofessional airline staff,2.0,"me and my wife were headed for our honeymoon to maldives (march 4-10, 2021). but despite having all proper documentation (pcr covid, health, etc) we were stopped in kolkata by indigo airlines. they gave us a hellish experience - finding faults and even accusing us of not knowing protocols. i am a frequent international traveller. she didn't even know where our arrival ticket was as it was lying in front of her. she didn't give us any option(s) nor reassurance or help. she was intent on ruining our vacation. my tired wife cried in despair. i don’t like to berate somebody online but these kind of people need to be exposed. such inexperienced and unprofessional airline staff shouldn’t be allowed to malign the good name of the company.",Economy Class,1,False,329,1.0,1.0,1.0,1.0,Couple Leisure,Not informed,Dimapur to Kolkata via Mali,March 2021,1.0,Not informed,IndiGo,India,True
2021-03-12,Boarding started ahead of time,9.0,we decided to go for a quick vacation within the state as we did not want to take any chances travelling outside any state and chose to go to mangalore which was a 50 minute short journey. check in was smooth and the bag drop was done quickly aswell. the flight boarding started ahead of time and the flight load was on the higher side. departure and arrival were well ahead of schedule and indigo did the job of transporting from point a to point b. the pilots updated the passengers on the flight details which was appreciated but it seems the crew were rushed with their announcements.,Economy Class,1,True,330,1.0,1.0,Not informed,Not informed,Couple Leisure,A320 Neo,Bengaluru to Mangaluru,March 2021,1.0,Not informed,IndiGo,India,True
2021-03-15,"Cabin crew were nice, helpful",5.0,"app is very nice looking, easy to use and never had an issue. i was able to book the ticket in no time. interior of the flight requires some enhanced cleaning. they enforced the ones occupying middle seat to wear ppe. cabin crew were nice, helpful, paid attention to all the unwanted needs of unruly passengers. i liked the bamboo cutleries, which is environmentally friendly rather than the plastic ones. flight reached delhi before the time and luggage came out on time. everything was great except one major problem i had. i pre-booked my meal, which was a paneer salad. salad was served with a bread roll. when i opened the bag, i found the bread had mould.  i showed it to a cabin crew, and she was apologetic and offered any food, drinks i want. i declined her offer and returned the paneer salad.",Economy Class,1,True,331,1.0,1.0,1.0,Not informed,Solo Leisure,Not informed,Bagdogra to Delhi,March 2021,1.0,Not informed,IndiGo,India,False
2021-03-17,I had a great experience flying indigo,10.0,"as always i had a great experience flying indigo. it was a quick one day trip from lucknow to goa and also my first in over a year since the pandemic. i was very impressed with the ground and cabin staff ensuring all the passengers maintained social distancing while boarding and in the cabin during flight. before boarding all passengers were given a safety kit packet which included a face shield,face mask and 5-6 pouches of hand sanitizers, also the best thing was that all the middle seat passengers were also made to wear the safety gown along with the face mask and face shield which is a good safety measure. the inflight magazine wasn't available but understandable as they are trying to minimize the contact as much as possible. water bottles were free of cost even though pre-covid indigo used to serve water in cups but it's nice they are serving water bottles free of cost and also in addition to that they are served free tea and coffee as well. snacks and hot food items were available for sale, however, i had pre booked my food item while making the booking and it was served in indigo branded pack and sealed and tasted as good as it looked. the flight did depart 5 minutes behind schedule but i won't mind 5 minutes given indigo sanitizers their aircrafts before and after every flight so i'd rather depart late than departing unsure of the safety. overall an amazing flight experience with indigo. great price, great safety and great legroom and tasty inflight food!",Economy Class,1,True,332,1.0,1.0,1.0,Not informed,Business,A320Neo,Lucknow to Goa,February 2021,1.0,Not informed,IndiGo,India,True
