date,header,rating,content,seat_type,seat_comfort,cabin_staff_service,food_&_beverages,inflight_entertainment,value_for_money,recommended,id,type_of_traveller,route,date_flown,aircraft,ground_service,wifi_&_connectivity,airline_name,country,verified_trip
2019-03-08,I was satisfied,8.0,this was my first time using turkish airlines and i was satisfied. check in at lyon airport was fine. the flight was full but i managed to find space for my carry on bags. the flight left a bit late. the cabin on board was in good condition and seem to be new. the crew and the service was good. the inflight entertaiment is excellent with a big screen for each sea and a great selection of different type of movies. the meal was tasty and there was a good selection of any type of drinks. the flight went fine but it took more time to land in ataturk airport because of weather in istanbul. turkish airlines is an excellent airline and operates probably to the most countries in the world. i would defently fly again with them if i have a chance,Economy Class,1.0,1.0,1.0,1.0,1.0,True,1439,Solo Leisure,Lyon to Istanbul,February 2019,Boeing 737-8M,1.0,Not informed,Turkish Airlines,Turkey,True
2019-03-10,A very pleasant flight,9.0,istanbul to ankara. great short-haul flight. a warm delicious panini was accompanied by a selection of drinks. turkish's ife selection was ready in full. overall a very pleasant flight.,Economy Class,1.0,1.0,1.0,1.0,1.0,True,1440,Couple Leisure,Istanbul to Ankara,February 2019,Boeing 737-800,1.0,Not informed,Turkish Airlines,Turkey,True
2019-03-10,A problematic seat pitch,8.0,"if you fly economy with an a330-300 of turkish airlines, be prepared for a problematic seat pitch. i just could not became friends with the seatings of the majority of wide-body planes of turkish. other than that, this was a pleasant flight. ground service was smooth and friendly - this was a good surprise. cabin crew may use a little more smiles on their faces but did not experience any major problem on that side. ife selection and quality is vigorous, one of the best you can encounter anywhere. meal and drinks are good as always - an above average chardonnay was a joyful accompany. thumbs up.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,1441,Couple Leisure,Amsterdam to Istanbul,February 2019,A330-300,1.0,Not informed,Turkish Airlines,Turkey,True
2019-03-11,Delicious short-haul panini,10.0,"ankara to istanbul. although there was no ife in this version of 737-800, it is a flight that takes less than an hour. seat pitch and comfort was probably best i have seen in a 737-800. a delicious short-haul panini and drinks deserve the points.",Economy Class,1.0,1.0,1.0,Not informed,1.0,True,1442,Couple Leisure,Ankara to Istanbul,March 2019,Boeing 737-800,1.0,Not informed,Turkish Airlines,Turkey,True
2019-03-11,A good seat pitch,9.0,"istanbul to amsterdam. although a bit worn and older than a330-300, the economy cabin of a330-200 is more comfortable than 333's. this flight had a good seat pitch for a short haul flight. ground service was smooth and cabin crew was one of the best i have seen at turkish. since the second choice of meal was out, we were offered more complimentary drinks.  the only setback in this flight was the old, an outdated-interfaced ife with a limited selection.  after a few years of slight disappointments, i am happy to include turkish airlines into my highly preferred airlines once again.",Economy Class,1.0,1.0,1.0,Not informed,1.0,True,1443,Couple Leisure,Istanbul to Amsterdam,March 2019,A330-200,1.0,Not informed,Turkish Airlines,Turkey,True
2019-03-12,Equal to short-distance low costers,4.0,"boarding totally chaotic and far too long. nice meal, creepy safety video which distracted the people more than giving them advice. crew notifications (strong turkish accent, sound quality) hardly understandable, even for native speakers. economy legroom and seat width did not at all suit the flight duration on the first flight from phuket to istanbul (11 hours), more equal to short-distance low costers. (disclaimer: i had a seat at an emergency exit, luckily). wifi did not work for me and others at all, for some more expensive devices it did, but very slowly (asked my neighbours and staff for help, but no way to get it working). very expensive seat pre-selection (160+30€ for a 400€ flight), so i did not take it and was lucky at the airport check-in.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1444,Solo Leisure,Phuket  to Düsseldorf via Istanbul Atatürk,March 2019,A330-300,1.0,1.0,Turkish Airlines,Turkey,False
2019-03-12,Seats are comfortable,8.0,manila to vienna via istanbul. seats are comfortable. in-flight media selection is great and updated. food is good. paid in-flight wifi (mnl-ist) is excellent for long-haul flights. no wifi for ist-vie. cabin crew not friendly but not bad either. boarding can be quite delayed. gate announcements are delayed (sometimes changed at the last minute) - be careful! you might miss your flight especially if you have a hard time finding gates.,Economy Class,1.0,1.0,1.0,1.0,1.0,True,1445,Solo Leisure,Manila to Vienna via Istanbul,March 2019,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
2019-03-13,Flight had been cancelled,1.0,"hanoi to milano via istanbul. as we 4 arrived this morning from hanoi at 6 am (tk168) we learned that our connecting flight to milan tk1873 had been cancelled. no assistance was given to passengers, everybody had to wander around the immense airport, address the numerous tk people behind desks each of whom seemed to take care of anything but customer service and only care to dispatch people somewhere else. finally we got to the right desk and were given the tk flight leaving at 16.15, 10 hours waiting time. we were assured this was the first possibility open. to our surprise we discovered that there is a previous flight leaving at 12.45 with seats available. hundreds of people crowded at the desk with only 2 employees working so we gave up trying to anticipate our flight, and no contact was possible on the phone.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1446,Business,Hanoi to Milano via Istanbul,March 2019,A330,1.0,1.0,Turkish Airlines,Turkey,True
2019-03-13,Full of disappointments,1.0,"dhaka to copenhagen via istanbul. this trip was full of disappointments. already the airport lounge, dhaka, demanded money for a glass of wine, unheard. i am a frequent flyer, i have never experienced business class lounge charging a business class passenger, for a glass of wine. next, on board, no welcome drinks. i asked for a newspaper and a drink, the choice was a glass of water or a lemonade. after take-off, no beverage and snacks, just the meal, which was disgusting. my choice was beef, which was cold, dry, served with some bean and carrots, also cold. i asked for a glass of red wine, but waiting and waiting, i tried to draw the attention of a crew, who was talking with another passenger in the front row. then i had to get up went where he was enjoying a conversation with the passenger. i made my request- i got served a glass of wine-. i expressed my gratitude- and the crew explained the delay- he had to take care of a cip. the meal was eatabel, so asked for a cup of coffee and a glass of cognac. surprise- the crew said there was no cognac. i showed the menu, which showed cognac was available. well, had almost 6hours layover at istanbul airport lounge, which was ok. about 90 minutes prior to board, we were asked to go the the gate. after completion of checking tickets and passports, we were waiting to board- almost 45 minutes had to wait and then bus to the plain. the flight was on way to copenhagen. there were a grpoup of danish passengers,. a elderly gentleman asked for lass of cognac, the crew was about to serve a generous glass of cognac. another female crew rushed and snatched the glass, poured half of the content to another glass and then served the guest. we had a laugh- that was entertaining.- but not convincing for making turkish airline the choice any more.",Business Class,1.0,1.0,1.0,1.0,1.0,False,1447,Solo Leisure,Dhaka to Copenhagen via Istanbul,February 2019,A340 / Boeing 737,1.0,1.0,Turkish Airlines,Turkey,True
2019-03-13,Water was never offered,6.0,"manila to istanbul. if you ever flew with emirates or qatar airways, you will miss their service if you fly turkish airlines. i only saw the crew, when they served meal after departure, before arrival and running around from the front to the back and vice versa. never offered drinks or snacks. water for an almost 13 hour flight is essential, but was never offered.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1448,Family Leisure,Manila to Istanbul,January 2019,Boeing 777-300ER,1.0,1.0,Turkish Airlines,Turkey,True
2019-03-14,Painfully uncomfortable,1.0,"new york to tel aviv via istanbul. never again. while staff was excellent, plane was hot and extremely uncomfortable. painfully uncomfortable. several passengers requested for cabin air to be cooled. no avail. plane was dirty. get ready for your back and knees to hurt.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1449,Couple Leisure,New York to Tel Aviv via Istanbul,March 2019,Not informed,1.0,1.0,Turkish Airlines,Turkey,False
2019-03-20,Very poor overall experience,2.0,amsterdam to bangkok via istanbul. flight boarded four hours late with no communication during this delay. boarding was a complete shambles with everybody scrambling to get on. once boarded the business class crew looked completely uninterested which continued throughout the flight. the level of communication skills in english from the cabin crew and cockpit falls well below standard. the crew came across as though they were doing you a favour when i asked for a drink. a very poor overall experience.,Business Class,1.0,1.0,1.0,Not informed,1.0,False,1450,Solo Leisure,Amsterdam to Bangkok via Istanbul,March 2019,A330-300,1.0,1.0,Turkish Airlines,Turkey,True
2019-03-20,Indifference to the disabled,1.0,"i bought and paid tickets 3 months before departure. i had pre-selected certain seats convenient to us. i am a self-moving disabled person. i have no leg, i move on a prosthesis. the choice of a comfortable place is important for my sick leg. when i flying from hurghada – at the reception manager not given our pre-selected seats. he give to me uncomfortable seats in the tail of the aircraft, although i chose a seats for 4 months before departure. turkish airlines does not have internet check-in when passengers departing from hurghada. at the check-in desk, the manager issues boarding passes at random, not paying attention to the pre-selected seats in our tickets. 2. indifference flight attendants in the plane, i ask for 2 flight attendants and explained the essence of the problem, said about my disability, showed my ticket. the flight attendants answered me: “the plane is full. i can't help you, sorry” the flight attendants were absolutely indifferent to my problems, they did not want to help me. 3. stuff indifference at ataturk airport. upon arrival in istanbul, i had a connection time at the airport: 3: 20 - with our next flight to vnukovo, moscow. i was very tired, i had a pain in my leg, and i turned to the info desk to ask the managers to let me rest for a short time in the lounges of turkish airlines. i said that i was disabled, i asked for help. in response, i received complete indifference, unwillingness to help me. the manager refused me any help, despite my repeated requests for help. i have not seen anywhere such a bad attitude, indifference to the disabled person in my air travels! 3. problem with pre-ordered special meals when i buying tickets, my wife and i ordered bland meal (blml) and diabetic meal (dbml) we always order in flights these types of food for our medical reasons. in all the airlines that we flew this food is much better than the standard meal. but in the case of turkish airlines, our special meal was simply inedible. this special meal given to us looked much worse than the standard nutrition. we just could not eat anything and flew hungry all our flights – in two ways! i remember that in my meal there was a lot of fiber, which i cannot eat. this is incompatible with the concept of the bland meal (blml) diet.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1451,Couple Leisure,Hurghada to Moscow via Istanbul,April 2018,Boeing 737-800,1.0,Not informed,Turkish Airlines,Turkey,True
2019-03-28,Do not care about their premium cabin passengers,1.0,"flew tk 5 / 22 mar, istanbul - chicago in business class. had requested avml (asian vegetarian meal). tk had forgotten my special avml meal. on board they served boiled eggplant, tomato sauce and disgusting rice as the main course. i refused to eat and returned my plate. no alternative food offered. i spoke to the cabin chief who expressed she was sorry and agreed that the meal served was not even close to avml. spoke to the chef on board who had no clue what avml looks like. starved for 12 hour flight. cabin chief and the chef promised they would report this incident but it seems it did not go anywhere. i am an elite plus member of turkish airlines and it seems they do not care about their premium cabin passengers. surprisingly cabin chief is tk's employee and the chef are employed by do & co catering company who provided meals for tk's passengers. complained about the incident and response i got was we regret and no compensations given. it will be hard to choose tk for future travel.",Business Class,1.0,1.0,1.0,1.0,1.0,False,1452,Solo Leisure,Istanbul to Chicago,March 2019,Boeing 777-300ER,1.0,1.0,Turkish Airlines,Turkey,True
2019-03-29,I was simply shocked,10.0,"helsinki to kiev via istanbul. flying turkish airlines for the very first time. i was simply shocked, in a good way. i have never seen a more spacious plane with such leg room in economy class. the served meal was just lovely, cabin crew as well. 10/10.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,1453,Solo Leisure,Helsinki to Kiev via Istanbul,September 2018,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2019-03-30,Too busy to give much care,6.0,"currently on flight singapore to i̇stanbul, sadly been trying to get a drink and was told later, trolley came by serving coffee. fa told me that now coffee service, they have drinks round, first was drinks, food, coffee and drinks later. i had observed others got their drinks when they ordered randomly. i seem to get the response what their process of service is, and i have to adhere to that, even if i was asleep. the drinks trolley service came by and the same fa who told me ‘off’ remembered what drinks i had asked and served me. such a hassle to get a drink because i asked for it out of their sequence. with only twelve hours i guess they are too busy to give much care to passengers.. sad.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,1454,Business,Singapore to İstanbul,March 2019,Boeing 777-300,1.0,1.0,Turkish Airlines,Turkey,True
2019-04-02,Behaviour not professional,1.0,"venice to ankara via istanbul. instead of taking off on time the fight was originally delayed (on the information table was written 10 minutes). i was satisfied with the information (it is possible to be delayed). the next information which followed invited us to go to the gate. more than 75% of passengers created the line in front of the desk and we were waiting for opening the gate. it was the first mistake, after 45 minutes the staff changed the departure time on the information desk for 10.50 a.m. nobody knew that the game was started. the plane was delayed by more than 60 minutes. it is usually that the staff will give you any additional information about the connection flights. unfortunately, it is not the case of turkish airlines . after the arrival, i run from the plane through the tunnel in the terminal and hoped to catch the flight to ankara. the guy who was wearing the ta uniform and who was waiting at the end of the tunnel showed me the direction where i should have found the gate of for my flight. of course, it was the wrong direction and i had to run back. after that, i had to go through the x-ray frame and i have lost another 10 minutes although i didn't leave the secured area. when i came into the main hall i sew that the gate is closed. until this moment nobody has apologized for the inconvenience and to this day too. this horror trip was still not at the end. i tried to find the ta office and i found only the ta desk where was it possible to buy new tickets. when i started to explain my situation and the guy behind the desk recognised that i am not a new potential customer his face expression changed rapidly and his bored voice said to me that he is not responsible for information. the problem was closed for him. after a few minutes, i found the desk with the logo ta in the check-in sections. i run there to solve the problem and i tried to inform the first staff about my situation. his answer was: ""wait a minute"".. i didn't want to wait and i said to him, that his company is responsible for the situation and i expect more empathy and full service for customers. no answer, only disgusted reaction visible in his mimic and he showed me with the finger another ta worker sitting next to him. this person let explain to him my situation again and he printed a new boarding pass for the flight at 6.00 p.m. i checked the departure on the screen and by my next flight was additional information that it is delayed 40 minutes before the departure. i asked the guy again whether it is mean serious and my second question was why it is not possible to get the ticket for the flight at 5.00 p.m.? the answer was given with the highest arrogance in his voice.""the flight is full!"". and it is still not the end of the troubles, instead of being delayed 40 minutes the ""great"" ta let me wait one hour longer in comparison with original departure schedule. the service was the mess and the behaviour of the employees was everything but not professional.",Economy Class,1.0,1.0,1.0,Not informed,1.0,False,1455,Solo Leisure,Venice to Ankara via Istanbul,March 2019,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-02,A very bad experience,2.0,"amsterdam to bangkok via istanbul. i wont book again after the conditions i flew in. food: tasty. over the average for an airline. in-flight entertainment: large variety of movies. cabin crew: negligent and sloppy, to a frustrating level. so many episodes where they disregarded very simple requests from passengers or (worse) caused problems due to their disorganization.  gate crew: at the check-in i chose a spot that would allow me to easily access the bathroom, that i need for medical reasons. at the gate the seat got striked through and i have been re-assigned, no explanations provided. when i asked for the seat to be changed to an aisle seat, i have been told by the cabin crew to temporarily sit on the assigned seat. after take-off, my request got ignored for the whole flight, regardless many seats were empty. seats extremely unconfortable and impossible to sleep in (very old plane for a 10h flight). mine was even broken so i could not sleep at all. food service: chaotic to the point that some people started to serve themselves due to the fact that their requests were disregarded or forgotten. overall a very bad experience that leaves me confused at how this company won any awards. at first i also gave it the benefit of the doubt that's why i waited to write the review but the return flight confirmed all the negligent behaviors i saw on the departure flight. other airlines offer very similar prices and the cons don't make up for the flight conditions you will experience.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1456,Solo Leisure,Amsterdam to Bangkok via Istanbul,March 2019,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
2019-04-06,Mess with boarding process,6.0,"prague to istanbul. just ordinary fight served by turkish airlines. food excellent, but as always there's a mess with a queue when boarding process. this airline really has to strict about the rules to all customer, as my experiences this is the worst airline for boarding process.",Business Class,1.0,1.0,1.0,1.0,1.0,True,1457,Business,Prague to Istanbul,April 2019,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-06,Terrible customer service,1.0,"mumbai to istanbul. one of the worst experiences of our life has been this trip on turkish airlines. after booking a confirmed flight on 6th april we were offered one in which the connecting flight leaves 2 days earlier than we land. thankfully we didn't select this by mistake. then we were given a new itinerary which needed us staying overnight at istanbul. we were then given a hotel room outside the airport which needed us to spend 220 usd on an express visa to enter turkey plus an additional 100 usd on travel. the airline doesn't give you rooms in the airport, which turns out to be more expensive for the passenger as there is no proper public transport to our hotel room and turkish won't pay for it. to make matters worse today the check in doesn't work and they've told us we need to reach early to the airport if we need good seats. avoid this airline for its terrible customer service.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1458,Couple Leisure,Mumbai to Istanbul,April 2019,Not informed,1.0,1.0,Turkish Airlines,Turkey,False
2019-04-06,I won't recommend,1.0,"lagos to istanbul via kathmandu. i am never flying with turkish airlines again and i won't recommend to anyone i know, my friends or families. i had a very long layover both the ways around (20hrs) each. i had heard from many friends that turkish would give a hotel or other relevant services if we have to wait there above specific hours. that's why i went directly to the airport help desk/transit passenger resting place to make an inquiry about the service i would get. to my surprise, the lady on the desk took my all information from passport and ticket and said you cannot get a hotel. then i asked why; she said you are nepalese, you should either have resident card of america, schengen visa  etc.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1459,Solo Leisure,Lagos to Istanbul via Kathmandu,April 2019,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-11,"Cheap prices, excellent service",9.0,"manchester to bangkok via istanbul return in the last month. all flights were on time. excellent food and drink service. lovely staff and a smile on their faces. great airline, cheap prices, excellent service.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,1460,Solo Leisure,Istanbul to Manchester,April 2019,A330,1.0,1.0,Turkish Airlines,Turkey,True
2019-04-11,Bad customer service,1.0,"atlanta to amman via istanbul. beside being one of the filthiest airport bathrooms and cheap of course for not making it easy to use the wi-fi, they make us wait 5 more hours in the transit just because they can fill up the plane by merging another plane for people who are going to amman without giving us any notice! and after waiting hours now to check-in online, now they saying check-in at the counter. bad food on the plane, bad select of movies and entertainments and of course bad customer service in the airport.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1461,Solo Leisure,Atlanta to Amman via Istanbul,March 2019,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
2019-04-12,Service very good,8.0,"the experience was very nice. the accommodation ins the airplane were better than others i have got. the attendants were kind and service very good. the hotel room provided in istambul, since i had 13h layover, was amazing. all costs covered and the hotel was one of the best. my only complain is regarding the attendance at the desk at istambul airport. the attendant was kind of rude and seemed in a bad mood.",Economy Class,1.0,1.0,1.0,Not informed,1.0,True,1462,Solo Leisure,Vienna to Miami via Istanbul,April 2019,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-13,Worst airline for boarding,5.0,"istanbul to vienna. another ordinary fight by turkish airlines. food excellent, but as always there's a mess with a queue when boarding process. this airline really has to strict about the rules to all customer, as my experiences this is the worst airline for boarding process.",Business Class,1.0,1.0,1.0,1.0,1.0,False,1463,Solo Leisure,Istanbul to Vienna,April 2019,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
2019-04-14,Lacking customer service,2.0,"guangzhou to barcelona via istanbul. i wonder if customer service really exists for this airline. my luggage has been gone missing already two days and there has been no update for the last 24 hours already! i called the customer service almost ten times in the last 2 days and it is never answered. in their online luggage tracing system, they don't even update what they did or how long i need to wait. i doubt that i would ever book turkish airline again. as a frequent flier of the long-haul flights, i have never experienced lost luggage. i know that it is not uncommon that luggage can be delayed or missing. but what is lacking is their customer service.",Economy Class,1.0,1.0,1.0,Not informed,1.0,False,1464,Solo Leisure,Guangzhou to Barcelona via Istanbul,April 2019,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-15,Would choose turkish again,10.0,"montreal to bucharest via istanbul. delicious food, great choice of beverages. cabin crew kind and careful. i would choose turkish again and can recommend them.",Business Class,1.0,1.0,1.0,1.0,1.0,True,1465,Couple Leisure,Montreal to Bucharest via Istanbul,April 2019,A330,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-16,Their service is worst,1.0,"kathmandu to berlin via istanbul. their service is worst because they usually overbook the flight and it was like first come first serve basis and airport staff  don’t even listen the customer request. they treat people like they are doing favor to them. flight often delayed by 2- 4 hours and they don’t care about your connecting flight. in my return flight after issuing boarding pass, my seat plan was changed without any notice and in flight entertainment system is damaged and it was 9 hours long flight. i have requested several times but they don’t care and don’t give attention to the passengers request.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1466,Business,Kathmandu to Berlin via Istanbul,April 2019,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
2019-04-17,do not fly turkish airlines!,2.0,"new york jfk to tel aviv via istanbul. do not fly turkish airlines! we had round trip scheduled march-april 2019. just before leaving on our trip they cancelled the second leg of our return flight and placed us on another flight which involved a 14 hour layover in istanbul airport. then, upon arrival in istanbul on our way out to tel aviv they cancelled the second leg of this part of the trip as we stood at the gate waiting for departure and put us on another flight several hours later because the later flight was not full. imagine 300 people at an airline gate waiting as staff filled out new boarding passes for everyone by hand!. we cancelled our return arrangements (without refund) and flew another airline home at the end of our vacation. rather lose the money then deal with this airline any further!",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1467,Couple Leisure,New York JFK to Tel Aviv via Istanbul,March 2019,Not informed,1.0,Not informed,Turkish Airlines,Turkey,False
2019-04-18,Like a third world airline,4.0,"baku to amsterdam via istanbul. they still operate like a third world airline. check in counter staff at the new airport was ignorant (when she finished my check in, she just left the boarding pass and my passport on the counter instead of handing them to me). i changed my seat the previous night when doing the online check in. when boarding the agent said i had the wrong seat and put me back at my old seat. i asked why, and she said they changed plane. she just made that up.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1468,Solo Leisure,Baku to Amsterdam via Istanbul,April 2019,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
2019-04-18,Customer service is horrible,1.0,"singapore to zagreb via istanbul. customer service at istanbul airport is horrible. i miss my connecting flight upon arriving in istanbul from singapore. i have ask the flight attendants onboard regarding my connecting flight. she assure me that i have no problem doing the connection. upon arrival, there was no staff to assist. my flight was not showing on the display. i end up going to their care point counter. the staff there is the worst. i would give the rating negative 1. they just took their time to figure out your next flight. if i have not insisted that i need to fly on the same day, they just put me on the next day flight. this is the worst terminal service i come across in my 10 years of travel.",Economy Class,1.0,1.0,Not informed,Not informed,1.0,False,1469,Couple Leisure,Singapore to Zagreb via Istanbul,April 2019,Not informed,1.0,Not informed,Turkish Airlines,Turkey,False
2019-04-18,Recommend not to book turkish airlines,1.0,new delhi to cappadocia via istanbul. i took a flight from new delhi 6:15pm on 16th april it got delayed by 1.5hours and flew at 7:50pm. i had a connecting flight at 12:20pm on 16th april to cappadocia from istanbul but as i reached late due to delay from this airline i missed my flight. they gave me a flight for 11:30 pm without providing any hotel accommodations. later i had to force them to give me a earlier flight as i was tired so they gave me a flight for 8:35pm tk 2018 which also was delayed and the flight departed at 10:50pm. i some how was happy that at least i reached cappadocia but my whole day and hotel booking was wasted. i went to pick my luggage but as to my surprise my luggage did not arrive and i was told it’s arriving in the next flight and they shall have it sent to my hotel. i came to my hotel and not it’s about 4pm on 17th april and my luggage has still not arrived even after making several calls. this airline has charged me a lot without giving any good service or facility. i would highly recommend not to book turkish airlines ever to any one unless they want to waste their time and money. don’t know when will my luggage arrive and till when i have to sit in my hotel and waste time as i cannot freshen up unless i get my clothes and got out to see this city.,Economy Class,1.0,1.0,1.0,1.0,1.0,False,1470,Family Leisure,New Delhi to Cappadocia via Istanbul,April 2019,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
2019-04-20,It was extremely cheap,8.0,"izmir to istanbul. it was my first boeing 777 experience. they gave a free hot sandwich with cheese and vegetables and a drink. hot and cold options were rich. cold ones weren't very cold but you can add some ice to them. plane was really big and crowded yet there were no problem with fresh air and air conditioning. well, maybe one. one of the cabins leaked some water to a passenger. they suddenly suggested he change his seat, he refused. flight on time, good cabin crew. and this time, it was extremely cheap.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,1471,Solo Leisure,Izmir to Istanbul,April 2019,Boeing 777,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-20,Cabin crew was good,7.0,istanbul to trabzon. boarding was fast. i thought flight will be on time but no! taxi took forever. we've waited 40 minutes to take-off. don't remember if i've heard any explanation from cabin crew. i'd prefer 60 minutes at airport to 40 minutes at a plane seat. cabin crew was good. sandwich and drink giveaway was nice. cheap price.,Economy Class,1.0,1.0,1.0,Not informed,1.0,True,1472,Solo Leisure,Istanbul to Trabzon,April 2019,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-21,Average with not many smiles,7.0,london heathrow to istanbul. the flight from lhr took off on time. boarding was hassle free. seating was 3x3x3. legroom was average but i had an emergency exit row seat. cabin service was average with not many smiles. the flight was smooth as was the landing.,Economy Class,1.0,1.0,1.0,1.0,1.0,True,1473,Solo Leisure,London Heathrow to Istanbul,April 2019,Boeing 777-300ER,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-21,Staff appeared not to care,5.0,nakhchivan to istanbul. the flight set off a little bit late and boarding was disorderly with too many passengers carrying oversized baggage on board. the aircraft appeared to be old with drop-down screens for entertainment which were virtually useless. cabin service was not very good and staff appeared not to care.,Economy Class,1.0,1.0,1.0,1.0,1.0,True,1474,Solo Leisure,Nakhchivan to Istanbul,April 2019,Boeing 737-800,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-22,Food was on point,8.0,"istanbul to prague. the crew was very polite. wide seats, good  entertainment and i like the safety video. i had a morning flight so they served breakfast. food was on point and delicious. the only bad remark is that they don't serve cold beverages on their second round of stroll.",Economy Class,1.0,1.0,1.0,1.0,1.0,True,1475,Solo Leisure,Istanbul to Prague,April 2019,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-23,A poor experience,3.0,"tashkent to istanbul. a poor experience with turkish airlines. the guy who seemed to be the cabin chief was acting in a very extremely rude way towards the passengers, almost yelling at them, mostly hurrying people to sit down quickly. very unprofessional. the tightest space for seating i experienced, apart from a low cost carrier in indonesia. a mess with luggage, clearly too many volumes allowed onboard.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1476,Solo Leisure,Tashkent to Istanbul,April 2019,Not informed,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-24,A catch in terms of layover,2.0,"houston to kiev via istanbul. fares seem competitive, but there is a catch in terms of layover time. mine from houston to kiev via istanbul had a return leg layover of 14 hours and though tk website says that a layover of over a certain hours gets a complimentary hotel stay. but there is a fine print somewhere which they always get a disqualified citing some wired “rules” that i, even as a frequent traveler cannot comprehend. another notable difference in turkey is that there are endless and multiple security checks, and one wonders if one is going through a war zone . lines at security checks and passport control ( yes, if you need to stay at a hotel for a long layover, one needs to get an e-visa just to get out, check into a hotel and get back to airport to catch the connecting flight). ended up paying way more than if i had chosen other airlines like lh or sas, which i will keep in mind next time",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1477,Solo Leisure,Houston to Kiev via Istanbul,March 2019,Boeing 777-300,1.0,Not informed,Turkish Airlines,Turkey,True
2019-04-25,No contact from lost & found,1.0,"dublin to tel aviv via i̇stanbul. first of all our flight was delayed for over an hour, but that’s fine we crossed that bridge, then when we arrived in i̇stanbul airport we were told that we missed our connection flight. ridiculous considering the fact the tickets were bought from turkish airlines and not from different companies, ok, 10 minutes of talking to customer service and we got new tickets from i̇stanbul to tel aviv (not same comfortable plane as it supposed to be but still something) arriving in tel aviv we found our 3 bags on the belt but so called oversized bag (which was actually a doll birthday box for my daughter) was missing almost 2 hours waiting for it to be found (no luck) then another half an hour of registering with lost&found made us exhausted (myself my husband and 2 kids aged 3 and 5 at 5am in the morning is no fun at all) we supposed to pick up our rental car in between 3-4am and when we came to get it apparently the car was gone to another customer because we were late. we had no choice but get another more expensive car that was available (i think turkish airlines should be liable for that as well) we registered lost baggage gave the address and phone number in petah and asked them to deliver it there as we were going to eilat for a few days.  i was pretty much confident that should be no problem with contact details. i was 5 days later arriving back to tel aviv and with no contact from lost&found i rang them to see what’s the story and i was shocked when i heard that my baggage was delivered to me the following day! where? when? to who? the answer was simple we have in our system that you baggage left to eilat next day and was delivered to the hotel so we are really sorry but you have to get it yourself from there! how come they left my baggage in the hotel without notifying me? answer was: delivery company rang you but there was no answer. left a message? i doubt it i think it’s pure lies) anyway i said i want my baggage back please get it to me! oh you know it might take couple of days. fine i said just get it please! few days later i rang again because nothing came and find out that delivery man came to the hotel in eilat asked for me but because me and my spouse have different surnames he was told that there’s no such person registered (but then the question is how could he leave it there if he was told the person is not there) again i was promised that few days later i will get it. as you can imagine i didn’t. rang again today asked for the manager (was told the manager is in holiday) got to speak to supervisor and what a surprise she said that the baggage is not in the hotel in eilat but in airport eilat and because it’s holiday (pesah) the airport is closed and they can’t get it. and she said you know it’s your fault that it went to eilat. when i asked her name she refused to give and hanged up on me.",Economy Class,1.0,1.0,1.0,1.0,1.0,False,1478,Family Leisure,Dublin to Tel Aviv via İstanbul,April 2019,Not informed,1.0,1.0,Turkish Airlines,Turkey,True
