date,header,rating,content,Seat Type,Value For Money,Recommended,id,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Aircraft,Type Of Traveller,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2016-10-16,"""cabin crew friendly and attentive""",10,"Sydney to Narita with Japan Airlines for the first time and was super impressed at the seat pitch and width. JAL thankfully haven't sold out and kept the 3-3-3 seating on international configured aircraft and boy do you notice it. The cabin crew on both flights were fantastic, very efficient, friendly and attentive without being overbearing. The IFE system worked very well but perhaps a little limited in choice. Food was good but was noticeably better on the return sector with crisp fresh salads and tasty main meals, we also had the choice of Yoshinoya beef noodle that was served up in a smart box. The cabin was very modern and fresh and kept impeccably clean as we're the toilets . On time performance was excellent on both flights. We would definitely fly JAL again.",Economy Class,1,yes,235,1,1,1,1,Boeing 777-300,Family Leisure,SYD to NRT,October 2016,1,,Japan Airlines,Japan
2016-10-19,"""service attitude was good""",8,"✅ Verified Review |  A good flight as I was 'semi-upgraded', a practice new to me as I am installed in a Business seat while served an Economy meal. A clever idea of JAL: the EY cabin was full and they opened the second half of Business cabin for upgrading while not offering Business service. My ticket was a CX redemption and I got the good treatment as a Sapphire member. The seat is of course comfortable and the new aircraft is great. The EY meal is also great, having Japanese style beef rice for breakfast on a 8am flight. Service attitude was good though JAL staff do not really speak English (worse than their Chinese airline counterpart). On time arrival. Have not flown JAL for a long time and this flight makes me a return customer in future. Also my first flight on a 787-8, a truly 'Dream Liner'. Will return.",Economy Class,1,yes,236,1,1,1,1,Boeing 787-8,Solo Leisure,PEK to HND,October 2016,1,,Japan Airlines,Japan
2016-10-20,"""cabin staff speak little English""",8,"✅ Verified Review |  Beijing to Tokyo was a good flight, on time. Morning 8am flight but served hot beef rice that is good. Cabin service great though the cabin staff speak little English. Have not flown JAL for a long time and it was a happy return. The Boeing 787 aircraft has innovations such as a blacking out window shade. Will use JAL on the same route again.",Economy Class,1,yes,237,1,1,1,1,Boeing 787-8,Business,PEK to NRT,October 2016,1,,Japan Airlines,Japan
2016-10-27,"""service couldn't be better""",10,"✅ Verified Review |  Frankfurt to Seoul via Tokyo. I've been flying a lot lately (among many others including Lufthansa, Qatar and Emirates) and I've always been switching airlines. I've finally found my favorite. It's Japan Airlines. From ground service to in-flight to after flight. They were not only extremely friendly, quick and punctual, the seats were comfortable the crew had some humor, the entertainment system was easy to use (no annoying pressing 100 times until the movie plays) and the window brightness could be regulated which was an amazing alternative to the blinds in case one wants to sleep but the other wants to enjoy the view. Controllable sunglasses for the window - first time I saw that. Also they served some nice and good food including Milka chocolate, ice cream from Häagen Dasz and a ""Bauer"" yoghurt. We all know these are great brands. The service couldn't be better - and always a smile on their face, which makes you feel even better while travelling. The poor English didn't bother me at all. It was enough for the important things. They even had a German native speaker on board.",Economy Class,1,yes,238,1,1,1,1,Boeing 787,Solo Leisure,FRA to ICN via HND,October 2016,1,1,Japan Airlines,Japan
2016-11-01,"""the food selection is not great""",3,✅ Verified Review | As this flight leaves Singapore after 1am there is no meal served after take off. In fact it was difficult to even get a drink. Whilst the flat beds are relatively comfortable they are also very narrow. The choice of breakfast served before arrival in Haneda was either Japanese or western. I opted for the western but the meal bore no resemblance whatsoever to a western breakfast and was mostly inedible. The overall service level was average at best. For the return flight to Singapore we flew from Narita but as in the same flight taken earlier this year the plane was almost an hour late in departing due to heavy traffic around 6pm. Passengers should also be reminded that the walk from the JAL lounge is around 15 minutes as the gate used for this flight is the furthest away on the particular pier that's used. The flight itself was acceptable although the food selection is not great. Moreover my wife was served half an before me even though our food order was taken at the same time. All in all not a great experience so next time we visit Japan we will be giving JAL a miss.,Business Class,1,no,239,1,1,1,1,Boeing 787,Business,SIN to HND,October 2016,1,1,Japan Airlines,Japan
2016-11-02,"""efficient and satisfactory flight""",8,"✅ Verified Review | Tokyo to Beijing with Japan Airlines. Good flight, on time, clean cabin on the 787 Dreamliner, my first flight on this acclaimed aircraft. The notable innovation is the window shade is electronically block out/open. Meal is OK, nothing special, but very Japanese. Staff service attitude is good but their language ability is limited. Even airport custom officers do not really speak English. An efficient and satisfactory flight.",Economy Class,1,yes,240,1,1,1,1,Boeing 787-8,Solo Leisure,HND to PEK,October 2016,1,,Japan Airlines,Japan
2016-11-07,"""did not go around with drinks""",7,"✅ Verified Review |  Red eye flight from Haneda to Bangkok with Japan Airlines. Boarding was speedy and efficient. After take-off, light snack, bread, and drinks were offered. A bottle of mineral water was offered to each passenger too. However, unlike other carriers, the flight attendants did not go around with drinks. There was only one choice for breakfast but it was great.",Economy Class,1,yes,241,1,1,1,1,Boeing 777-200,Business,HND to BKK,November 2016,1,,Japan Airlines,Japan
2016-11-22,"""high expectations were never quite met""",6,"✅ Verified Review | Shanghai to San Diego via Tokyo. Everything you read ranks Japan Airlines at the top, so I decided to try them as the last leg of a OneWorld round the world trip. Also, I could fly into my hometown of San Diego rather than the usual grind of landing in LA and driving south. From the start, I had high expectations that were never quite met. The flight from Shanghai to Tokyo was short and unmemorable which is interesting, because I always enjoy the Shanghai to Tokyo flight on ANA. I had higher hopes for the Tokyo - San Diego flight based not the least on the airframe, the B787 Dreamliner. This is my favorite plane. I typically try to exclusively fly this if possible due to the reduce noise, lower pressurization and, typically, newer configured cabins. For JAL, the latter was a huge let down. Not that the cabin was old. It was very new, but the seats were the reclining type, not the lay-flat and in today's business class, that is simply not competitive for a 12 hour flight. Outside of the seat's limited recline, the overall pod was comfortable with storage in all the right places. The entertainment system was also very good. Overall, it was a comfortable seating area, but with no lay-flat, when it was time to sleep, JAL failed. While I was awake, though, the service was excellent. The attendants were attentive and professional and were always around to help. The food was very good, as well. I can see why JAL is rated well as an airline, but the absence of lay-flat seats will put them out of the running for me as a carrier. It is too bad, as I frequently fly to China from San Diego and JAL would be hugely convenient.",Business Class,1,no,242,1,1,1,1,Boeing 787,Business,PVG to SAN via NRT,September 2016,1,,Japan Airlines,Japan
2016-11-23,"""staff were attentive and genuine""",9,"✅ Verified Review | Tokyo Haneda to Singapore. Highly impressed with my first flight with Japan Airlines in a few years. Ground staff were attentive and genuine which set a nice first impression. Seating was comfortable on Boeing 767 window seat with sufficient leg room. Midnight departure meant a small snack and drink after take off, beer was served ice cold, a big plus! Enjoyed the entertainment system though range not as diverse as other airlines. Breakfast served 2.5 hours before landing, quite tasty with tea and coffee plentiful. Friendly service with a smile, look forward to my next flight with Japan Airlines!",Economy Class,1,yes,243,1,1,1,1,Boeing 767,Solo Leisure,HND to SIN,November 2016,1,,Japan Airlines,Japan
2016-11-25,"""impression was very positive""",9,"✅ Verified Review |  Chicago to Tokyo Narita. I had never flown with Japan Airlines before, so my first impression was very positive. Very attentive, gracious and courteous crew, as well as the ground crew.  Drinks and food were substantial. Snacks and water were available throughout the flight. In-flight entertainment was adequate.  ",Economy Class,1,yes,244,1,1,1,1,,Solo Leisure,ORD to NRT,October 2016,1,,Japan Airlines,Japan
2016-12-03,"""the service was just excellent""",10,"✅ Verified Review |  By far the best economy trip I have taken. We fly economy for vacation trips, which this was. Although I chose Japan Airlines for our trip to Japan and Hong Kong because we had heard that the service and food on this airline were excellent, we were not expecting much. My frame of reference was the routine abuse perpetrated on economy passengers by U.S. airlines. I could not have been more pleasantly surprised - and quite frankly shocked - by the great experience we had on Japan Airlines. The service was just excellent. Courteous, attentive cabin crews, genuinely interested in the comfort and care of passengers. Need some assistance by turning on the cabin attendant light? A cabin crew member will rush over to see what you need. Plenty of good food and beverages served throughout the flight. Think you're thirsty? Well, a cabin attendant just happens to walk by with juice or water. The economy seats we had were very comfortable, even for the long journeys we had. The 787 is a wonderful airplane to fly in. Perhaps it may seem like I am gushing here, but compared to the torture of U.S. airlines, it was nirvana. If I return to the Far East again, this is the airline I am going to use.",Economy Class,1,yes,245,1,1,1,1,Boeing 787 Dreamliner,Couple Leisure,HKG to JFK via NRT,November 2016,1,,Japan Airlines,Japan
2016-12-14,Japan Airlines customer review,10,"✅ Verified Review | Sapporo to London Heathrow via Tokyo Haneda with Japan Airlines. Incredible crew, nice and helpful. International and Japanese food better than BA with metal cutlery in economy class. Free snacks in economy - simple, but better than nothing. Seats on longhaul flights have a lot of knee space with cool canvas seats, very good customizable headrests with foldable sides, so you can fix your head when sleeping - good pillows - entertainment system about the same quality, but maybe BA had more choice. Domestic flight with B777-200 - configuration 3-4-3. JAL looks more tailored to Japanese customers - they have all major japanese beers - Asahi, Sapporo, Kirin etc. Very pleasant experience even on a full flights - combination of good seats, good food, and good crew.",Economy Class,1,yes,246,1,1,1,1,Boeing 777-300ER,Couple Leisure,CTS to LHR via HND,December 2016,1,,Japan Airlines,Japan
2016-12-19,"""leg room was very good""",8,✅ Verified Review |  Singapore to Tokyo Haneda in October. Seat pitch and leg room was very good with much space to stretch out. The flight was operated by a Boeing 767-300ER with seats in a 2-3-2 layout.  Seat recline was good. Breakfast was served on this sector and was a breakfast soup which was surprisingly filling. Cabin staff were polite and attentive. IFE was very good and responsive. The large IFE screen was very clear and modern. Prices were lower than ANA and Singapore Airlines.,Economy Class,1,yes,247,1,1,1,1,Boeing 767-300ER,Family Leisure,SIN to HND,October 2016,1,,Japan Airlines,Japan
2017-01-05,"""my chosen option for this route""",10,"✅ Verified Review |  Absolutely the best Tokyo to Sydney option. It does use Narita as opposed to Haneda, but JAL certainly makes up for the slight inconvenience due to the distance to the city. Firstly their fare is cheaper than Qantas, and even the Jetstar flight via the Gold Coast. Secondly their luggage allowance is more generous (23kg x 2 check-in) so it was a nice surprise to be able to relax at the airport baggage-free. Thirdly their staff, both ground and air, were so competent. They were efficient and knew not to disturb you unnecessarily, while keeping the signature Japanese Omotenashi mind. Also they serve you plenty of drinks and quality food, with warm breakfast. I did think the flavour was too much to the Japanese liking (e.g. they served rice-featured breakfast and no other options, if I'm not mistaken), but it was one of the best economy class meals around.  could not stress more how wonderful the spaciousness of the ""JAL Sky Wider"" seat arrangement was.  The only complaint is the range of movies and TV shows shown. Qantas offers more alternatives than JAL and ANA's typical blockbusters and Friends. Overall, JAL will be my chosen option in the future for this route, unless Qantas lowers their price, as I'm their FF member. ",Economy Class,1,yes,248,1,1,1,1,Boeing 777-300ER,Solo Leisure,NRT to SYD,January 2017,1,,Japan Airlines,Japan
2017-02-27,"""cabin crew were professional""",10,"✅ Verified Review |  Shanghai to Kansai. I chose Japan Airlines because of its cheap ticket and the service was really good. Delicious food for a flight under two hours. A very comfortable seat which could help me have a good rest. IFE was enough for me. And the cabin crew were professional. Next time, I will put JAL into consideration if I take the flight between PVG and KIX again.",Economy Class,1,yes,249,1,1,1,1,Boeing 737-800,Solo Leisure,Shanghai to Osaka,February 2017,1,,Japan Airlines,Japan
2017-02-28,"""cabin temperature is just too high""",5,"✅ Verified Review |  Tokyo Narita to Sydney. Love everything about JAL. Service, seats, food but I cannot fly with them again as the cabin temperature is just too high. It was unbearable. It is something that Aussies always complain about i.e. Japanese aircraft are too warm. The result is a very unpleasant flight. I can't go through that again. Booking with Qantas next year.",Economy Class,1,no,250,1,1,1,1,,Couple Leisure,Tokyo Narita to Sydney,February 2017,1,,Japan Airlines,Japan
2017-02-28,"""providing excellent service""",10,✅ Verified Review |  Japan Airlines from Hong Kong to Tokyo Narita in economy class. The attention to detail by its ground staff and cabin attendants was exceptional. There were both Hong Kong and Japan based cabin attendants and they were providing excellent service. The aircraft did not have the Sky Wider seats but the seats were still very comfortable for a regional flight. Quality of inflight meals was very good although there was no option. The cabin of Japan Airlines was very quiet which made the whole flight very enjoyable.,Economy Class,1,yes,251,1,1,1,1,Boeing 787-8,Solo Leisure,Hong Kong to Tokyo,February 2017,1,1,Japan Airlines,Japan
2017-03-05,"""crew on both flights were indifferent""",6,"✅ Verified Review |  
Both legs (Haneda-Bangkok, Bangkok-Haneda) were red-eye flights. The quality of catering was much better on the outbound flight (HND-BKK). However, there were no choices on both legs. I really think Japan Airlines should provide meal choices for their passengers. Service-wise, the crew on both flights (BKK-HND) were indifferent and not really friendly towards the passengers. There were Bangkok-based crew as well, and there is a big difference among the Bangkok-based crew. Some were really good but some were not so friendly.",Economy Class,1,yes,252,1,1,1,1,"Boeing 777-200, Boeing 777-300",Business,Tokyo to Bangkok,March 2017,1,1,Japan Airlines,Japan
2017-03-24,"""above my expectations""",9,"✅ Verified Review |  Japan Airlines is excellent. First flight was from Osaka to Los Angeles. Solidly good with good departure and arrival time. Also flew from Narita to the Philippines and both experiences were above my expectations. I had arrived early at the airport and they let me choose my seat on the plane. The Japanese staff are world class! It was my first time flying across the Pacific and they made my flight very comfortable. The cabin crew were very attentive, helpful and accommodating. The food was good, there was no charge for liquor and the lavatory was fairly clean. Great selection of movies to pass the time. They could do better if they provided the inflight wifi service, but aside from that, definitely would fly with them again.",Economy Class,1,yes,253,1,1,1,1,,Solo Leisure,Osaka to Los Angeles,December 2016,1,1,Japan Airlines,Japan
2017-03-31,"""topped other airlines""",9,"✅ Verified Review |  Frankfurt to Tokyo. This airline topped other airlines I have flown with before! Before my flight I had a few questions about my booking so I decided to email them. I was surprised that I got answer the following day! Same goes for the phonecall. I called since I had a codeshare ticket, and the online check-in did not work for me. I expected to be waiting on the line, and was so surprised when a very cheerful woman answered after a few seconds! It was my first long-haul solo flight and I felt a bit anxious. Without saying anything to the staff, they would check on me very often, making sure I was comfortable. The staff was very competent, and spoke Japanese, English, and German. The time on the flight to Tokyo passed very quickly thanks to the inflight entertainment. ",Economy Class,1,yes,254,1,1,1,1,Boeing 787-9,Solo Leisure,Frankfurt to Tokyo,March 2017,1,,Japan Airlines,Japan
2017-04-22,"""No JAL good service""",1,"✅ Verified Review |  Las Vegas to Tokyo return via Los Angeles. We thought she was going to fly JAL, and the JAL website advertised delicious looking Japanese food. After booking we found out that the flights were operated by American Airlines. No JAL good service and great food. The food on the flights was junk American Airlines food. Marginally edible. We feel ripped off and will never consider booking with Japan Airlines again.",Economy Class,1,no,255,1,1,1,,,Couple Leisure,Las Vegas to Tokyo via Los Angeles,April 2017,1,,Japan Airlines,Japan
2017-05-09,"""the best for economy seat""",8,✅ Verified Review |  Tokyo Narita to Moscow Domodedovo. The Japan Airlines Boeing 787 is a good aircraft for economy class and the best for economy seat. Food is good and it's of course Japanese food served. For a cabin crew service it's good. Overall it's good service from a 4-Star airline!,Economy Class,1,yes,256,1,1,1,1,,Business,Tokyo to Moscow ,April 2017,1,1,Japan Airlines,Japan
2017-06-05,"""this was an excellent flight""",10,"✅ Verified Review |  This was an excellent flight from Paris CDG to Tokyo Narita. Compared to Premium Economy on some airlines, JAL seems to provide more space, with a hard but quite comfortable seat, a big table and entertainment screen, and a good legrest that really helped provide support. I can't usually sleep much on flights but on this one slept for around 5 hours. Food is standard economy (with a few extras such as champagne) but good in terms of both quantity and quality. The plane seemed new and was kept clean throughout, and there were useful extras such as mouthwash available in the toilets. I would definitely fly Japan Airlines again.",Premium Economy,1,yes,257,1,1,1,1,Boeing 787-900,Couple Leisure,Paris CDG to Tokyo Narita,May 2017,1,,Japan Airlines,Japan
2017-06-07,"""top notch in every aspect""",10,"✅ Verified Review | Japan Airlines is top notch in every aspect, in particular its inflight catering and the hospitality from the cabin attendants. During the 4 hour flight from Hong Kong to Tokyo Haneda, all cabin attendants were very proactive in helping passengers. They did not only serve with smile but I could feel their passion in caring on every passenger and their attention to details. The aircraft was equipped with SkySuite III with excellent cabin condition, including lie flat seat and huge personal TV screen. Slippers and other amenities were provided. All ground staff in HKG were very professional and well trained. With high expectation before the flight, I could say my expectations were all fulfilled and the flight was perfect!",Business Class,1,yes,258,1,1,1,1,Boeing 777-200ER,Business,Hong Kong to Tokyo Haneda,May 2017,1,1,Japan Airlines,Japan
2017-06-15,"""a perfect flight again""",10,✅ Verified Review | JAL continues to shine! This is not the first time I rode Japan Airlines but it never fails to impress. The cabin attendants from Tokyo to Dallas were all outstanding. They did not only smile but cared for every passenger genuinely. They paid close attention to details such as walking softly so as not to disturb passengers. Meals were elegant and plentiful. The seat has a lot of privacy and Japan Airlines further increased comfort by providing mattress. Overall a perfect flight again!,Business Class,1,yes,259,1,1,1,1,Boeing 787-8,Business,Tokyo to Dallas,May 2017,1,1,Japan Airlines,Japan
2017-06-23,"""the cabin was very clean""",5,"✅ Verified Review |  The very flight happened to be Japan Airlines 50th Anniversary of Tokyo-Kuala Lumpur route. I got my class of service upgraded from Economy to Premium Economy at the time of check in for nominal charges. The seats of the aircraft was very nice and the cabin was very clean. Some negative things to note. The food. The menu was introduced to have been developed by Naomi Iijima, a food ""designer"". I had a small bite of everything and none of them was acceptable. Though ""designed"" to look fancy, everything tasted terrible. I'd say ""regular"" meal that you'd expect on economy class by other airlines would be far better. Cabin Attendants English was not good. Very unclear and hard to understand. The attitude of CA towards passengers was not something that worth a compliment. Cabin Entertainment menu offered is quite limited. The flight arrived at KL and was greeted with water arch. At least that was a little fun.",Premium Economy,1,no,260,1,1,1,1,Boeing 787,Business,Tokyo to Kuala Lumpur ,May 2017,1,1,Japan Airlines,Japan
2017-06-30,"""Excellent customer service""",9,"✅ Verified Review |  Busan to Sydney via Tokyo. Excellent customer service! I was 32 weeks pregnant at the time of travelling and without me asking for any assistance all the staff I encountered were genuinely hospital, diligent & attentive. The lady who helped me at the transfer desk in Narita airport led me to a seat so I could sit down while she processed my request. And cabin crew on board came and spoke to me at different times of the flight to ask how I was feeling and if I needed anything. As the flight wasn't full they also asked the lady next to me to move to the next seat over to give us both extra room - she was happy to oblige. At the end of the flight, I was given a little gift for my new baby which had some toys and also a little JAL model plane. The crew had written a personal message to me offering their congratulations with all the details of that days flight written on it - a lovely keepsake. The food is of a high standard for airline food and they presented a picture menu so you could make your decision more easily. The toilets were kept clean and well stocked. Overall  an excellent airline. This was my third long flight with JAL and each time the customer service has been excellent - which is a priority for me when flying.",Premium Economy,1,yes,261,1,1,1,1,,Solo Leisure,Busan to Sydney via Tokyo,June 2017,1,,Japan Airlines,Japan
2017-08-10,"""pleasant and easy trip""",7,"✅ Verified Review |  Tokyo Haneda to Taipei. I usually fly premium or business, but since the flight was only 3 hours 40 minutes going down and 3 hours coming back, I decided to save money and fly economy. At Haneda, the economy check-in line was long but moved rather quickly. The staff were professional and it was running smoothly. The crew onboard were wonderful on both legs. The food was good quality. I'm XXL and legroom is usually a problem, but it wasn't so bad on this aircraft. However, the seats seem a bit low and there was blockage under the seat with AVOD boxes, so it wasn't really comfortable overall. The cushions were thin. The aircraft is a 787, but it must be one of the oldest! If you paid for a staggard, lie-flat bed in business, you'd be sorely disappointed as they are the old neo shell seats. The interior was not the great ""wider seats"" they advertise and the AVOD was rather limited. I think if you are Japanese (or are fluent in Japanese) you'd be happy, but it was a rather lame assortment of major Hollywood blockbuster features with few interesting selections. All in all, I had a pleasant and easy trip on JAL and I look forward to flying them in premium economy in the future.",Economy Class,1,yes,262,1,1,1,1,Boeing 787-8,Business,Tokyo Haneda to Taipei,August 2017,1,,Japan Airlines,Japan
2017-09-04,"""now a regular with JAL""",9,"✅ Verified Review |  Tokyo to Honolulu. This trip to Hawaii I splashed out on their premium economy. It is a great value considering the services provided. You get designated check-in, priority luggage check, and access to the Sakura Lounge at Narita. Because it was a late night flight, people like myself were eating full meals in the lounge in order to skip the late night dinner service onboard. Plenty to choose from: teriyaki chicken over rice, their famous beef curry over rice, dim sum, soup, sandwiches, and Thai curry were some of the choices. We also got a massage and a shower in before boarding the aircraft. Of course, people did eat on board, too, which consisted of a posh Tokyo ""yoshoku"" chain called Shiseido Parlour and while I didn't eat anything, the meals definitely looked better than your average economy meal. The seats are a little hard after 5 hours and the recline is the slide type which many people dislike, but since I can't sleep on planes anyway, it didn't bother me. There is ample space both in width and in leg room. The service is flawless. The AVOD was adequate. A smooth flight going over. Coming back, the 787 was even better. The toilet in economy with a washlet was a welcome treat. There were two babies traveling in the front row of premium and they were treated like kings! The older flight attendants doted over them the entire flight with special meals, chatting, games and toys, and of course bassinets. The power port at my seat didn't work, and the wifi on offer never seemed to either. I'm now a regular with JAL and I don't think I'll be changing anytime soon.",Premium Economy,1,yes,263,1,1,1,1,Boeing 777 / 787,Couple Leisure,Tokyo to Honolulu,August 2017,1,1,Japan Airlines,Japan
2017-09-07,"""FA did not speak English""",8,"✅ Verified Review |  Fukuoka to Tokyo Haneda. I purchased the ticket on this flight with the Visit Japan Fare option, it allows you to travel within japan on a flat fare of $100 per person one way. The only condition is you must be a foreigner living outside Japan with a passport to prove it. A friendly welcome was provided and cabin interior was clean and modern. Seats were leather and slim, yet very comfortable. Flight was only about 90 minutes and we were given a choice of juice, coffee or tea; no sodas. I was the only tourist on the flight and the FA did not speak English, so she handed me a menu with english translations of what they had to offer. Great value for foreigners, although if you were to purchase the regular fare, it is much more expensive.",First Class,1,yes,264,1,1,1,1,Boeing 767,Family Leisure,Fukuoka to Tokyo Haneda,August 2017,1,1,Japan Airlines,Japan
2017-09-07,"""long way behind rival ANA""",3,"✅ Verified Review |  Frankfurt to Tokyo in business class. Seats were quite confortable although rather narrow for sleeping, and the cabin was overheated for non Japanese passengers, but staff don't seem to care. I have now flown this route with LH, ANA and Japan Airlines, and have to say that Japan Airlines are below standards of others. Cabin attendants speak very poor English (they have foreign CA), and the service is so slow and rather poor. I didn't expect them to be this poor, and a long way behind their rival ANA (who I will choose on next trip). ",Business Class,1,no,265,1,1,1,1,Boeing 777,Business, Frankfurt to Tokyo,,1,1,Japan Airlines,Japan
2017-09-13,"""an exceptional First Class""",10,"✅ Verified Review | What an exceptional First Class Journey from stepping onboard to leaving the door. I was greeted at the door of the aircraft and ushered left to seat 1A. I was instantly served Salon 2006 Champagne and shortly afterwards offered leisure clothing of my size, and offered that opportunity to change into it before departure. The bathroom had a padded drop-down floor and seat so that you didn’t have to stand on the floor or toilet to change! Then all five staff working in First Class bowed and introduced themselves, and the Japanese 9-cousre menu started shortly after take-off. Many fine champagnes and sakis were offered and enjoyed, as well as the offer of the entire Japanese menu after mentioning that I had not tried many Japanese cuisines. As there were only two people occupying the 8-seat First Class cabin, the crew made up the suite opposite into a bed for me so I could sleep when it suited me. After about 3 hours of sleep they asked me if I wanted more food and drink. Nearing arrival, I was presented with a bag containing a Business Class amenity kit (having complimented them on the First Class Porsche Design kit, and they wanted me to have a Zero Halliburton one), some Japanese photos and two bottles of water for my onward journey. If only BA could provide anything near such perfection. JAL is wonderful and their premium product is perfection!!",First Class,1,yes,266,1,1,1,1,Boeing 777-300ER,Solo Leisure,Heathrow to Tokyo Haneda,August 2017,1,1,Japan Airlines,Japan
2017-09-15,"""awesome thanks to cabin crew""",8,"✅ Verified Review |  Singapore to Tokyo Haneda. The flight was delayed for 30 minutes which was okay. When I was boarding, there was two flight attendants standing by the door to greet and apologise for the delay to the passengers. After take off, dinner was served. I would say Japan Airlines has a good selection of meals in economy class. The FAs on this flight was attentive and helpful. The IFE screen on my seat wasn't working, so the FA reseated me. Prior to landing, a Japanese style breakfast was served on board. It was delicious. Overall, I would say that this flight was awesome thanks to cabin crew. Good job.",Economy Class,1,yes,267,1,1,1,1,Boeing 767-300,Solo Leisure,Singapore to Tokyo Haneda,February 2017,1,,Japan Airlines,Japan
2017-09-27,"""ANA are superior to Japan Airlines""",4,"✅ Verified Review |  Tokyo Haneda to London. Flight was okay in business class on Boeing 777, not my chosen airline but paid for by client. I have used ANA on previous London/Tokyo trips and ANA are superior to Japan Airlines, they seem more international and staff are much nicer. Check in and lounge in Tokyo was efficient (lounge rather crowded), seat onboard Boeing 777 was comfortable, but cabin temperature was unbearably hot and stuffy (to suit Japanese passengers). Food was passable (again, well below ANA), inflight entertainment is poor. Clean cabin, poor washrooms (no amenities at all). I can see what ANA is 5-Star compared to Japan Airlines.",Business Class,1,no,268,1,1,1,1,Boeing 777-300,Business,Tokyo Haneda to London,September 2017,1,1,Japan Airlines,Japan
2017-10-10,"""seating needs some work""",5,"✅ Verified Review |  Boston to Hong Kong via Tokyo. Really great service, however, long haul flights, the seating in business class is so uncomfortable. This was my first time flying JAL, and typically I would not write a review, but after clocking almost 40 hours on JAL in 1 week, I feel I need to point out the seating situation. Now for the price of biz class - its great, but after working for a few hours, a movie and dinner, it is almost impossible to get comfortable for a sleep. In fact, because of these seats, I left with severe cramping.  Again, the service was great. Very friendly, and they go out of there way to provide exceptional service, however, the seating needs some work.",Business Class,1,yes,269,1,1,1,1,Boeing 787,Business,Boston to Hong Kong via Tokyo,October 2017,1,,Japan Airlines,Japan
2017-11-06,"""Excellent business class seat""",9,"✅ Verified Review |  Tokyo Narita to Melbourne. Excellent business class seat and attentive service, Sat in 9C and you could not hear Premium Economy section. Son sat in 9A and loved the privacy of the window pod. Onboard WIFI the fastest and most reliable I have come across in the ski. Five star business class experience on-board. The First Class lounge in the Satellite area at Narita though was pretty basic. Would have been rated a 10 if the bed when flat was another couple of inches longer (note I am 6 foot 2 inches tall)",Business Class,1,yes,270,1,1,1,,Boeing 787-8,Family Leisure,Tokyo Narita to Melbourne,November 2017,1,1,Japan Airlines,Japan
2017-11-13,"""boarding was orderly and strictly conducted""",9,"✅ Verified Review |  I flew JL773 on the return leg of the Melbourne - Tokyo Narita - Melbourne journey in September 2017. There was no queue at check-in, immigration was smooth and Narita T2 seemed a little quiet after the Passport Control. Upon arriving at Gate 84, it was even quieter, and boarding was orderly and strictly conducted according to oneworld membership tier and class of travel. JAL’s 788 V2 (SS8) has a generous 2-4-2 configuration in Economy, with 18.9” Seat Width and 33” Seat Pitch. The rear section has 88 seats, which easily composes a relaxed cabin ambience, especially when it was only one third full. IFE was sensitive to touch, sophisticated and loaded with international and classic titles. In-flight Wi-Fi service has three prices when paying by normal credit card, US$10.15 for 1 hour, US$14.40 for 3 hours and US$18.80 for 24 hours. If you are paying with a JAL Card, the prices are US$9.15, US$12.95 and US$16.80 respectively. Asked one Cabin Crew in particular a specific loading question, she was visibly annoyed. The Cabin Manager noticed the situation and personally came to apologise for the ‘service attitude’ and gave me a small present from the Captain. For the remainder of the journey, I received unprecedented and somewhat uncomfortable levels of pampering attentions from the crew members. Two meals were served after takeoff with five or six types of grain or chocolate made snacks readily available between meals. The first full meal was designed by JAL’s one of six RED U-35 Cooks, including Kazutoyo Inoue from Szechwan Restaurant Chen. The second proper meal ‘Air Yoshinoya’ came in the form of a bento box, which was served exactly two hours before touchdown. In-flight beverage list contains 10 types of Soft Drinks including the JAL Original Drink - SKY TIME “Kiwi”, and wine, beer, sake, whisky, gin, vodka, brandy and plum, a total of 8 varieties of Alcoholic Drinks. The actual flight took 09 hours and 54 minutes, travelled 8,377 km and reached the gate 34 minutes before the scheduled arrival.",Economy Class,1,yes,271,1,1,1,1,Boeing 787-8,Solo Leisure,"Narita, Tokyo to Melbourne",September 2017,1,1,Japan Airlines,Japan
2017-11-17,"""ruined my family holidays trip""",1,"✅ Verified Review |  Japan Airlines customer care team in Hong Kong is the worst, rude, no manner and helpless. When I book tickets via gotogate website, there was no field to put in middle name on the ticket. I called the Japan Airlines many times to help me to insert the middle names on the tickets for my family but they offered no helps, they said Airlines will refuse our entry at the airport and we have to paid very high fees to get new tickets, they charged us $390 to cancel each ticker plus fair different. Airlines ruined my family holidays trip.",Economy Class,1,no,272,,,,,,Family Leisure,Melbourne to Tokyo,November 2017,1,,Japan Airlines,Japan
2017-12-04,"""IFE system a disaster""",3,"✅ Trip Verified | Taipei to Narita. This was an really disappointing flight. The meal was terrible, it looks really nice but the taste was really bad. Also the staff was lack of efficiency. The meal service go through very slow, the service was really bland. The dessert they offered was just a really small size Haagen-Dazs ice cream. I am so disappointing. Also the IFE system was a disaster, the speed was really slow and the interface was really not user friendly.",Business Class,1,no,273,1,1,1,1,Boeing 787-8,Solo Leisure,Taipei to Narita,March 2017,1,,Japan Airlines,Japan
