date,header,rating,content,Seat Type,Value For Money,Recommended,id,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Type Of Traveller,Aircraft,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2019-01-15,"""given wrong information by staff""",1,"✅ Trip Verified |  Trivandrum to Doha. Terrible experience with booking process and customer service from the airline. We were given wrong information by staff and we were denied boarding for our flight because apparently there was no transfer desk at our transit airport! It cost us our return ticket, unnecessary stress at the airport, and an extra USD $2000 for alternative and last minute flights to make it back home. Upon returning home, we made several attempts to reach management to address our case - the responses were slow (if any) and unprofessional with no attention to our case. We received standard replies and it has been almost a month now since we have received any updates about our complaint. ",Economy Class,1,no,238,,,,,Couple Leisure,,Trivandrum to Doha,November 2018,1,,IndiGo,India
2019-01-22,"""I was not entertained""",1,✅ Trip Verified |  I was not well and asked for water 4 times even when the staff was serving i asked for water. They were only concentrating on people who had ordered for food! After paying so much money to these airline companies with hefty amount of service taxes this is the kind of service we get? in a 2 hrs flight i kept asking for water by pressing the service button twice but I was not entertained.,Economy Class,2,no,239,4,1,1,,Family Leisure,,Mumbai to Dehradun via Delhi,January 2019,1,,IndiGo,India
2019-01-27,"""need more checkin agents""",1,"✅ Trip Verified |  Hong Kong to Jaipur via Bangalore. Today in Hong Kong I arrived at checked in online and joined the checkin queue well before the stated checkin closing time of 7.30am, there was a long que. I finally made it to the counter at 8.11am and noticed the only 2 checkin agents were now panicking as the flight due to depart at 8.40 needed to close. Passport and visa were presented, boarding pass printed however the agent then required details of my departure from India, fare enough. I took around 1 minute to pull up those details on my MacBook - a reasonable time frame however the agent in charge elected to close the flight, instructed our boarding passes be ripped up and even though I showed the departure details was met with a sorry flight closed approach and checkin agents walking away. Is that good customer service? Or am I right in saying IndiGo need more checkin agents to process passengers on time?",Economy Class,1,no,240,1,1,1,,Business,,Hong Kong to Jaipur via Bangalore,January 2019,1,,IndiGo,India
2019-01-31,"""thank you to all the team""",7,"✅ Trip Verified |  Goa to Singapore via Hubli and Bangalore. Big respect to the ground service crew of Indigo Airlines (Pratik, Tufeeq, Errana, Arpita and Sayed). They helped me big time at Hubli when I was landing from a flight from Goa. I lost my bag with my wallet (credit card, cash) in the airport Goa and realised the disaster when I was in Hubli, no wallet so no money, can't take the taxi to go to the hotel, it was midnight the airport was closing and the policemen started talking to me, big trouble, big time!! This is here than the amazing team of Indigo Airlines help me to get out of trouble. First, we went to the restaurant where they offered me a dish then they provided me a room for the night, on the morning they provided the breakfast, then they drove me to the city center where I was able to withdrawal some money through Western Union and finally drove me back to the airport at Hubli where I took my next flight to Bengaluru. Without their incredible help, I don't know what would have happened... so big thank you to all the team of Indigo Airlines.",Economy Class,4,yes,241,4,4,,,Solo Leisure,,Goa to Singapore via Hubli / Bangalore,January 2019,5,,IndiGo,India
2019-02-05,"""our terminal had changed""",1,"✅ Trip Verified |  
On May 30th, 2018 my husband, mother and myself were supposed to catch our flight from Delhi to Goa with Indigo. However, the day before our flight we received a message stating that our terminal had changed due to renovations in the airport. My husband had called the airlines to confirm and was told that our terminal had in fact changed. Once we arrived at the Delhi airport, security wouldn’t let us inside the airport and he kept telling us we were in the wrong terminal. We told him that the airlines themselves had confirmed about the terminal change, but he still didn’t want to let us in and asked us to go to the Indigo customer care outside of the airport. When we went inside the customer service area it was already packed with other passengers and we had to wait a long time before we were greeted by the only one Indigo agent that was there. After we explained the situation to the gentleman, he called his manager to help us. The manager took at least 15-20 minutes before he came down (after the agent called numerous times). When we re-explained the situation the manager told us he can’t help us and left mid-conversation, baffling both my husband and I with such horrible customer service, especially from someone in management, The manager left another agent to “deal” with us that was even less helpful. By this time, boarding to the plane had started and we were still stuck with the agent telling us she couldn’t do anything. We asked instead of giving us full credit to book us another flight and we would pay the difference but she did not want to do that. She said we will have to pay in full for the flights and we would not be reimbursed. By this time, all early flights were gone, and by the time we finally checked ourselves to book another flight with another airlines all flights to Goa for May 30th were booked. We booked our flight with Fly Air for 6 times the original price and had to book a hotel for another night at Delhi. We called the hotel in Goa to advise them we wouldn’t make it to the hotel that day, but rather the following afternoon and asked if we would be able to get a credit for that day, but unfortunately we couldn’t. Because of the service from Indigo airlines and wrong information given to us by them, we had to spend 6 times the price of our original flights, lost 1 day of hotel in Goa and had to book another extra night in Delhi.",Economy Class,1,no,242,,,,,Couple Leisure,,Delhi to Goa,May 2018,1,,IndiGo,India
2019-02-12,"""should learn to respect passengers""",2,"✅ Trip Verified | I was disappointed with the delay, flight was 30 minutes delayed while going from Sharjah to Trivandrum and a one hour delay on return to Sharjah. I booked Indigo for an on time flight but its a false image. Worst experience, airline didn't even inform us about the delay through an SMS or any other means. Waste of time. Attitude of crew is the worst. They should learn to respect passengers.",Economy Class,2,no,243,2,1,,,Solo Leisure,,Trivandrum to Sharjah ,February 2019,2,,IndiGo,India
2019-02-15,"""Flight was delayed 4 times""",1,✅ Trip Verified |  Bangkok to Coimbatore via Chennai. Flight was delayed 4 times then cancelled. They had 1 member of staff trying to rebook around 250 passengers. Not even water was provided while flights were rebooked (which took 7 hours). Only 150ml of water was given onboard the aircraft which we were on for 4 hours before being deplaned when they cancelled the flight. Luggage was then not sent to the destinations. It took 5 days to get my luggage back and they wouldn’t even deliver it. I had to return to the airport. ,Economy Class,1,no,244,1,1,1,1,Business,,Bangkok to Coimbatore via Chennai,February 2019,1,1,IndiGo,India
2019-02-25,"""was delayed 25 minutes""",3,"✅ Trip Verified |  Indore to Bengaluru. Horrible service at check in counter. I had my flight which was delayed 25 minutes. As I was scared of missing my international connection due to the delay, I asked the staff to put my baggage under priority for releasing on the belt (due to the delay of the flight). Airline staff asked for payment for priority baggage, though the reason was clearly the delay in the flight. ",Economy Class,2,no,245,3,3,,,Couple Leisure,,Indore to Bengaluru,February 2019,1,,IndiGo,India
2019-03-04,"""very thankful for the assistance we received""",10,"✅ Trip Verified | My 10-year old daughter had come down with traveller's diarrhea when we were about to take a flight with Indigo Airlines from Ahmedabad to Mumbai. By the time we were checking in it had become apparent that she was in no condition to fly. Fortunately to us, an employee of Indigo Airlines saw that my daughter was suffering. He invited us to an empty office where a short time later we were met by a doctor who examined my daughter and gave us medication and electrolytes. As a result my daughter's condition improved and we were able to take the flight after all. The help that we received was initiated by the attentive and very friendly Indigo Airlines staff. It was quick and un-bureaucratic with attention to detail (the staff organized a wheelchair and gave my daughter and us expedited access to the plain). We are very thankful for the assistance we received.",Economy Class,5,yes,246,3,5,,,Family Leisure,,Ahmedabad to Mumbai,February 2019,5,,IndiGo,India
2019-03-05,"""staff were smiling""",10,"✅ Trip Verified |  Delhi to Kuala Lumpur. I had paid for FF package so checkin was smooth even though baggage allowance was 20kg on ticket but they allow me to carry extra as a result my one hand bag went inside so i was free to walk on airport. I got checkin lounge where i can rest and have some food at odd hours and went to gate, boarding was already open one hour before departure and we were on our seat 30 minutes and gate close as every one had boarded. Boarding was smooth no drama. Flight was ready for take off and at that time it was advise that there is problem with aircraft and hence the flight need to abandon and change of aircraft and brought aircraft back to gate. Spend another 3 hours and finally took off. I can say that they had managed transition very smoothly. Aircraft were clean and toilets were clean too. staff were smiling and food was nice tea and upma which was preordered. Flight landed on time. Cant ask more on budget airline so it all depends upon what you pay upfront to get service.",Economy Class,5,yes,247,5,5,4,,Solo Leisure,A320,Delhi to Kuala Lumpur,February 2019,5,,IndiGo,India
2019-03-06,"""the timings were good""",3,"Not Verified |  Flew from Mumbai to Bangalore last week. Opted for IndiGo as the timings were good, Check in was a little slow and so was boarding - their staff at the gates was asking people to check their bags in at the boarding gate so there was some confusion. The aircraft was a slightly older one. Seats were okay, since this was a corporate booking, got a XL seat over the wings. Meal was pre-added as a corporate booking perk - food was ok, had to remind the staff for a cup of tea. Never got one as when the crew did care to drop by, the pilot had already announced them to secure for landing.",Economy Class,4,no,248,1,1,1,,Business,A320-232,Mumbai to Bangalore,March 2019,1,,IndiGo,India
2019-03-15,"""very pleasant flight experience""",10,"✅ Trip Verified |  Indigo flight from Bengaluru to Mumbai. Due to the flight schedule modifications due to the grounding of the Boeing 737 Max 8 aircrafts, I had to do a last minute booking on Indigo which came at a steep price but as I was required to travel had no other choice. The check-in was a breeze and boarding / departure started on time. The aircraft was well maintained and even though every seat was practically full, the crew did well to manage things and requests from fellow passengers. The seat pitch is around 30 inches which is decent enough but might be more uncomfortable for someone taller. The flight was very smooth and the crew were very pleasant and indulged in small talk among the passengers when it came for the in-flight snacks which were kind of pricey. Arrival was on time and the captain of the flight announced that this was his last flight and so all the passengers were requested to send their best wishes to the captain during de-boarding which was a nice touch. A very pleasant flight experience indeed. Thank you Indigo.",Economy Class,2,yes,249,5,5,,,Solo Leisure,A320,Bengaluru to Mumbai,March 2019,5,,IndiGo,India
2019-03-28,"""rescheduled my flight 3 times""",1,✅ Trip Verified |  They rescheduled my flight 3 times without offering any accommodation and even apologizes. They did it at the very last moment when I already couldn’t book another flight from normal company. I payed for direct 6 hours flight from Delhi to Istanbul. Finally they operated 9 hours with a stop in Doha when they even didn’t let passengers to come out from the aircraft!!,Economy Class,1,no,250,1,1,1,,Solo Leisure,,Delhi to Istanbul,March 2019,1,,IndiGo,India
2019-04-09,"""very pleasant and helpful""",9,"✅ Trip Verified | Hyderabad to Rajahmundry. The staff in both locations was very pleasant and helpful. They went out of their way to accomodate me. I left my laptop and phone in the security check line because I got distracted by all the rigorous questions asked by the security personnel and my stuff got separated from my bags they were checking, so I did not realize I did not put the laptop and phone back in my bag. On the plane I finally realized and we started calling the lost and found at the airport in Hyderabad. They were closed because it was Sunday. In Rajahmundry we spoke with IndiGo personnel and the airport manager who helped me get hold of someone from the airline in Hyderabad and assure me that my articles are secure with them. They even offered to send my stuff via a next available flight but I was coming back the next day, so I was just willing to pick it up then. In Hyderabad staff were very pleasant and helpful and quickly gave me my articles after checking my identity. Someone from Indigo actually went to the security, got my stuff and kept it at the counter. Everyone went above and beyond and I quickly got everything back but knowing that my stuff was safe waiting for me on a Sunday night was very reassuring and stress relieving. Thank you, IndiGo staff. I am not familiar with airlines in India but I would recommend them to anyone who is traveling within the country.",Economy Class,5,yes,251,5,5,,,Business,,Hyderabad to Rajahmundry,April 2019,5,,IndiGo,India
2019-04-09,"""Worth this price""",10,"✅ Trip Verified | Udaipur to Mumbai. Beautiful blue plane, one of the best low cost airlines in India. route goes to every corner of India. Flew from a small city to Mumbai, the whole journey was excellent from staff welcoming on board until landing. On time as well. There is no reason to give a score under 10. Worth this price.",Economy Class,5,yes,252,5,5,,,Solo Leisure,A320,Udaipur to Mumbai,March 2019,5,,IndiGo,India
2019-04-18,"""I felt uncomfortable""",3,✅ Trip Verified |  Bangalore to Udaipur. The flight was 25 minutes delayed. During the flight too the cabin crew was rushing about offering snacks to getting the money from the customers.  I felt uncomfortable with the crew behavior during the entire flight. I will try to look for better service in the future.,Economy Class,3,no,253,2,1,1,,Solo Leisure,,Bangalore to Udaipur ,April 2019,3,,IndiGo,India
2019-04-25,"""staff were all really helpful""",9,✅ Trip Verified |  Jaipur to Bangalore via Mumbai. We were a group of 6 students who happened to miss our flight. The IndiGo staff at the Jaipur airport as well as the security were all really helpful and they helped us get through the critical situation. They were with us till the issue got solved. We will never forget this experience which was turned into a pleasant one by the IndiGo staff.,Economy Class,5,yes,254,5,5,5,,Solo Leisure,,Jaipur to Bangalore via Mumbai,April 2019,5,,IndiGo,India
2019-04-26,"""Very unprofessional""",1,✅ Trip Verified | Tutocurin to Chennai with IndiGo. Very pathetic. Very unprofessional in handling the excess weight. Felt like I was cheated. I have almost traveled with all major airlines but have never had such a bad experience as today with Indigo. I would give minus five stars if I have the option to do so.,Economy Class,1,no,255,4,4,,,Family Leisure,,Tutocurin to Chennai,April 2019,1,,IndiGo,India
2019-04-27,"""lovely experience until today""",1,"✅ Trip Verified |  Kolkata to Delhi. I have been in India for few months and travelled with Indigo few times, and I have always had a lovely experience until today. I’ve arrived to Kolkata. As I went to drop my bag at the check-in desk, a barrier was lower, so I took a shortcut and stepped over it. Straight after staff come up to me and with a intimidating attitude asked me: is everything ok?! At first I didn’t realise, but then I told me in that I should not step over the barrier as a matter of security. Honestly I felt very embarrassed, so I apologies. Few seconds after I saw some older guy doing it, but staff looked away. Then another guy did it in front of him, and staff smiled away. So I asked staff why it was ok for some people to do it and not for me? It was then become aggressive and rude, so I decide to let the argument go. He should be fair with all, no just pick arguments with foreigners so that he can feel good and embarrassing customer in front of all. I hope Indigo can address this with staff and provide him with a customer service training. He is the face of Indigo when people arrive at the airport, and people like him can ruin the reputation of Indigo. Then on the flight they didn’t have changed for cash payments and instead wanted me to buy more things. That was pathetic, they offer a service they should make sure they have changed, it was the first flight in the morning and I was seating 1st row and they didn’t have changes.",Economy Class,1,no,256,3,1,,,Solo Leisure,,Kolkata to Delhi,April 2019,1,,IndiGo,India
2019-04-28,"""Crew is very nice""",6,"✅ Trip Verified |  Male to Mumbai. 3hr flight with 1 class only - no premium or business. Crew is very nice and service oriented although its a low cost airline. We booked what they called 6E - food, drinks and priority during tickets reservation. We got a rice (spicy) and soft drinks. I would not say it was good and for our kids they served the same - so it was kind of waste if time and money - no entertainment on board.",Economy Class,2,no,257,3,4,1,1,Family Leisure,A320,Male to Mumbai,April 2019,3,,IndiGo,India
2019-05-01,"""a box of cashew nuts""",5,"✅ Trip Verified |  Jaipur to Mumbai. Ticket was booked under corporate fare with meal included. Flight time was 5.20pm and total duration from Jaipur to Mumbai was 1hr 55 min. The cabin crew started serving refreshments at 5.50pm. my seat was 20A. The cabin crew reached my seat at 6.40pm (15 mins prior to landing, the first officer announced landing time of 6.55 pm). The meal was complimentary and being corporate meal it should have been ready but the cabin crew member said she will get back to me with chicken sandwich which she never came back. She even refused to serve anything hot (beverage and/or meal) to me and few other passengers on seats nearby my seat since we were near to landing time. How was it passengers fault that meal was served or about to be served at time of landing. I raised this issue with the cabin crew head and all I got as meal after landing while getting out of aircraft was a box of cashew nuts. ",Economy Class,2,no,258,3,1,1,,Business,,Jaipur to Mumbai,April 2019,3,,IndiGo,India
2019-05-08,"""got what was expected""",6,"✅ Trip Verified | Jaipur to Lucknow. I got what was expected and that was low cost flying, and the flight was on time and that's what really matters. The crew was courteous and overall an average flight experience however some seat covers were torn. I hope they clean their aircraft before flights.",Economy Class,5,no,259,1,2,,,Solo Leisure,A320,Jaipur to Lucknow,May 2019,3,,IndiGo,India
2019-05-20,"""didn't have a printout of boarding pass""",1,"✅ Trip Verified |  Bengaluru to Jaipur. I had done web check in and had my boarding pass as pdf in my phone as I couldn't get a print out. Upon reaching the airport I was not allowed to print the boarding pass, they didn't have to give the boarding pass, just print the pdf that I had. The worst part is if they had not wasted my time in queues when I had already mentioned I was in a hurry, I could have gone outside and gotten a printout. I missed my flight just because I didn't have a printout of my boarding pass, even though I had the pdf. There has to be some understanding, they should guide us properly.",Economy Class,1,no,260,,,,,Solo Leisure,A320,Bengaluru to Jaipur,May 2019,1,,IndiGo,India
2019-05-22,"""no options for hot meals""",2,"✅ Trip Verified |  Delhi to Istanbul via Doha. We had booked the XL seats in the 1st row for Rs 1000 each considering the nearly 10 hours journey, but realized what a mistake that was. First of all, Indigo added a stopover in Doha, which meant a direct flight that was advertised as 8 hours duration at the time of booking, became nearly 10 hours. The seating configuration is identical to the domestic flights, with just a few more rows added in the back since the A321 is longer than the A320. This means that they use the same seats (with just about 4 cm of foam padding). The in-flight menu has no options for hot meals to be purchased, and the best food you can buy on-board is cup noodles made with hot water. Even Air Asia, which is a much more LCC provides options for passengers to purchase hot meals for all their flights. Additionally the flight does a 1 hour stopover at Doha during which they park in a remote bay, and open the doors for crew and cleaning. This means that if you are seated near the front of the plane, you will be exposed to hot desert winds of Qatar for about an hour. On top of this, even though the crew announce that certain rows such as the first row, emergency exits are paid seats, they do not do anything to prevent random people from sitting in these seats during the flight. Why on earth should anyone pay for these seats beforehand then, only to get scammed during the flight like this? On top of this, the crew treat the first row like the ""toilet waiting area"", since any passenger who is waiting in queue to use the toilet needs to be seated when the seatbelt sign is on. But the crew instead of sending them back to their seat, make them sit in the first row, which is a paid row. ",Economy Class,3,no,261,1,2,,,Couple Leisure,A321,Delhi to Istanbul via Doha,May 2019,3,,IndiGo,India
2019-05-22,"""how helpful they were""",10,"✅ Trip Verified |  I accidentally interchanged the boarding date and ended up messing up my flight tickets FOR jUNE 2019. My tickets were under the category which cannot be rescheduled, so I panicked as the amount I paid was over 20000 rupees and with my previous experience with domestic airlines, I was sure I am losing all the money and would be asked to re-book the entire journey. Much fortunately, I called Indigo and got connected to this very helpful person who was so patient with my panic state and assisted me with all my queries and infact rescheduled the tickets considering they were booked a few minutes ago. I cannot thank this person and Indigo enough to explain how helpful they were towards my situation and how efficiently they fixed this issues. ",Economy Class,5,yes,262,,,,,Family Leisure,,Nagpur to Pune,May 2019,,,IndiGo,India
2019-05-31,"""really helpful and welcoming.""",9,"✅ Trip Verified |  I was in India on a holiday and I decided to fly with IndiGo from Mangalore to Mumbai. The ground staff and the cabin crew were really helpful and welcoming. The in-flight meal options were limited but it was a standard domestic flight like menu so no complaints there. The flight was tidy and the journey was very comfortable. The best part about the flight was the punctuality. Overall it was an excellent experience and if I would need to travel by a domestic flight in India the next time, I know which airline I am going to look out for.",Economy Class,5,yes,263,5,5,4,,Couple Leisure,A320,Mangalore to Mumbai ,January 2019,5,,IndiGo,India
2019-06-01,"""already running late for flight""",2,"✅ Trip Verified |  Ahmadabad to Mumbai. Total chaos, paid for extra luggage but receipt printer not working. A girl trying to fix but she has no clue how to fix? Asked to wait 5, 10, 15, 20 minutes but printer did not work, she filled up manual receipt and handed over to me, by this time already running late for flight, she allowed 2 small carry on but  supervisor did not allow at security checkpoint, now I have to start from square one, scan bag, bag drop off. A girl at bag drop off wants to charge for extra luggage but printer is not working and I am running out of time, supervisor came, things did not work, bag was checked in without any charge. I rushed through security, heard my name announced on PA, before last call rushed to boarding gate.",Economy Class,3,no,264,1,1,,,Solo Leisure,,Ahmadabad to Mumbai,May 2019,1,,IndiGo,India
2019-06-02,"""cabin crew with genuine smile""",10,"✅ Trip Verified |  This airline has never disappoints me even though you dont get free meals, however I had booked my meals and they were very tasty and also their check in and hand baggage allowance is similar to that of many full service carriers and their on time performance puts other airlines to shame. The one hour flight from jaipur to Lucknow was on time and landed 5 minutes before arrival time. The ground staff was courteous and so was the cabin crew with genuine smile. ",Economy Class,5,yes,265,5,5,5,,Business,A320,Jaipur to Lucknow,May 2019,5,,IndiGo,India
2019-06-12,"""one of the luggage was lost""",1,"✅ Trip Verified |  Delhi to Kochi. On May 31, I reached the airport at around 6:00 AM and checked in at the emergency counter. I had a friend also traveling with me whose luggage was less than 15 Kg. I asked the indigo staff if my excess luggage can be adjusted with him. Staff  told me to pay the extra amount. I immediately agreed to pay. Hence as per the baggage policy, I paid 400*10Kg -4000Rs. On arriving at Kochi airport after a 40-minute wait, I discovered that one of the luggage was lost and reported to the baggage claim representative. After waiting for more than 30 minutes, she cross-checked with the boarding pass and confirmed me that the bag of 10Kg is missing. I spoke to the indigo staff and have no information for me as to the whereabouts of my luggage. One of the senior officials of Indigo called me on June 9th and confirmed that the bag weight was 10Kg and a refund of 3500INR will be given. I expressed a complete dissatisfaction as I paid 4000Rs extra for the same bag. The staff promised me that he will check with the finance department and revert back. But I haven't received any call yet. I find it unprofessional how such a large airline like Indigo can lose luggage.  To add insult to injury, I am faced with obtaining compensation for those items that are far less than their worth.",Economy Class,1,no,266,1,1,,,Solo Leisure,,Delhi to Kochi,May 2019,1,,IndiGo,India
2019-06-24,"""cabin crew was very polite""",10,Not Verified |  Kolkata to Bangalore. Excellent service! Very touched with prompt service. Well done. Hope you keep your service up. Very touched that my tea was replaced with a fresh cup. The cabin crew was very polite.,Economy Class,5,yes,267,5,5,5,,Family Leisure,,Kolkata to Bangalore,June 2019,5,,IndiGo,India
2019-07-01,"""delayed by almost 2 hours""",3,"✅ Trip Verified |  Nagpur to Pune. The flight got delayed by almost 2 hours. The flight time was 00.05 hrs to 01.10 hrs, the shops were almost closed. The staff didnt provide tea or coffee as it was so late hours and none of the shops were open. Very disappointed with this service. We were informed about the delay just 20 mins before boarding time.",Economy Class,3,no,268,2,4,3,,Family Leisure,,Nagpur to Pune,June 2019,2,,IndiGo,India
2019-07-06,"""High On-time performance at the cost of hygiene""",4,"✅ Trip Verified | I understand it is a budget airline. I got the biggest shock of IndiGo's on-time performance. Once the incoming flight landed, they immediately started boarding and even after scanning our boarding pass they made us wait three times at three places, as there were still passengers deplaning from the incoming flight! I was flying with two elderly passengers with knee problems as this took a big toll on their leg having to wait for a long while. This also means they did not even clean the plane at all as soon as the incoming flight landed. How unhygienic! This is how they fly on-time. High On-time performance at the cost of hygiene!",Economy Class,3,no,269,2,5,,,Family Leisure,A320,Indore to Mumbai,June 2019,1,,IndiGo,India
2019-07-08,"""tell us our flight has been split in 2""",4,"Not Verified |  Mumbai to Kolkata with IndiGo. Our flight was first delayed by 30 minutes then once we got to get our boarding passes they tell us our flight has been split in 2 so now we have to fly to Hyderabad then to Kolkata. Alongside that once we boarded the plane they said there’s even more time to wait to “clean up the deck”, what in the world does that even mean, please tell me.",Economy Class,1,no,270,1,1,,,Family Leisure,,Mumbai to Kolkata,July 2019,1,,IndiGo,India
2019-07-12,"""a disastrous experience""",1,"❎ Not Verified | Bangalore to Mangalore. Extremely poor service. Three tickets were booked and were given scattered seats. One of the passenger is a 5yr old. I just have one question, are you guys that stupid to not understand that a child would need the company of one of the parents? When I asked the staff for assistance all they had to say is to try to convince any of the passengers to move. Great help. To me, this is a disastrous experience.",Economy Class,1,no,271,1,1,,,Family Leisure,A320,Bangalore to Mangalore,July 2019,1,,IndiGo,India
2019-07-13,"""restriction on carry-on weight""",1,"✅ Trip Verified |  Bangalore to Chennai. This is the only airline I have flown that has such a hard restriction on carry-on weight: 7kg per person, period. This makes it impossible to carry a laptop bag and a carry-on with clothes. Even other low-cost airlines (eg. Jetstar) will allow you to pay for extra carry-on weight. As a business traveler flying 5 times in 8 days, this is a colossal waste of time waiting for checked bags at every stop. Not to mention the risk of an eventual misplaced bag. ",Economy Class,1,no,272,,,,,Business,,Bangalore to Chennai,July 2019,1,,IndiGo,India
2019-07-21,"""the service was excellent""",10,"✅ Trip Verified |  Mumbai to Bangalore. Low-cost airline with high-class service. The flight was on time, the ground staff were there to assist all passengers to get on board. Aircraft was mighty clean and the service was excellent. Bought a sandwich on both legs, which was amazing. When I compare the services of Indigo to the low-cost airlines in the US, all I can say there is no comparison. Indigo has a far superior product.",Economy Class,5,yes,273,4,5,5,,Business,,Mumbai to Bangalore,July 2019,5,,IndiGo,India
2019-07-21,"""Very good inflight service""",9,"Not Verified |  Delhi to Bagdogra. Very good inflight service provided by cabin crews, specially Nayan & Somiya. Food served to us was very tasty. Thanks and hope to enjoy your service again.",Economy Class,5,yes,274,5,5,5,,Family Leisure,,Delhi to Bagdogra,July 2019,5,,IndiGo,India
2019-07-26,"""the service is good""",5,✅ Trip Verified |  Vadadora to Mumbai. I had travel within India and saw that this was a viable airline. The planes are fairly nice and the service is good.  I have 2 separate reservations connecting in Mumbai. They would not put the luggage to my final destination or combine the tickets. Very frustrating...the discount way!,Economy Class,4,yes,275,3,3,3,,Business,,Vadadora to Mumbai,July 2019,1,,IndiGo,India
2019-07-28,"""customer-centric service""",10,"✅ Trip Verified | Delhi to Hyderabad. Highly appreciate the customer-centric service of IndiGo. I was coming from the USA to Hyderabad with an intermediate connection through IndiGo in Delhi. My check-in luggage was close to 45 kgs (with an excess of 30 kgs). However, under normal baggage policy terms, the excess amount was coming out to be 30x400 = 12000 INR. Because of two ground staff intervention, they helped me realize the facility of International customers and their luggage benefits. Went the extra mile to confirm the price with the technical service team and made me pay 7800 INR, instead of 12K. I really appreciate these two staff members’ professionalism in taking 40 min extra time to help me and support me through out the check in process. Thanks to these two staff members for your “Customer Centric” service in the middle of the night for a jet-lagged customer like me. Well done IndiGo for maintaining such enthusiastic employees.",Economy Class,5,yes,276,4,5,,,Business,,Delhi to Hyderabad,July 2019,5,,IndiGo,India
2019-08-06,"""a nice flight""",6,"Not Verified |  Dubai to Cochin was a nice flight at the end of December 2018. Water is provided, but food only provided by payment only. Half an hour delay is normal from Dubai based flights. 45 minutes delayed, but arrived ontime. Got the baggage delivered on time upon arrival at COK. Onboard nothing except the small bottle of water. No entertainment screen. If you have movies on your mobile or tab like devices fly with them.",Economy Class,1,no,277,4,4,,,Solo Leisure,,Dubai to Cochin,December 2018,5,,IndiGo,India
2019-08-15,"""They give a five star service""",8,✅ Trip Verified |  Chennai via Kuwait. This is my first fly on indigo. Because of the crew. They give a five star service and the flight is on time takeoff and landing. I really appreciate to those staff. I hope to fly again in indigo.,Economy Class,5,yes,278,5,5,2,,Solo Leisure,A320,Chennai via Kuwait,August 2019,5,,IndiGo,India
2019-08-17,"""staff is very poor""",2,✅ Trip Verified | Delhi to Nagpur. All my experiences with this airline are very poor. Specially the courtesy of the staff is very poor. The legspace and the seats are very uncomfortable. One must choose to fly with this airline only when there is no alternative. The staff right at the check-in to even the customer care is so rude. The boast to fly on time but at what cost. They maintain the schedule at the cost of inconvenience of the guest. Onboard food is horrible. Overall one should prefer any other available alternative.,Economy Class,1,yes,279,1,1,1,1,Business,A320,Delhi to Nagpur,August 2019,1,1,IndiGo,India
2019-08-22,"""I truly like the ambience""",9,"✅ Trip Verified |  
I travelled Cochin to Chennai. One of the best parts of flying in Indigo is the timing, always on time. The cabin crews was well trained and pleasant,  I truly like the ambience and the behaviour of the cabin crew. All i want to say is try Indigo airline and you will feel the difference.",Economy Class,5,yes,280,5,5,5,,Solo Leisure,,Cochin to Chennai,August 2019,5,,IndiGo,India
2019-08-30,"""very much overwhelmed with her genuine concern""",7,✅ Trip Verified | I was travelling with my wife and 6 months old baby. While checking in from Cochin the ground staff at the counter gave us seats [19F and 19C] saying it’s seated together. Later I realised she did a mistake and it should be 19D. I was walking through the airport randomly looking for your staff to sort this issue out and found one of your agents. She looked through it and tried from her end and told me it won’t be possible at this time as other seats are already occupied and you can do it on board and there is a lady seated at 19D. I told her my daughter is already tired from the Male flight and it’s important for us to sit together. She understood our situation and told she will try her best. At time of boarding I explained the same situation to boarding agent. She replied the same saying you should try it on board as nothing she could do it now. There comes the pleasant surprise! This staff member came all the way to our gate which she doesn’t have to bother doing at all. She literally looked for the passenger seated at 19D and talked to her and agreed to swap seats with mine. I was very much overwhelmed with her genuine concern towards our issue and how she went well and above to sort this out for us. Please pass my sincere gratitude to her. She deserves it. However on other hand on board it was totally opposite experience. I know it’s a short flight to CNN but crew didn’t make any effort to do the service for this flight. They didn’t took the food cart out to the aisle or neither brought the round of water at least. They were just busy in the galley throughout until landing. I never even saw them securing the cabin! When the captain made announcements they went to the seat ready for landing. In contrast on the CNN to COK flight I received full service like any other flight and I was amazed the way they ignored the cabin just like that inspite of full flight.,Economy Class,3,no,281,3,1,,,Family Leisure,ATR,Kochi to Kannur ,August 2019,5,,IndiGo,India
2019-09-15,"""It's the crew that makes the airline""",10,"✅ Trip Verified | Mumbai to Patna via Lucknow with IndiGo. Excellent experience thru-out from check-in to de-boarding. Check-in at Mumbai was courteous, fast and efficient, and the best part was no nickling-diming for 2-3 kg extra weight. In-flight crew was even better with all the ladies acting pleasant and welcoming. It's the crew that makes the airline, truly.",Economy Class,5,yes,282,4,5,4,,Solo Leisure,A340,Mumbai to Patna via Lucknow,September 2019,5,,IndiGo,India
2019-09-17,"""helped me to find my wallet""",10,Not Verified |  Goa to Kolkata. I would like to thank Nazia & Rosey as they helped me to find my wallet yesterday I lost it my flight from Goa to Kolkata they informed my sister and they co oparated and I got my wallet successfully with everything intact,Economy Class,5,yes,283,5,5,,,Solo Leisure,,Goa to Kolkata,September 2019,5,,IndiGo,India
