date,header,rating,content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,id,Aircraft,Type Of Traveller,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2019-09-07,"""Completely inflexible procedure""",1,"✅ Trip Verified |  Marseille to Hong Kong via Munich. Non existent service from Lufthansa. Completely inflexible procedure as the airline would not allow us to Fly from Marseille to Munich (the first leg of the flight we had booked) to find an alternative route following the shut down of Hong Kong Airport due to the protest. We were supposed to fly to Phuket the next day from Hong Kong so wanted to fly to Munich to find a way to from there to fly either to Phuket or to Bangkok, so we would not miss out on our holidays. The 'chef d'Escale' in Marseille told us that we could not board our flight even just to Munich and that she could not offer any other alternative solution. Lufthansa made us miss our flight letting us stranded in Marseille. We had no other option than to cancel our flight and book a last minute flight with another airline since that was not an option from Lufthansa. As a result we had to stay in Marseille for another 24 hours, rent a new car for the 24hours and arrange to stay another night for the 5 of us in Marseille.",Economy Class,,,,,1,no,1519,,Family Leisure,Marseille to Hong Kong via Munich,August 2019,1,,Deutsche Lufthansa AG,Germany
2019-09-08,"""no snack and drinks""",2,"✅ Trip Verified |  Crew was rude and unfriendly to me. I know that Frankfurt to Amsterdam is just a short 1hr 10 mins flight but no snack and drinks anymore - not even a glass of water? Seats are just fine, clean and comfortable. They left my luggage at Frankfurt. I got it back one day later.",Economy Class,4,2,1,,2,no,1520,,Couple Leisure,Frankfurt to Amsterdam,August 2019,4,,Deutsche Lufthansa AG,Germany
2019-09-08,"""I did not feel value for money""",4,"✅ Trip Verified |  Stuttgart to Frankfurt and Munich to Stuttgart there was no service offered. Not even glass of water. We boarded the flight on a hot day in August but no water offered. A few passengers had to ask the crew for a snack because it was time for medicine, to which crew offered a banana to them. Let me point out that tickets were not cheap. All in all, I did not feel value for money.",Economy Class,2,1,,,2,yes,1521,,Solo Leisure,Stuttgart to Frankfurt,August 2019,4,,Deutsche Lufthansa AG,Germany
2019-09-09,"""service was friendly""",7,✅ Trip Verified | My recent flight to Rome was via Munich. On both flights service was friendly and a continental breakfast was served consisting of several small servings of differents items - ranging from ham to a small piece of smoked salmon and a sweet but no fruit. For such short flights they were quite acceptable. However Lufthansa should take in consideration not everybody does like or can eat breads with seeds. The piece of bread was already put on the plate without another choice. In Rome fast delivery of the luggage - less than 20 minutes.,Business Class,3,4,4,,4,yes,1522,A320,Business,Brussels to Rome Fiumicino via Munich,August 2019,4,,Deutsche Lufthansa AG,Germany
2019-09-09,"""We had a tight connection""",3,"✅ Trip Verified |  Helsinki to Split via Frankfurt. Food was same that other airlines serve in economy class with plastic cutlery. No champagne (only really bad sekt) and wines seemed to be same as Economy. The worse thing was how they handled connecting passengers at FRA. We had a tight connection and the first flight was 15 mins late making our connection even tighter. Arrived on a bus stand. We had to rush to passport control & next gate. They said that gate will close 10mins before departure, arrived to the gate 5mins before dep only to notice that boarding had not started yet. No info was given to us. Would have been nice to know that there was no need to rush. 2mins before dep, received an e-mail about delay of our flight. Really badly handled. The crew on both flights was okay, nothing special. The gate personnel at FRA really unfriendly. No free wifi for business class.",Business Class,2,3,1,1,1,no,1523,A321,Couple Leisure,Helsinki to Split via Frankfurt,September 2019,1,1,Deutsche Lufthansa AG,Germany
2019-09-09,"""served in plastic in the business class""",7,✅ Trip Verified | On the first segment the plane was nearly full and the boarding took a long time. An acceptable small cold lunch was served however I found it for Lufthansa quite poor that soft drinks and wines were served in plastic in the business class. Frankfurt to Brussels is a very short flight - so only something small was served. Friendly staff on both segments. Unfortunately in Brussels a waiting time of luggage delivery of nearly 50 minutes and luggage labelled as priority arrived nearly as last.,Business Class,3,4,3,,3,yes,1524,A321,Business,Rome to Brussels via Frankfurt,September 2019,4,,Deutsche Lufthansa AG,Germany
2019-09-10,"""no catering service at all""",2,"✅ Trip Verified |  London to Madrid via Frankfurt. Flights were late. Transfer between flights was an stressful experience even travelling on business, despite knowing we were late no assistance was provided to facilitate the transfer; I was taken to the terminal by bus to find my way through immigration (thankfully e-gates were working) and to reach the boarding gate just on time to board the second and final bus (in cramped condition). Hardly time to visit the toilet and certainly not opportunity to go into the Lounge. At the boarding gate I asked about my luggage and I was reassured by the staff, after checking the computer, that it had been transferred successfully to the second plane. After boarding the plane, lunch time, we were informed that there was no catering service at all due to the recurrent issue that they have had .. for over 2 months now. But being served just a wafer is totally unacceptable, they didn't make even the effort to get us a sandwich despite departing from their main hub. Credit must be given to the crew on board as they had to put up with this situation for not fault of their own but because of the incompetence and unprofessionalism of the company. To add insult to the injury my luggage didn't make it to the second plane and it was still in Frankfurt (despite being an easier journey through the airport than mine) so I had to spend another 25 extra minutes to go through the queue and forms at the baggage handling company desk in Madrid. I had to beg then for having it express delivered on that night (only Senators and HON members are entitled to such privilege) despite being Star Alliance Gold and Lufthansa Frequent Flyer. Fortunately the staff took pity of me and they managed to get it approved by Lufthansa. Needless to say that I sent the feedback form to customer services on the very same night. I requested for someone to call me as soon as possible. Instead, I have today (6 days later) the standard sympathetic email with the meaningless apology and the 'great' news that they will credit me with 10K miles and hope to see me on board again. A trip from hell would be an adequate title for this experience.",Business Class,3,3,1,1,1,no,1525,A320,Business,London to Madrid via Frankfurt,September 2019,2,1,Deutsche Lufthansa AG,Germany
2019-09-13,"""an efficient operation""",7,"✅ Trip Verified |  London to Nairobi via Frankfurt. Both planes were old and  looked worn out. Professional efficient service. No WOW factor. I would not rate this airline as 5 star from my economy class experience, but I would describe the operation as technically perfect. Flights on time, luggage arrived at final destination despite the short connection in Frankfurt and I  perceived the airline as reliable. However no human warm no smiles. A cup of tea and a biscuit was served on our first leg to FRA (one hour flight). On the second leg to NBO (7:30 hours flight), we were offered a round of drinks, a hot towel, lunch (nothing to write home about it), a round of water or juices mid-flight and a pre-landing snack. Overall an efficient operation with no surprises.",Business Class,3,3,4,4,4,yes,1526,A321 / A340-300,Couple Leisure,London to Nairobi via Frankfurt,September 2019,4,,Deutsche Lufthansa AG,Germany
2019-09-13,"""The dinner was disgusting""",6,"✅ Trip Verified |  Nairobi to London via Frankfurt. Newer planes on this way back home. I had the same feeling of no soul during the operation. Boarding in Nairobi was chaotic. The A330 is newer and more comfortable than the A340 we had on the way in. Flights were on time, luggage arrived at destination without any issues. The overall operation was efficient. The dinner on the NBO-FRA flight was disgusting.  I couldn't eat it (and I am normally not a picky person with food). Cabin crew disappeared after dinner service for the rest of the flight until serving a cereal bar (supposed to be breakfast) before landing. Quick and smooth transfer in Frankfurt. The flight home was on a new A320 Neo. Again, soulless service, but I didn't care as it was an hour-long flight only. Arrived in London on time.",Economy Class,3,2,1,3,3,yes,1527,A330-300 / A320,Couple Leisure,Nairobi to London via Frankfurt,September 2019,3,,Deutsche Lufthansa AG,Germany
2019-09-14,"""serving cold food""",5,"✅ Trip Verified |  Toronto to Delhi via Frankfurt. One of the best airlines I have travelled till now, but experienced low class service on my one trip with Lufthansa. Economy class passengers for any airlines are back bone base of customers and serving cold food and saying that they can't put it in microwave for economy has  posted a bad impression on me. My overall experience with this airlines is very good except these issues as they  depend on the behavior of staff.",Economy Class,4,1,2,5,4,yes,1528,,Solo Leisure,Toronto to Delhi via Frankfurt,August 2019,4,,Deutsche Lufthansa AG,Germany
2019-09-17,"""we decided to fly earlier""",3,"✅ Trip Verified |  We were confirmed in Business Class from Marseille to Vienna via Frankfurt via FRA on July 13. However we decided to fly earlier on the 9th. There were no Business class available and we accepted to fly on Economy class. We had to pay for re-issuing the tickets, even being downgraded (US$40,00 each).  At MRS check-in, we were then offered an upgrade to Business Class from MRS to FRA, if we accepted to pay US$110,00 each. Of course we did not, as we initially had paid for Business Class. No way, supervisor refused, even aware of our Gold Status. We remained in Economy. Business Class on Marseille to Frankfurt  was empty indeed. LH should be aware that there are limits that offends common sense. In the past, RTW pax had a privilege status. Now, no class. Flights were fast and OK.",Economy Class,1,5,1,,1,no,1529,A320,Couple Leisure,Marseilles to Vienna via Frankfurt,July 2019,1,,Deutsche Lufthansa AG,Germany
2019-09-18,"""most uncomfortable seat""",3,"✅ Trip Verified |  Berlin to Frankfurt. Lufthansa cramped in more seats in its A320neo than into its predecessor with the most uncomfortable seat comfort I have ever experienced. Seat pitch is minimal. The seat comfort back from Berlin to Frankfurt in one of the front rows of an A321neo was better, this is classified as preferred zone. There was a small tasty cake and beverage service on the flight but it was not a comfortable flight.",Economy Class,1,3,3,,2,no,1530,A320neo,Business,Berlin to Frankfurt,September 2019,3,,Deutsche Lufthansa AG,Germany
2019-09-18,"""Food isn't great""",5,"✅ Trip Verified |  Singapore to Panama via Frankfurt. Food isn't great. On the way back flying out from Panama to Frankfurt, they couldn't assign my seat number till boarding time (very odd). And by then they would replace my ticket entirely with ""new"" tickets after they have decided what seat to give me (which seems rather inefficient and wasteful). I'm guessing here they're trying to sell off them premium seats first. The seats in economy are cramp as you would expect.  All in all, my first and perhaps last with Lufthansa unless they can make the inflight meal on par with other airlines. And the ground staff with their tablets are just redundant.",Economy Class,3,3,2,2,2,no,1531,A380,Business,Singapore to Panama via Frankfurt,September 2019,2,,Deutsche Lufthansa AG,Germany
2019-09-19,"""seat is narrow and offers no privacy""",2,"Not Verified |  Really disappointed with Lufthansa business class seat. Its a joke for which one pays a premium price. The seat is narrow and offers no privacy whatsoever. I found it very hard and uncomfortable. When it was fully flat I felt like I was in bed with a strange man as there was a stranger seated next to me and I was lying so close to him. The distance between the seats is almost like economy class, there is no privacy divider of any sort. When in seating mode, there was not enough space for my arm and I kept hitting my neighbour with my elbow. There is also no storage space to put things into. All my stuff ended up on the floor by the window. I have never seen a worse business class seat, ever. The flight was full and perhaps because of that the service was not good, either. The cabin attendants looked harrased and did not smile, it was difficult to to get a drink as they were busy with a full cabin, it took a long time for them to respond and then I felt like a nuisance asking for a glass of orange juice. Despite bad service, the food was good. Also, the in-flight entertainment was easy to use and had a lot of choice in English. But the seat is most important to me so I will never fly Lufthansa in long-haul business class ever again unless forced to. I cannot believe that an airline with such bad business class product can be a 5-star airline. Avoid.",Business Class,1,1,4,4,1,no,1532,A340-600,Solo Leisure,Munich to New York,November 2018,4,,Deutsche Lufthansa AG,Germany
2019-09-20,"""I was not able to board my flight""",1,"✅ Trip Verified |  I took my dog with me on this trip and she is an ESA and I know that it is not recognized by interEuropean flights yet, it’s only recognized in the US. Now, before I took this flight with my dog I made sure the flight will be the most comfortable as possible for her. The rules are that dogs can fly in cabin as long as they are secured in their carrier during take off and landing and when the seatbelt light goes off the dog is allowed to sit in your lap. I asked the rules several times before traveling because she hates being in a carrier and goes crazy barking and crying. I even got her tranquilizers from the vet just for her to be able to deal with those few minutes she has to be in the carrier. This is the way we traveled to Europe a few weeks ago. Nice and smooth she made it thru.  Lufthansa banned me from flying their airline because my dog, who came out of her carrier by poking her head out, mid flight and was barking! This pilot demanded At the beginning of the flight to keep her in the carrier the whole flight and told me that that is the rules. My poor dog hates being in the carrier, I probably would’ve not brought her if that was really the rule because she barks and cries when she’s in the carrier. I asked the pilot why he would not use his own discretion with his rules, for my dog will make the whole plane crazy by barking while being locked in a small box. It’s the rules.  I did what he told me anyway and my dog barked for 25 minutes straight while I apologized to the other passengers. So we landed in Frankfurt to catch our connecting flight to Miami and the stewardess told me that we cannot board the plane. Mind you that flight to and from the US, ESA’s are allowed to sit on your lap the entire flight, landing, taking off and all. I was not able to board my flight in Frankfurt and was told to order another plane ticket with another airline, and that I will not be getting a refund or will they transfer my ticket to another airline.  When I demanded a copy of this so called report that was written about why I have been banned, no one could give any answers, no one could give me a real reason why I was not able to board. ",Economy Class,1,1,,,1,no,1533,,Family Leisure,Budapest to Miami via Frankfurt,July 2019,1,,Deutsche Lufthansa AG,Germany
2019-09-21,"""website crashed every time""",1,✅ Trip Verified |  I tried to get mileage for travel from Singapore to Gothenburg in March 2019 and for a trip from Gothenburg to Hong Kong´in June 2019. Their website crashed every time I tried to register my flights. I created a support ticket and emailed several times but never got a reply.,Economy Class,3,3,3,2,3,no,1534,,Solo Leisure,Gothenburg to Hong Kong via Munich,June 2019,3,,Deutsche Lufthansa AG,Germany
2019-09-22,"""Shameful Lufthansa""",2,"Not Verified |  Tunis to Columbus via Frankfurt. I am here trying to be fair and not let my upset cover all my review. I was calling Lufthansa customer service to select the seats for my wife. I called them 4 days before the flight time, they said we can't do that unless 23 hours before the flight. When I called them again on time the agent in customer service said she can't do the selection since the flight is less than 20 hours and we have no access to the seat maps anymore. She argued with me and closed the phone while I am talking. Shameful Lufthansa. I am using the company for me and family for 30 years.",Economy Class,3,1,,,1,no,1535,,Family Leisure,Tunis to Columbus via Frankfurt ,September 2019,3,,Deutsche Lufthansa AG,Germany
2019-09-22,"""efficient but lacking warmth""",6,"✅ Trip Verified |  Munich to Montreal in Business Class. Having connected from Dublin, spent some time on the Senator Lounge which offers a great selection of food and beverages. Boarding was fairly orderly but started late. LH appears to be losing its discipline when it comes to on time boarding and departures. On board, the hard product offered decent space for one’s belongings but the fact that not every seat has direct aisle access remains a downside for LH business class. The seat offers limited privacy and the fact that it is angled towards the neighbour, makes it quite awkward in the fully flat position as a mere 1 inch divider separates the respective foot wells. The seat was narrow compared to business class seats found on other carriers. It was not particularly comfortable in the lie flat position. The service was in typical LH fashion, efficient but lacking warmth. The food and wine offerings were quite good however, the salad consisted of limp mesclun greens and was sort of thrown onto the tray. The snack served prior to landing was actually better tasting than the lunch offering consisting of a delicious soup and very tasty prawns. The IFE had a good selection and I especially enjoyed the cameras showing the exterior of the aircraft. The toilets were kept in immaculate condition throughout the flight. The flight departed late and arrived slightly behind schedule. Having flown on a number of other 5-star airlines, I found the overall experience not quite on par with LH peers in this category.",Business Class,2,3,3,3,2,yes,1536,A350,Business,Munich to Montreal,September 2019,4,,Deutsche Lufthansa AG,Germany
2019-09-23,"""weak point is the food and food service""",7,"✅ Trip Verified |  NBO to FRA: The seats are ok but not very fancy. The foot rest area is narrow, especially at the window seat. Seat and buttons worked. The crew were friendly and courteous, albeit not all were efficient, maybe due to lack of routine. Cabin and washrooms were kept tidy. The plane's interior looks rather new. Boarding at NBO with business boarding first was swift, and the Swissport staff there very nice. We took off quickly, and it looked like an on-time arrival at FRA. The weak point is the food and food service. The flight kitchen at NBO seems to be unable to deliver quality food, at least not for business class. Compared to Swiss, which flew us to NBO, Swiss is worlds better, incl. the food. FRA airport is a complete hassle, and LH should not book short connecting times. We barely made our ZRH flight, but were the last ones showing up at the gate. PA system in A340: barely audible, especially the captain's announcements. In the A320 - perfect.",First Class,3,4,2,,4,yes,1537,A340 and A320,Couple Leisure,Nairobi to Zurich via Frankfurt,September 2019,4,,Deutsche Lufthansa AG,Germany
2019-09-27,"""I will never fly them again""",3,"✅ Trip Verified |  Frankfurt to Los Angeles. After my flight cancellation at the last moment, I was put on this flight via FRA. Lufthansa does many things right like their website, clean aircraft, and all the little amenities in economy like fluffy pillows, nice blankets and yummy little chocolates. This however, does not compensate the stone-faced smiles and grudgingly pleasant attitude to me. The staff's cold tone of voice to me and at times their tone deafness when you raise a small issue. I never feel a genuine welcome or a warmth from staff; both in-flight or on the ground. My IFE did not function. My food was half good and half institutional. I will never fly them again.",Economy Class,3,2,2,1,3,no,1538,Boeing 747-8,Solo Leisure,Frankfurt to Los Angeles ,September 2019,1,,Deutsche Lufthansa AG,Germany
2019-09-28,"""seat is narrow and offers no privacy""",2,"✅ Trip Verified |  Munich to New York. Really disappointed with Lufthansa business class seat.  The seat is narrow and offers no privacy. I found it very hard and uncomfortable. The distance between the seats is almost like economy class, there is no privacy divider. When in seating mode, there was not enough space for my arm and I kept hitting my neighbour with my elbow. There is no storage space to put things into. All my stuff ended up on the floor by the window.  The flight was full and perhaps because of that the service was not good, either. The cabin attendants looked harrased and did not smile, it was difficult to to get a drink as they were busy with a full cabin. Despite bad service, the food was good. Also, the in-flight entertainment was easy to use and had a lot of choice in English. But the seat is most important to me so I will not fly Lufthansa in long-haul business class ever again.",Business Class,1,2,4,4,2,no,1539,A340,Solo Leisure,Munich to New York,November 2018,5,,Deutsche Lufthansa AG,Germany
2019-09-30,"""standing for 20 minutes before we could board""",5,✅ Trip Verified | Naples to Frankfurt with Lufthansa. The boarding started 25 minutes early and I was called from to go to the gate (Missed breakfast). I got at the gate and we were standing for 20 minutes before we could board the plane.,Business Class,3,3,3,2,1,no,1540,,Business,Naples to Frankfurt,September 2019,2,2,Deutsche Lufthansa AG,Germany
2019-09-30,"""did their jobs with no emotion""",1,"✅ Trip Verified |  Los Angeles to Munich. I bid on an upgrade. It worked, $750 I thought I scored. Good punctuality. Excellent cleanliness, excellent seat comfort, good staff, blow average food. Below average ground staff. The staff was average at best, they did their jobs with no emotion or caring to me. The amenity kit is lackluster as was my food. The wine selection is pedestrian. Food choices were all not available. I was told as I was in the rear of the cabin, my selections from appetizers to entrees were gone. The aperitifs were also not available. I took what was left. It is hard to fathom this airline is rated at 5 Star. The competition from AA for AF is much better. This is my last flight with this carrier. ",Business Class,4,2,1,4,1,no,1541,A380,Solo Leisure,Los Angeles to Munich,September 2019,1,,Deutsche Lufthansa AG,Germany
2019-09-30,"""very respectful and polite""",9,"Not Verified |  Munich to Vancouver. We travel to Europe every year for vacation. This year, we flew from Europe to Canada and in the process, our luggage was misplaced. We arrived in Vancouver, Canada only to find out the news. Our luggage was delivered within 2 days of landing at home via a delivery service that was free of charge. Furthermore, we reached out to Lufthansa and the customer relations department was timely in their response and was kind. They acknowledged our concerns and inconvenience and offered a remedy package to show their apology. We were pleased with the way Lufthansa Customer Relations handled the situation. Accidents happen on a daily basis and nobody or no company is perfect but they went out of their way to make sure we were satisfied. We truly appreciate their generosity and concern. We enjoy flying with Lufthansa because they have been very respectful and polite over the years. They stated this, ""We are sorry for the inconvenience. We look forward to welcoming you on board in the near future and the opportunity to regain your confidence."" and I can honestly say that they have won me back.",Economy Class,4,4,4,4,4,yes,1542,,Couple Leisure,Munich to Vancouver,August 2019,4,,Deutsche Lufthansa AG,Germany
2019-10-03,"""this was a good experience""",7,"Not Verified |  Charlotte to Munich. A beautiful aircraft with a nice spacious feel. Leg room is tight (my wife is 5ft. 9ins. and just hit whereas I would have been very uncomfortable if the flight was not half empty and I had a row to myself. Video screen was clear however the selections of music and movies was only okay, just a few new movies! Two drinks served after take off and dinner was a choice of a pasta dish or a beef stew, both were adequate but not memorable. Cabin crew were very attentive and the pilot updated us on a regular basis. Flight was on time. Since I got a great fare I would say this was a good experience!",First Class,2,4,3,3,5,yes,1543,A350,Couple Leisure,Charlotte to Munich,October 2019,4,,Deutsche Lufthansa AG,Germany
2019-10-03,"""will look for an alternative""",3,"✅ Trip Verified | New York to Munich. One of my favorite routes and Munich airport is a joy. The seats on the A340-600 are tighter and less comfortable than on the 747-800 but it is a delightful aircraft. As seemingly always on Lufthansa, left on time and landed early. However, the food served was not good, OK very poor, and the wines were lousy. I've learned to just look at the breakfast tray on LH transatlantic and to eat a good one on the leg from Germany to Athens. Cabin staff was courteous and efficient. As on my return leg of FRA-JFK the totality of the experience is coach with reclining seats. What a shame, will have to look for an alternative airline next year.",Business Class,3,3,1,2,2,no,1544,A340-600,Couple Leisure,New York to Munich,September 2019,4,,Deutsche Lufthansa AG,Germany
2019-10-03,"""food served to me was dreadful""",2,"✅ Trip Verified |  Frankfurt to New York. I've observed a deterioration of service quality and this latest return on the transatlantic legs proved to be bad. LH's Boeing 747-8 remains very comfortable in business class and the on-time performance is stellar. Not the service: the food served to me was dreadful, the wines were mediocre and the cabin staff rushed the service to the point of unpleasantness. The lavatory I saw in business class was not cleaned nor restocked. I do not understand why the food service on European routes is good while it is poor to dreadful across the Atlantic. My next booking will not be on Lufthansa",Business Class,5,2,1,3,2,no,1545,B747-800,Couple Leisure,Frankfurt to New York,September 2019,4,,Deutsche Lufthansa AG,Germany
2019-10-03,"""poor customer service""",1,"✅ Trip Verified | Delhi to Frankfurt. Worst customer service ever. This airline is worst I’ve ever come across in handling customer complaints. My parent's flight with Lufthansa was delayed which resulted in missing their next flight from Frankfurt to Toronto. Overall they ended up taking additional layover and spent an extra 7 hours on their trip. I asked for a partial refund I was told $300 refund in June 2019. Customer support has asked for same verification documents over twice so far. It’s October 2019 and no refund has been issued yet. They don’t respond to email for days, when they do they ask for the same information that was already provided to them months ago. Very frustrating and poor customer service. Zero stars for this airline.",Economy Class,2,1,1,1,1,no,1546,,Family Leisure,Delhi to Frankfurt,May 2019,1,1,Deutsche Lufthansa AG,Germany
2019-10-06,"""Every flight delayed""",2,"✅ Trip Verified |  London to Venice via Frankfurt. Booked connecting flights to Venice for short city trip - I live near LHR, most flights to italy from England from LGW - over an hour away. Every flight delayed- we made our connection (time supposed to be 1.5 hrs between flights) by minutes & having to run miles through Frankfurt airport! Why on a so called connecting flight Lufthansa do you park the incoming flight literally km away from the outgoing with minimal time. The only reason we made our Venice flight was because it too was delayed! On the way home  VCE to FRA delayed again ... absolutely no chance of making our connecting flight ... walking km again in the hideous Frankfurt airport - looking for Lufthansa help. All service desks closed, I asked at a boarding gate about our flight - staff pointed to a gate - theres no one there, your flight has gone! But my latest txt from Lufthansa says it too is delayed? Few more km walk out of secure area finally found service centre. Guy very helpful,  but then had to go thru security again. Thankfully our new later flight left on time finally home! For connecting flights LH need to give at least 3 hr time gap! Whole experience was an absolute nightmare. Sad because I have to say your cabin crew on all flights were exceptional - i fly with Singapore,Cathay lots reputable airlines but hands down your crew.just the best. ",Economy Class,2,5,4,,1,no,1547,,Solo Leisure,London to Venice via Frankfurt,October 2019,1,,Deutsche Lufthansa AG,Germany
2019-10-07,"""service was perfect""",9,✅ Trip Verified | Frankfurt to Dublin. Softest landing ever I had experienced. Perfect flight. Fact that it had a cheap flight do not mean it was not comfortable. Every part of the service was perfect! Thank You,Economy Class,4,5,5,4,5,yes,1548,,Solo Leisure,Frankfurt to Dublin,October 2019,5,,Deutsche Lufthansa AG,Germany
2019-10-07,"""FA polite and professional""",7,"✅ Trip Verified | Average flight from Barcelona (BCN) to Gdansk via Frankfurt/M in economy light. Aircrafts worn out a bit, but quite clean and comfortable for a short flight. FA polite and professional during both flights. Boarding process worse than on low cost carriers - slow moving long queues on both legs. Luggage weight and size checked what considering that passengers bend the rules is not bad. In FRA airport transfer with bus. Had to wait long time in cramped corridor at gate prior the bus arrival. I highly appreciate the complimentary beverage service including sparkling wine on short-haul. I recommend this airline as a great alternative for low cost carriers when affordable tickets available.",Economy Class,3,4,4,,5,yes,1549,A321/A319,Family Leisure,Barcelona to Gdansk via Frankfurt,October 2019,2,,Deutsche Lufthansa AG,Germany
2019-10-08,"""Overall a great experience""",8,"✅ Trip Verified |  Frankfurt to Athens. Made it to the airport at the last second. Thankfully we got to check in our luggage just two minutes before the time was up. Everything went so fast thanks to the helpful staff at the airport. Flight didn't board on time. The cabin crew was late because of the delay of another flight. We departed half an hour later than scheduled and arrived 15 minutes later than planned. The flight itself was very good. I don't prefer flying during the evening but this flight was really delightful. Excellent cabin crew, one was by far the friendliest flight attendant we have encountered in the past 15 years of regular flying within Europe. Overall a great experience, even though the food could have been a lot better.",Economy Class,4,5,2,,5,yes,1550,A321,Family Leisure,Frankfurt to Athens,October 2019,5,,Deutsche Lufthansa AG,Germany
2019-10-10,"""Senator Lounge is in free fall""",6,"✅ Trip Verified | I flew from Berlin to Tivat via Frankfurt on 6 October in Business Class. The Senator Lounge in Berlin is in free fall. There was a lot of talk about the new Senator Lounge. In the end, the new one is worse than the old one. The choice of food and drinks is very limited. For breakfast, there used to be at least three choices of cold cuts and cheese; now, it is one each. The croissants are gone, the toast has gone, there is only one kind of sliced bread. There is no free champagne anymore, the alcoholic and non-alcoholic drinks selection has suffered considerably. Shame on Lufthansa for giving such a bad impression in their lounges in the German capital. The departure from Berlin was 30 minutes delayed because of the late arrival of the incoming aeroplane. However, the announcement was only made when it was already time for the pre-boarding announcement. As I was in a good position overlooking the apron, I knew that the aeroplane had not even come yet, but, to many other passengers, this came as a most unpleasant surprise, as a lot of them seemed to have short connection times in Frankfurt. The aeroplane left with a delay of more than 30 minutes; the flight itself was quite good. In Business Class, they served a tray containing a plate with slices of roast chicken, vegetables and pesto, accompanied by some bread rolls with butter as well as some panna cotta with cherry sauce and clotted cream. For me, there was enough connecting time in Frankfurt, as I knew exactly how I could get from Terminal 1 to Terminal 2 quickly. I spent some 20 minutes in the Senator Lounge. It was quite empty for that time of day. The food served reflected the fact that the Oktoberfest in Munich had started. It was all very Bavarian – the same you get in the Munich lounges all year round. Within the 50 minutes I was in Frankfurt, the departure gate changed at least four times from B30 to B20 to B27 and finally to B28. The flight from Frankfurt to Tivat was the real disappointment. The flight was more than twice as long as the inner-German flight from Berlin to Frankfurt, but the food served on board to Tivat was exactly the same as on the previous flight. I mean how is this possible? How can it be that Lufthansa – a so-called 5-star airline – offers the same kind of food on two different flights at two different times of day with different flight duration? Frankfurt is Lufthansa‘s main hub; the vast majority of the passengers have connecting flights here. Is that the impression Lufthansa tries to leave? Austrian, a Lufthansa-group member, is able to serve a hot meal on all international flights no matter how long it is. Why is the parent company, Lufthansa, not able (or willing?) to do the same?",Business Class,3,4,3,,3,yes,1551,A320/A319,Couple Leisure,Berlin to Tivat via Frankfurt,October 2019,3,,Deutsche Lufthansa AG,Germany
2019-10-10,"""have received no reply""",1,"✅ Trip Verified | Amsterdam to Munich. We booked almost two months in advance. When we arrived at the check in they said they had overbooked and if we could volunteer to go on another flight (KLM) leaving at the same time. I figured no harm so I ran to the other side of the airport only to be told by KLM that we had not been booked on that flight and that the gate was closed. So we had to run back all the way to Lufthansa to then be told they could get us on our original flight. In form of “compensation” they offered us €250 each and put us up in a hotel with a shuttle bus from the airport. But like the previous promise of another flight, the shuttle was non existent so we ended up paying for taxis out of pocket. Next day when we arrived early to follow the given instructions about the compensation once again, no one knew anything and everything they told us was wrong. The only thing we could do was file a claim online. Of course this is a very convenient way of not dealing with customers. I called and was told if I wanted to make a reservation of course I could talk to someone, but if I have a complaint that can only be done online, nice way of avoiding responsibility and not facing your many unhappy passengers. We filed the claims, I sent all the required emails and have received no reply. I am very frustrated with what I consider to be lies and lack of responsibility. Why should I have to miss my flight and pay €70 because they overbooked? So claims filed, and still no reply. Lufthansa promises are lies, don’t fall for it.",Economy Class,2,3,3,,1,no,1552,,Couple Leisure,Amsterdam to Munich,October 2019,1,,Deutsche Lufthansa AG,Germany
2019-10-12,"""the service was terrible""",1,"✅ Trip Verified | We flew on a 4.00pm flight to Glasgow via Frankfurt. We were going to visit family with our 2 month old baby girl. To be short, the service was terrible. Stewards never offered to warm bottles, never bothered to check or ask how we were doing and when we did ask for some hot water it was given very abruptly. After only 2.5hrs of a 9.5 hour flight the cabin lights were turned off completely. This was not a red eye flight so I have no idea why this was done. When I got up to stretch and stand I was told within 2 minutes to go and sit down by the rudest stewardess I have ever encountered. She also badgered other passengers throughout the flight. There was also no safety briefing at the start of the flight and all the announcements were so garbled you couldn’t understand what they were saying, in German or English. There was no offer of assistance while de-planing and no offer of assistance in regards to where we go next for our next flight. Once we arrived in Frankfurt we were almost run over (literally) by a golf cart doing at least 15-20mph! We had to walk almost 2km to get to out next gate and when we went to the Lufthansa service desk for directions there was no one around (of course). Once boarding started we were driven halfway across the airport to board the aircraft outside. Flight to Glasgow was tolerable. I would never fly Lufthansa ever again. Old aircraft, cranky service and generally inhospitable.",Economy Class,1,1,2,1,3,no,1553,Boeing 747-400,Family Leisure,Vancouver to Glasgow via Frankfurt,October 2019,1,1,Deutsche Lufthansa AG,Germany
2019-10-16,"""serving vegetarian snacks""",10,✅ Trip Verified |  Krakow to Lisbon via Munich. I salute Lufthansa for serving vegetarian snacks and vegetarian dinners.  It would be wonderful if other airlines followed suit. ,Economy Class,5,5,5,,5,yes,1554,,Business,Krakow to Lisbon via Munich,October 2019,5,,Deutsche Lufthansa AG,Germany
