date,header,rating,content,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Recommended,id,Type Of Traveller,Route,Date Flown,Aircraft,Ground Service,Wifi & Connectivity,airline_name,country
2018-05-28,"""seats are not reserved anymore""",1,"✅ Trip Verified |  Houston to Munich via Istanbul. Do not fly with Turkish Airlines, especially if you fly coach.  The online booking system failed repeatedly from the day I booked three seats from Houston to Germany via Istanbul. I booked 8 months in advance. The flight times changed three times, no more than 10 minutes on any leg. I learned that if you have reserved seats and don't call the airline to say you agree with the changes, your seats are not reserved anymore. I was able to reserve three bulkhead seats for the 12 hour leg, but found that our seats were given to a family with a baby and we were moved to the row behind them, which would have been fine except that my son, who is 5'11"" tall could not sit with his knees facing forward because the seats were too close together. When the seats were in the recline position, my daughter who is 5'4"" tall, could not put her legs in the forward position! On our return trip, I tried for two days to reserve and pay over $210 for exit row seats and the Turkish Airlines web site could not process the payment. I tried this option using the iphone app and got farther along in the process, but it ultimately failed, as well. Each time the process failed, I would log out, then log back in and my account would show that our seats were reserved, but not I did not receive a confirmation and there were no pending charges on my credit card. After a few hours I finally decided to call the Turkish Airlines desk in Houston, but because of the time difference, it was closed on Sunday and would be closed on Memorial Day Monday. I then called the Turkish Airlines phone number, +90 212 444 08 492, and the customer service rep stated that two of the seats in exit row were reserved, but were not paid for and she suggested I pay for them online. I explained I was unable to pay for them online and wanted to pay for them through her. She explained that in order for her to do that, she would have to release the seats and they might get reserved by someone else. Since that was the only way I could pay for the seats, I approved releasing the seats - and within seconds the representative said the seats were gone. She did rebook us in three seats together, but the thought of sitting in those horribly cramped seats is something all three of us are I gave a 1 point overall rating because this page required a rating. Otherwise, I would have not have given any points!",Economy Class,1,1,1,1,1,no,1221,Family Leisure,Houston to Munich via Istanbul,May 2018,,1,,Turkish Airlines,Turkey
2018-05-30,"""pleasant experience all around""",10,"✅ Trip Verified | Rome to Tel Aviv via Istanbul. Very clean aircraft, cabin crew professional and friendly. Meal provided was exceptional and I have meals in first class on other airlines that do not come close to this quality. Very impressed! Flights on time and arrived on time. Pleasant experience all around!.",Economy Class,1,1,1,,1,yes,1222,Couple Leisure,Rome to Tel Aviv via Istanbul,May 2018,A321,1,,Turkish Airlines,Turkey
2018-06-02,"""staff extremely unhelpful""",1,"✅ Trip Verified |  New York to Istanbul. Worst experience yet flying ever. The flight was delayed 3 hours and when asked about connecting flight the staff could give no information, said just to wait and maybe we would still make the connecting flight. When we missed the flight then someone would help us. When I called the online service the staff was extremely unhelpful and refused to find a manager for me, when I called back she said she was referring me to customer service but really just left me on hold for 10 minutes until I hung up. Horrendous, tickets may be cheap but reflects the service and reliability",Economy Class,1,1,,,1,no,1223,Solo Leisure,New York to Istanbul,June 2018,,1,,Turkish Airlines,Turkey
2018-06-03,"""polite and professional""",10,"✅ Trip Verified |  Hamburg to Istanbul. New A321 with new cabins, separated C and Y class, bright and airy, new seats with excellence IFE with WIFI on board. Flight 100% full but seating comfortable. Cabin crew polite and professional. After on time departure crews handed out the menu. TK served on 3.10 hours flight full tasty dinner with 2 choices with full drinks including wine and beer. They offer excellent IFE on this 3.10 hrs. flight with full choices of games and latest movies.All in all a very pleasant flight on time flight and top on board service.",Economy Class,1,1,1,1,1,yes,1224,Couple Leisure,Hamburg to Istanbul,December 2017,A321-200,1,1,Turkish Airlines,Turkey
2018-06-04,"""customer service had been shockingly poor""",1,"✅ Trip Verified | I flew with Turkish airlines to Jordan in April 2018. My luggage never arrived and when I rang they kept saying they couldn’t find it. On the 6th day of my 7 day holiday I decided to go to the airport myself and search the unclaimed baggage. My suitcase was there with my name and contact details on it. Turkish Airlines are taking no responsibility for the fact I had none of my clothes or belongings for my entire holiday. It’s over a month on and Turkish Airlines customer service had been shockingly poor. The airline is awful, I would avoid! The plane itself was of poor quality. My tray table was broken with bits of plastic sticking out on the seat in front which caught and cut my leg. Food quality poor. Overall terrible, especially as they claim to be ‘Europe’s best airline’.",Economy Class,1,1,1,1,1,no,1225,Couple Leisure,London to Jordan via Istanbul,May 2018,,1,1,Turkish Airlines,Turkey
2018-06-04,"""friendly staff, good food""",10,"✅ Trip Verified |  Prague to Tbilisi via Istanbul, returning from Baku. I was a bit worried because I had to transfer in Istanbul from IST to SAW but it worked perfectly. 90 min after landing I was at the other airport. However, it was Sunday afternoon, so there was less traffic than during the week. Only two minuses were baggage delivery at IST - the monitors are not updated regularly or are too small for such a big number of arrivals so our baggage was already out and we still did not see information about the belt and the staff at the SAW airport. I had the feeling that there we were punished for flying with Turkish as the airport is hub for the competition airline. Boarding was not even announced properly, just somebody shouted. On the return flight stop over in IST was very pleasant with smooth security control. In flight service great, friendly staff, good food. The only minus is big difference in equipment. I changed 4 planes. 2 were without IFE, one with old one and one with new one. So you never really know what is waiting for you.",Economy Class,1,1,1,1,1,yes,1226,Business,Prague to Tbilisi via Istanbul,May 2018,A320,1,,Turkish Airlines,Turkey
2018-06-05,"""yet to discover passenger rights""",3,"✅ Trip Verified |  Istanbul to Geneva. I chose an aisle seat in front of economy and at the gate find I have been bumped to a middle seat at the back. You pay for a wide legroom aisle seat and upon boarding find that you are in a standard seat. I am sick of filing complaints and getting their standard answerback : ""operational reasons"". A couple of months ago I was on an A330 where by luck I got my wide legroom seat but 5 passengers at the back who had also paid for wide legroom seats did not. THY has yet to discover passenger rights.",Economy Class,1,1,1,1,1,no,1227,Solo Leisure,Istanbul to Geneva,June 2018,A321-200,1,,Turkish Airlines,Turkey
2018-06-07,"""both times luggage went missing""",2,"✅ Trip Verified |  Boston to Cairo via Istanbul. Istanbul is airport hell - the rudest and disinterested airport personnel I have ever encountered. No one likes to help people there - they either walk away from you, snap at you or point. Food onboard was good, seats tight, and staffs smiles hide the fact that they have no interest in making anyone comfortable. Staff at the gate are equally disinterested. This is twice in two months that my family has flown Turkish Airlines from Boston and both times luggage went missing, nightmare non existent help or service. Filed a claim that we fully expect no one to respond to without getting high blood pressure.",Economy Class,1,1,1,1,1,no,1228,Family Leisure,Boston to Cairo via Istanbul,June 2018,,1,1,Turkish Airlines,Turkey
2018-06-08,"""customer service is horrible""",3,"✅ Trip Verified |  Mogadishu to Amsterdam via Istanbul./ I flew several times with THY, mostly because of their connections in Middle East and Africa. I hardly experienced planes on time, but delays were acceptable. Therefore I had never before to deal with their customer service. And that one is horrible, as I experienced. THY is not an Eurepean Airline, and therefore they do not have to commit to the European regulation with regard to delays. Although they state on their website passenger rights, which are almost a copy-paste of these regulations, they seems to be there to give you the impression that they take this seriously. My flight has delay due to an incoming aircraft which was late, and I missed my connecting flight. I had to stay over in Istanbul and needed to acquire a visa. Sounds easy. The delay is over three hours and they will reimburse the delay and the cost for the visa. In practice it is not easy to contact them, but finally I managed to get a customer service ticket. After 10 days a lot of regrets and a calculation that it was not their fault. They managed the calculation in such a way that the cause of the delay was only one minute less then the reimbursement threshold. Obviously the calculation was manipulated. For visa cost they advised to issue a new ticket with prove of cost made. I issued that request and asked for underlying documentation to support their calculation. After a while THY sent a voucher for the cost and did not respond on the question of proof. The voucher can be used only at the nearest sales office, and is valid for one year. Not surprisingly the link provided didn’t work. The voucher can only be used by me. It is not likely I will fly with THY again, and therefore the voucher is worthless. If you can opt for another European Airline instead of THY, please do so. ",Economy Class,1,1,1,1,1,no,1229,Business,Mogadishu to Amsterdam via Istanbul,May 2018,,1,,Turkish Airlines,Turkey
2018-06-08,"""excellent inflight service""",9,"✅ Trip Verified |  Istanbul to Bangkok. Chaotic Boarding at Ataturk Airport. The boarding pass showed a boarding group but everyone was boarding at the same time/no group boarding handled by TK ground staff. Flight 100% full with first generation of Boeing 777-300ER cabin a bit of age but with 3-3-3 seating in Y class, seat 48 cm. wide and very comfortable with good leg room. Cabin crew very organized and professional., they ran the first service aperitif with peanut and drinks and handed over the meal menu to passengers follow by the tasty late supper (2 choice) service. Meal was tasty with full choice of drinks incl. wine beer and other alcoholic beverage. After meal service before turn off the lighting cabin crews provided 1 bottle of water to every passenger. Older IFE on this flight with less choices of games and movies which unfortunately not translated in exotic languages. During the night flight cabin crew came with drinks or ice cream. 2 Hours before landing we were woken up with tasty breakfast and warm rolls and croissant. All in all no negative claim - TK offers top Y class product. I was very satisfied and had a beautiful trip HAM-IST-BKK on TK. Attractive price, flight on time, cabin crew very attentive and excellent inflight service.",Economy Class,1,1,1,1,1,yes,1230,Couple Leisure,Istanbul to Bangkok,December 2017,Boeing 777-300ER,1,1,Turkish Airlines,Turkey
2018-06-13,"""Overall good experience""",9,"Not Verified |  Seychelles to Dublin via Istanbul. Overall good experience. Was given row with bassinet seat as traveled with infant. Even though the customer service wasn't very helpful giving us these seats, and even an explanation why, we were given them at the airport. Great service on board. Staff very friendly and food very tasty. All four flights we flew with Turkish Airlines were on time and one even ready to take off few minutes before.",Economy Class,1,1,1,1,1,yes,1231,Family Leisure,Seychelles to Dublin via Istanbul,June 2018,,1,,Turkish Airlines,Turkey
2018-06-14,"""miserable customer services""",2,"✅ Trip Verified |  Istanbul to Pristina. I chose an aisle seat 14C while purchasing my ticket. On Online Check-in the page confirmed my seat selection however on the very next page was forcing me to select a different seat. Only the seats at the back of the aircraft were available. Literally, I have been bumped out of my seat by someone at Turkish Airlines. I called their contact center and talked for an hour. They said they are going to fix this error and get back to me in an hour. Nobody called for 6h so I called them back but this time the person on the other side of the phone said that there is nothing he could do other than transferring me to their complaints department. Typical TK and their miserable customer services. Now, this department simply does not exists in Turkish Airlines. There is no single person in the entire world whose case was solved by this department. I am sick of everytime getting their standard answer back like “Operational Reasons"". Turkish Airlines is a monopoly with no passenger rights at all. It’s been 2 days by now and nobody called back and no emails sent with the subject. They are way behind the other airlines on helping their customers.",Economy Class,1,1,1,1,1,no,1232,Business,Istanbul to Pristina,June 2018,,1,,Turkish Airlines,Turkey
2018-06-15,"""lounge at IST is great""",10,"✅ Trip Verified |  Chicago to Istanbul. Fantastic flights (esp. food!)  - this time they did not lose our luggage for a week so it was even better. We spent a week in Istanbul and also took some TK domestic flights that went very smoothly (and they still serve tomato and cheese sandwiches on fresh bread, even on short flights) very helpful ground staff at IST domestic terminal to assist with checkin and bag drop and the lounge at IST is great.",Business Class,1,1,1,,1,yes,1233,Solo Leisure,Chicago to Istanbul,May 2018,,1,,Turkish Airlines,Turkey
2018-06-19,"""beyond horrible""",3,"✅ Trip Verified | Chicago to Sarajevo via Istanbul. The customer service is beyond horrible. Changing the date of the flight due to father’s unexpected passing was a nightmare. The fee to change the flight was over $1,000. A new ticket would have been $1,400. I had to speak to several different agents. Only one expressed her condolences. The rest sounded like robots who barely spoke English and complained that there was nothing they could do. Twice the line was disconnected and I had to start all over with the new agent.",Economy Class,1,1,1,1,1,no,1234,Solo Leisure,Chicago to Sarajevo via Istanbul,June 2018,,1,1,Turkish Airlines,Turkey
2018-06-19,"""definitely fly again""",9,"✅ Trip Verified |  Miami to Bucharest return via Istanbul. One adult and two children were travelling. Check-in at Turkish counter in Miami was very smooth and quick. The boarding process was done by letters and was very without issues. Onboard I was impressed with the cleanliness of the aircraft and how new it was (no more than 3-5 years old). The Audio-Video Entertainment system was amazing and I would say probably the best I've ever seen with new movies, old movies, blockbusters, etc. The food and beverage selection was great. The kids received goodie bags and everyone received sleepers, toothpaste/toothbrush and sleep mask. The flight attendants were very attentive and  smiling. The second leg, IST-OTP was great as well. Flight was operated with an A330-200 which I found odd for such a short leg. Very clean plane, relatively new and same great entertainment system. Flight time was 45 minutes but food was served as well. Return flights were great as well. OTP-IST flown on a B737-700 which did not have personal video screens but food was served and service was great. IST-MIA flown on the same B777-300ER and same great, attentive service. Turkish are still allowing two free checked bags for economy passengers.  I would say Turkish service is on par or even slightly better than Lufthansa but at a much better price. WI-FI is available for a price but didn't use it. Charging ports present for each seat. Will definitely fly again.",Economy Class,1,1,1,1,1,yes,1235,Family Leisure,Miami to Bucharest,June 2018,Boeing 777-300ER,1,,Turkish Airlines,Turkey
2018-06-21,"""Worst airline ever""",2,"✅ Trip Verified |  Toulouse to Singapore via Istanbul. Worst airline ever. Before boarding the plane, I chose to have my seats near the exits as I was 6 months pregnant. However, when I boarded the plane, I was told by the guy sitting next to me that I was not supposed to be seated beside him as he told the air steward that he wanted my seat for him and his son. I sat down anyway, as I was not told of it. 5 mins later, the air steward told me to change my seats to accommodate the father and son, and I was moved all the way to the back of the plane. Best part, I have requested for special meals to be served, however, they did not update my special meal request even when they were the one who forced me to have my seats changed. So Turkish is hinting me that you can paid for 2 seats and request for 3? Mind you, it was the seats in the first few rows. Tried sending in a few emails, however, their replies are generic and they takes years to reply. ",Economy Class,1,1,1,1,1,no,1236,Solo Leisure,Toulouse to Singapore via Istanbul,August 2017,,1,,Turkish Airlines,Turkey
2018-06-21,"""experience has been very positive""",9,"✅ Trip Verified | The aircraft was modern with excellent inflight entertainment options (latest movies were available). Food was tasty, and beverage options were great. Even during meals sandwiches and cookies were available. The toilet always has hand cream as well which was useful for our drying skin during the 11+ hour flight. The staff were friendly, and Turkish Airlines always gives out 'care packages' on long haul flights which contains chapstick, slippers, cream, socks, eye cover, earplugs, toothpaste and toothbrush. The airline's magazine is a good read. My flight was delayed by almost 4 hours so I did not reach my connection, had to spend the night in Istanbul. Turkish Airlines provided hotel, shuttle, dinner as they rescheduled me for the next day. On top of this, when I later contacted them about compensation, they fairly acknowledged the lengthy delay in getting me to my final destination and provided compensation as per current flight regulations. The Istanbul Ataturk airport also has plenty of shopping and eating options, smoking area. Overall my experience has been very positive with Turkish Airlines, despite the above mentioned hiccup which they fairly rectified. I would and definitely will fly with them again.",Economy Class,1,1,1,1,1,yes,1237,Solo Leisure,Miami to Istanbul,June 2018,,1,,Turkish Airlines,Turkey
2018-06-23,"""Very insufficient legroom""",3,✅ Trip Verified |  Nevsehir to Istanbul 20-Jun flight delayed for one hour. Very insufficient legroom. Light snack served on this 1 hr and 15 minutes flight. Could have been better if dinner was served rather.,Economy Class,1,1,1,1,1,no,1238,Solo Leisure,NAV to IST,June 2018,A321,1,1,Turkish Airlines,Turkey
2018-06-26,"""Worst trip ever""",1,"✅ Trip Verified | Worst trip ever. First it’s never on time, the crew barely speak English. Arriving at Istanbul the airport is literally a shopping mall with all staff who don’t speak neither English nor French only Turkish! Good luck finding you gate on your own. The return trip was a nightmare, the flight from Kenya was late and believe or not when I arrived at Istanbul the clerk at the desk said I missed my connection flight, although I had 20 minutes before it’s departure but of course not as they don’t use tunnels, only buses at Istanbul.",Economy Class,1,1,1,1,1,no,1239,Solo Leisure,Paris CDG to Kenya Mombasa via Istanbul,June 2018,,1,,Turkish Airlines,Turkey
2018-06-26,"""quality is severely deteriorating""",2,"✅ Trip Verified |  Istanbul to Zurich. I chose an aisle seat 8D during my online check-in (around 16h prior to departure) and got a confirmation email. At the airport, the airline kiosk did not issue my boarding pass and instead forwarded me to a normal check-in. I had to wait 40 minutes in line and then the agent told me that for “Operational Reasons"" my seat has been changed to 25D. This is happening to me the second time this month. Turkish Airlines quality is severely deteriorating. Other passengers had the same problem and there were people arguing about their changed seats. ",Economy Class,1,1,1,1,1,no,1240,Business,Istanbul to Zurich,June 2018,,1,1,Turkish Airlines,Turkey
2018-06-26,"""I'll be avoiding at all costs""",1,"✅ Trip Verified |  Singapore to Belgrade via Istanbul. I've used this airline several times, and each time it's been a pretty bad experience, mostly due to the service which ranges from average to terrible. On my most recent flight, my baggage (and that of many other passengers) arrived completely wet. Everything inside was wet and dirty which caused a great inconvenience for my whole trip. I was transferring through Istanbul and I guess it was raining there, but it was clear that the baggage had been treated inappropriately and carelessly. This is one airline I'll be avoiding at all costs in the future!",Economy Class,1,1,1,1,1,no,1241,Solo Leisure,Singapore to Belgrade via Istanbul,May 2018,,1,,Turkish Airlines,Turkey
2018-06-26,"""I am so disappointed""",2,"✅ Trip Verified |  Oporto to Bangkok via Istanbul. Flying to Bangkok to see my father before his operation was going smoothly until I arrived in Istanbul. The flight was originally delayed by 1 hour 50 minutes and kept increasing until we took off almost 5 hours behind schedule. The ground staff had no answer to my questions as to why the flight was late other than it happens often with the flights. Food was served but by the time I reached the front of the line it was finished and I was told 'sorry'. When the flight eventually took off, I was in a seat that was broken and wouldn't recline and the air conditioning was not working properly. I barely slept the entire trip due to stressing about not reaching the hospital on time, and we landed over 3 hours 10 minutes late, with a further 35 minutes before the doors even opened. I am so disappointed as the entire trip from Istanbul onwards was stressful, uncomfortable and there was a total lack of care. The return leg was much better, but I had to make it with a heavy heart. The cabin crew are friendly enough and the food is great, but will I ever fly with them again? I doubt it very much.",Economy Class,1,1,1,1,1,no,1242,Solo Leisure,Oporto to Bangkok via Istanbul,June 2018,,1,1,Turkish Airlines,Turkey
2018-06-27,"""not take this airline again""",3,"✅ Trip Verified |  New York to Istanbul. Our flight to Istanbul (TK2) was at 7:05PM. The crew served dinner only at 10:30PM, NY time. My last meal was around 2.30PM. I was  without food for 8 hours and because of my stomach problems, I started cold sweats, and had to take my medications to calm my stomach. I did have food with me, but because I stowed my bag in the overhead bin, I needed a flight attendant to help me take it because I am really short, and could not reach for it. I pressed the flight attendant button, but no one came. In the meantime, my friend who is in business class was saying that they were being fed non stop since they boarded until around past 10PM. Is it possible that all the flight attendant were there in the business class and our dinner was being deferred? I have flown countless times over the past 2 decades, and this is the first time I have been in a plane which did not serve food after the fasten seat belt sign turns off, considering that we only have 10 hours of flight, and another meal will be served before we land. The attention of the flight attendants to the economy class passengers is really poor. During the round trip flight, I was looking for someone to compliment for looking after me, even for just one bit of help, but no one i asked for help ever met my low expectations. This airline has a lot to learn from South east Asian airlines. Another problem. I asked my travel agency to get me a bulkhead seat. My travel agency said that the Turkish airline confirmed that I had a bulkhead seat both ways. Unfortunately, on both travels, my seat on both legs were behind the bulkhead seats. There seems to be a problem with the seat plan they are looking at, which is likely inconsistent with the real seats of the plane. I probably will not take this airline again.",Economy Class,1,1,1,1,1,no,1243,Business,New York to Istanbul,June 2018,Boeing 777,1,1,Turkish Airlines,Turkey
2018-06-27,"""the food was tasteless""",4,"✅ Trip Verified |  Istanbul to Duesseldorf. I was rebooked due to a late arrival of first flight. The ground service is the worst as they barely understand any sort of English. The aircraft was in a poor shape even that it was one of the more recent planes, the service was not just terrible but the food was tasteless. I am much surprised how bad this airline became.",Business Class,1,1,1,1,1,no,1244,Business,Istanbul to Duesseldorf,June 2018,A321-200,1,1,Turkish Airlines,Turkey
2018-06-28,"""Horrible customer service""",1,"✅ Trip Verified |  Los Angeles to Tirana via Istanbul. I traveled to Albania on April 28th to visit my sister. Once I got there they did not have my suitcase and when I request information they said “they cannot locate it”. I arrive with no suitcase and no personal stuff.  I went to Airport twice still Turkish had no idea where is my suitcase, so I bought some clothes and hygiene stuff. I kept my receipt. Monday I went back to airport because by phone I could not get respond. Monday by noon we waited there no suitcase. I went back to hotel and at 10pm my hotel customer service called and said my luggage is here. Suitcase was damaged but it was ok with me and I was happy to be able to give all the gift I bought to my sister. After I came back I send a receipt of my purchased items, Turkish send me $41 check as reimbursement. I did file complaint with BBB and they just told me with several request respond from Turkish they never responded to me or BBB. Horrible customer service. If you have connection from Istanbul you are doomed with unorganized service and no one takes responsibility.",Economy Class,1,1,1,1,1,no,1245,Family Leisure,Los Angeles to Tirana via Istanbul,April 2018,,1,1,Turkish Airlines,Turkey
2018-06-28,"""told me that gates are closed""",1,"✅ Trip Verified |  Zurich to Delhi via Istanbul. I landed Istanbul at 18:40 and after security checks and all took 25 minutes. My next flight was at 20:20. I was confused to go to which gate to take my next flight. I asked few people to find a way. I got to know i have to go to gate no 504. So moved to gate number 504. I reached there at 19:57. The guy who was at boarding counter told me that gates are closed. I told him how is it possible as I have the boarding pass and still there are 23 minutes left. Then he asked me to go to the transfer desk and assure me they will help me in this matter. I rush without debating to that guy and when I reached there the guy laughed at me and asked me to wait for 10 minutes. So that the 20:20 time can be passed. Then he came and ask me to buy new tickets. Instead of helping you mislead a customer and ask him to ran here and there. And the cost for the ticket is too high. When I paid the entire money and have nothing left out I asked them I have no money left for anything to eat. They told me they will provide food every 5 hour - once i got the new ticket and after 14 hour I reached them and asked for food and they denied even for tea. Next day when I boarded the flight, flight delayed for 1:30 hour and we waited without our fault.",Economy Class,1,1,1,1,1,no,1246,Couple Leisure,Zurich to Delhi via Istanbul,June 2018,Boeing 777-300ER,1,1,Turkish Airlines,Turkey
2018-06-28,"""her knowledge and understanding""",8,"✅ Trip Verified |  Zagreb to Singapore via Istanbul. All it takes is just one confident ground crew staff member who empathizes with the emotions of a passenger in distress over mistaking the flight-time 20:05 as the check-in time for 22:05. After a two-week holiday, my husband and I arrived at the airport to check into Flight TK1056. To my horror, I discovered that the gate was closed! And the flight was schedule to take off in 15 minutes! However, we were blessed by the presence of a ground-staff member. I regret not having asked for her name but thankfully, I had taken a snapshot of her while waiting to board the plane and I have attached her picture to this note of thanks. I only realised my mistake when I wanted to check in my luggage at 20:00. I asked the Zagreb airport information staff for help. She calmly and gently directed me to Turkish Airline staff who made a few calls for quick checks, and sprung into action. She got a ground-staff to re-open a counter and made a very quick check-in. She then opened up a channel all through the security checks, immigration process and all the way up to the boarding gate. In ten minutes or less, we were at the boarding gates. What I really appreciate most about her was her knowledge and understanding of the processes involved. She explained to us along the way, that flights from Istanbul to Zagreb had been delayed because Istanbul had experienced very bad weather that afternoon and almost all flights from Istanbul were delayed. So even though I had divine help in that my flight was delayed, I may not have been able to get on board the flight if not for this particular lady who went out on a limb and call in favours through all the channels of security and luggage processing to get our luggage into the cargo-belly of the plane and to rush us to the gate in time for our flight. Thank you, Turkish Airline and Zagreb Airport.  On a separate issue, I also would like to add that Turkish airline is also very mindful of the needs of its passengers. I appreciate the night pack that was given during my red eye flight from Singapore to Istanbul and from Istanbul to Singapore. The night pack contains the most useful things for a more comfortable flight.",Economy Class,1,1,1,1,1,yes,1247,Couple Leisure,Zagreb to Singapore via Istanbul,June 2018,,1,,Turkish Airlines,Turkey
2018-06-29,"""Customer service a joke""",1,"✅ Trip Verified |  Algiers to Manchester via Istanbul. I have the same experience word by word as below my review. I missed my connection flight. My first Turkish Airlines plane was late, and the second plane has gone 10 minutes before dest. time. The screen has shown ""go to gate"". But the plane was nowhere. Everybody was so rude at the airport, helpless and their attitude was awful. Finally I had to buy a ticket for the next flight for 342 pounds, because they told me, the plane us full, I can travel only on business class, where actually was a very poor service. Customer service a joke, it was the worst ever. ",Economy Class,1,1,1,1,1,no,1248,Solo Leisure,Algiers to Manchester via Istanbul,June 2018,,1,1,Turkish Airlines,Turkey
2018-06-29,"""I am very disappointed""",1,"✅ Trip Verified |  Paris to Seoul via Istanbul. I lost my baggage and it took three days to get my baggage back. I know it could be happened for anyone to lost baggage, but I am very disappointed from this experience. The thing is, you can't imagine how their customer services are terrible. It's the worst. I called to their customer service center several times in a day to get the updates. They gave me all different information every time and that made me so confused. I tried to contact to the Korean office first, they don't know anything and have no rights to do something about this case and I spoke with four different people from English c/s division since I lost. No one tried to take responsibility, they told me; too busy, Istanbul airport is so big, it's not their fault, it's a fault of the airport, they have no idea / they are not sure when I can get my bag back, etc. They never called me back until the day after I found my bag, so I called them (that was 10+th try) and then they apologized. If someone from the office tried to find it more aggressively, I could get it back earlier. Lost baggage is irregular thing. We pay for the flight under the promise that the Airlines will ship it with my flight. But they works under the regular manual only and try not to take responsibility. It could be happened to anyone who uses Turkish Airlines.",Economy Class,1,1,1,1,1,no,1249,Business,Paris to Seoul via Istanbul,June 2018,,1,1,Turkish Airlines,Turkey
2018-07-02,"""way behind other carriers""",1,"Not Verified | Istanbul to Manila. Flying business class for me firstly means I will have a seat which lays flat and more personal space on my long haul travels, along with good food, drink and that certain feeling of being made important, so flying Turkish Airlines for the first time i wondered how they would rate against other carriers? Upon boarding my seat was pointed out to me, I had been settled for 15 minutes before any cabin crew made contact, when I was offered a pre flight drink, orange, lemon mint or water. I requested champagne, and waited another 5 minutes for this to arrive, albeit a very small measure. Flight under way and I was given a handful of menus, for dinner, drinks, wine list and a pre breakfast menu, again I choose champagne as my choice of drink, again I was presented with a small measure. Meal served and what a total disappointment - it looked good if it was colour and presentation you were looking for, and to be honest it was no more than an economy meal served on china. I had to ask for bread as this wasn't offered. Taste wise it was bland, and small in portion and I am unsure as to what purpose a tacky so called candle added to the experience. The toilets had me wondering, there were two in business class yet both were completely different designs, again both resembled what i would expect in economy. Seat was good, pretty run of the mill, IFE, dreadful choice of films & TV, no blockbuster films one would expect. I wanted Turkish Arlines to be good, sorry to say they are not, they are way behind other carriers on the Manila route, way behind other carriers on long haul routes, its certainly a case of running before they can walk.",Business Class,1,1,1,1,1,no,1250,Solo Leisure,Istanbul to Manila,May 2018,Boeing 777,1,1,Turkish Airlines,Turkey
2018-07-02,"""inflight service very good""",10,"✅ Trip Verified |  Istanbul to Singapore. I find the inflight service very good, quick and efficient and especially the food in Economy is always excellent. Always a very good selection. I have no problem recommending Turkish.",Economy Class,1,1,1,1,1,yes,1251,Solo Leisure,Istanbul to Singapore,April 2018,Boeing 777-300ER,1,,Turkish Airlines,Turkey
2018-07-03,"""lost my baggage""",1,"✅ Trip Verified |  Minsk to Beirut via Istanbul. Turkish Airlines lost my baggage along with the baggage of other customers, this is unacceptable. I submitted my claim at the airport, I hope they will return it in good condition so i could update this review.",Economy Class,1,1,1,1,1,no,1252,Solo Leisure,Minsk to Beirut via Istanbul,July 2018,,1,,Turkish Airlines,Turkey
2018-07-06,"""my bags didn’t make it""",1,"✅ Trip Verified |  I travelled with Turkish Airlines from Calgary to Nairobi via Istanbul on July 1st (arrived on the 3rd). When I got to Kenya, my bags didn’t make it. There were many other people in the same situation, as there was a big line up at their counter. After waiting for at least an hour, the agent told me the bags were in Turkey and that they would be delivered sometime in the next 2 days. I’m lucky I had some spare clothes in my carry-on. I called Turkish everyday ever since and just yesterday (July 4th) they told me they basically have no idea where my 2 suitcases are. All agents are very unhelpful and have no idea what is going on. I had a especially poor experience with one agent who was very condescending and didn’t even try to search for answers. I left for a 14-day Safari on July 5th, and upon asking this agent how it would work for the reimbursement for the clothes I purchased, she basically gave me a lesson on how I should buy cheap things. Now, I’m stuck in Africa for 20 days with no bags, no clothes, and Turkish has not even offered me any type of compensation. I was travelling on Business Class and that’s how they treat their Business Class flyers.",Business Class,1,1,1,1,1,no,1253,Solo Leisure,Calgary to Nairobi via Istanbul,July 2018,,1,1,Turkish Airlines,Turkey
2018-07-07,"""aircraft almost new""",10,"✅ Trip Verified |  Ljubljana to Bangkok via Istanbul. All aircraft almost new, A330 cabin fresh and airy. Asian vegetarian catering tasty and divers, good beverage options. Toilets clean through the whole flights, even with fresh roses, toilet water and hand cream. A very nice touch. The staff on all flights friendly and very professional. Amenity kit with slippers, lip balm, socks, eye cover, earplugs, toothpaste and toothbrush is available and very much appreciated. All flights on time, arriving even ahead of schedule to final destinations. The only negative side is their hub: Istanbul Ataturk airport is overcrowded and dirty, staff unfriendly, even rude.",Economy Class,1,1,1,1,1,yes,1254,Solo Leisure,Ljubljana to Bangkok via Istanbul,June 2018,A321/A330,1,1,Turkish Airlines,Turkey
2018-07-08,Turkish Airlines customer review,2,"✅ Trip Verified |  Washington to Istanbul. Just don’t fly Turkish Airlines or you will receive the worst flying experience, ever. Make sure to check out their reviews online before you buy a ticket from them.  Dealing with Turkish Airlines is a nightmare. They have very poor customer service, the employees are very rude, ""unfriendly and unprofessional"". They seem to have a “no smile” policy. They will not listen to your needs and ignore your complaints. They will not take responsibility or apologize to make up for your losses when they screw up. I do not recommend using Turkish Airlines.  I flew with them 25 years ago and had a bad experience back then. I had hoped that they had improved their services since then, but instead it went from bad to worse.",Economy Class,1,1,1,1,1,no,1255,Solo Leisure,Washington to Istanbul,May 2018,,1,1,Turkish Airlines,Turkey
