date,header,rating,content,Seat Type,Value For Money,Recommended,id,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Aircraft,Type Of Traveller,Route,Date Flown,Ground Service,Wifi & Connectivity,airline_name,country
2016-04-19,"""very pleasant experience""",9,"✅ Verified Review |  Flew Moscow to Simferopol with Aeroflot. Very pleasant experience - brand new plane, very comfortable seats and cable, power plugs, usb etc, no entertainment system on this short flight but fully compensated by seats equipped with IPad / personal devices holder - one of the best seats for such short flights.",Economy Class,1,yes,293,1,1,1,,A320,Solo Leisure,SVO to SIP,April 2016,1,,Aeroflot,Russia
2016-04-21,"""good food and excellent staff""",7,"✅ Verified Review |  Moscow to Hong Kong on Aeroflot Boeing 777, and I am glad of the new aircraft. Good food and excellent staff. Quite comfortable seats, everything seems to be fine, but the backrest recline seems no more than economy. So the level of comfort for long-distance flight is not the very best. It is strange that for such an aircraft at SVO Airport we had to use the old terminal.
",Premium Economy,1,yes,294,1,1,1,1,Boeing 777,Business,SVO to HKG,April 2016,1,1,Aeroflot,Russia
2016-05-06,"""seats were uncomfortable""",2,"✅ Verified Review |  I flew with Aeroflot from Nice to Tokyo return via Moscow and it was horrible. I didn't expect it to be the best because it was not expensive but there is a minimum. The seats were uncomfortable and service wasn't good, they serve the drinks and a long time later the meal, and were slow to clear trays after you finish eating.  Cherry on the cake they lost my luggage on the way back. Meanwhile they didn't explain anything and were not nice at all. After 10 days I received my suitcase damaged and without the handle. Not to mention how it was inside. They didn't take responsibility for anything and didn't even apologize. ",Economy Class,1,no,295,1,1,1,1,,Solo Leisure,NCE to NRT via SVO,April 2016,1,,Aeroflot,Russia
2016-05-10,"""get what you pay for""",8,"✅ Verified Review |  Seoul Incheon to Novosibirsk via Khabarovsk. Both legs of the flight were operated by Aurora airlines under the Aeroflot code SU. During the booking on Aeroflot web site this information was not provided. The aircraft were new and clean (all ex Aeroflot). Seats are comfortable. Check-in was smooth and fast. Staff on board was helpful. Disembarkation in Khabarovsk was so slow. We had to wait for more than 20 mins in the airplane. Food on ICN-KHV leg was terrible, KHV-OVB a bit better but still really bad. No AVOD provided. You get what you pay for. Would use this company for my future trips, but food quality must be improved.",Economy Class,1,yes,296,1,1,1,,A319,Solo Leisure,ICN to OVB via KHV,May 2016,1,,Aeroflot,Russia
2016-05-20,"""food was good enough""",8,"Flew from New York to Stavropol via Moscow with Aeroflot, and was satisfied with the flight and service. I requested a special low fat meal and food was good enough. Flew back to NY in two weeks and also was satisfied with service and time management. The only thing I dislike is not giving to passengers bottled water. It was very inconvenient to ask about water all the time.",Economy Class,1,yes,297,1,1,1,1,Boeing 777,Solo Leisure,JFK to STW via SVO,May 2016,1,,Aeroflot,Russia
2016-05-22,"""place for more innovation""",7,"Tel Aviv to Guangzhou return via Moscow with Aeroflot. From Tel Avid an A320 in business, very good service, big leg room, good seats. Drinks and meal normal. Moscow to Guangzhou on an A330-300 in economy class. Airplane was full, very long flight, 2 meals which were very similar with no diversity. Drinks were not and even you dry up in such a long flight. You have to go and to ask for water! Seats were normal, as for long flight airline might be more generous and give more space. Return also an A330-300 in Economy class. Long flight, service including drinks was better then former flight. 2 meals which are almost the same. Moscow to Tel Aviv a Boeing 777-300, service of staff normal, entertainment system did not work for my row. Must say, we use this route with Aeroflot, food has improved a lot, but still have place for more innovation.",Economy Class,1,yes,298,1,1,1,1,A320 / A330 / Boeing 777,Business,TLV to CAN via SVO,May 2016,1,1,Aeroflot,Russia
2016-05-22,"""customer service wasn't very good""",6,"✅ Verified Review |  Prague to Shanghai via Moscow with Aeroflot. The ticket was cheap and I got to my destination on time. No damage to my suitcase and a relatively short layover in Moscow. However, the customer service wasn't very good. The flight attendants came across as cold and the plane was obviously understaffed (especially the SVO to PVG leg) and therefore it took the lone flight attendant forever to hand out meals and collect trays afterwards. The inflight entertainment had rather limited choices and there were no snacks available throughout the flight in the galley - only drinks. There were also fewer lavatories on Aeroflot's B777 compared to some other airlines. The layover in SVO wasn't pleasant at all. There were only a handful of seats near the departure gate and no free WiFi connection that would be actually working with my or my partner's smartphone. The corridors there are pretty narrow and crowded. Thankfully my layover was short. Overall, it was alright given the very low price, I suppose, but I will probably avoid flying with Aeroflot for some time - the few bucks that I saved weren't worth the discomfort.",Economy Class,1,yes,299,1,1,1,1,Boeing 777,Solo Leisure,PRG to PVG via SVO,February 2016,1,,Aeroflot,Russia
2016-05-30,"""I recommend this airline""",9,Los Angeles to Barcelona via Moscow with Aerflot - this is a long flight but the trip went by fast. Had 2 main meals and 1 snack during the flight. All was included in the price. I had one carry on camera bag and 1 checked bag. No charge for the checked bag. I purchased my ticket 9 months in advance and only paid $665.00 R/T. I had a great flight. I recommend this airline.,Economy Class,1,yes,300,1,1,1,1,Boeing 777-300ER,Solo Leisure,LAX to BCN via SVO,September 2015,1,,Aeroflot,Russia
2016-06-10,"""domestic seats more comfortable""",5,"DEL-SVO was an early morning flight on a brand new Boeing 737-800. No IFE, mediocre vegetarian food, no free alcoholic drinks. The cabin lights were left on for too long, which made it difficult to sleep. Economy class seats with little legroom (31-32"" pitch). SVO-MRV-SVO domestic sector seats were more comfortable and crew were more friendly, and served a sandwich and soft drinks. The return SVO-DEL flight was similar, except we managed to get the front row seats (row 6) in the economy class which made the experience better. Food was better, too, but no free alcoholic drinks. Overall a mixed experience. The passport control at SVO, in both directions, was a different story!",Economy Class,1,no,301,1,1,1,,Boeing 737-800 / A320,Family Leisure,DEL to MRV via SVO,June 2016,1,,Aeroflot,Russia
2016-06-23,"""and I loved the flights""",9,✅ Verified Review |  JFK New York to Tel Aviv Israel via Moscow with Aeroflot. After reading all mixed reviews online I was pretty nervous. I am happy to say that I am so happy I took a chance and I loved the flights. I will never hesitate to fly with Aeroflot again. The food could be better a bit more flavor but everything else was fantastic! Do not hesitate to fly with them.,Economy Class,1,yes,302,1,1,1,1,Boeing 777-300,Family Leisure,JFK to TLV via SVO,May 2016,1,,Aeroflot,Russia
2016-07-28,"""you do get what you pay for""",5,"Los Angeles to Berlin via Moscow. Our first flight was delayed which caused us to miss our connecting flight. When we returned back to LAX from Moscow, our flight was delayed by almost two hrs. Thankfully our connecting flight was 5 hrs after so we didn't miss our connecting flight. It seems to me that they have many delays. So be mindful if you decide to purchase a ticket with them. The service was not the best, food was mediocre and the inflight entertainment was decent. On their smaller flights you have to pay for food or drinks. In terms of price, they are reasonable, and you do get what you pay for.",Economy Class,1,yes,303,1,1,1,1,,Solo Leisure,LAX to TXL via SVO,July 2016,1,,Aeroflot,Russia
2016-08-25,"""a bit disappointed with the seats""",6,✅ Verified Review |  Good and efficient check in. Staff spoke adequate English for the task. This Aeroflot flight was a code share and operated by Rossiya Airlines from Ekaterinburg to St Petersburg. The plane left and landed on time. The plane was clean and looked fairly new. I was a bit disappointed with the seats as they were economy standards with the middle seat not used. There was limited recline and no IFE on a three hour flight. The meal was adequate not good and it was not possible to get good food in the lounge. Cabin staff were polite and had adequate English. Only Russian newspapers were offered. Baggage was slow coming off the flight and my priority labelling did not help get it to me quickly as mine was one of the last unloaded.,Business Class,1,yes,304,1,1,1,,,Solo Leisure,SVX to LED,July 2016,1,,Aeroflot,Russia
2016-08-25,"""staff very kind""",9,"✅ Verified Review | Yerevan to Rome via Moscow with Aeroflot. New aircraft, clean, staff very kind and all english speaking. Good legroom, very tasty meal. I ordered a special ""Indian veg"" meal and it was amazing. Baby meals including toys to distract the kids and overall good care and attention for all children. Always on time - excellent value for money.",Economy Class,1,yes,305,1,1,1,1,,Family Leisure,EVN to FCO via SVO,August 2016,1,,Aeroflot,Russia
2016-08-30,"""making this trip memorable""",10,"We booked a round trip flight for our grandson to fly from Chelyabinsk to Washington DC. He was with his grandmother on the flight to America, and he returned home as an unaccompanied minor. Aeroflot was super in their booking, taking care of all the details, and his flight home to Chelyabinsk was seamless. He had a six hour layover in Moscow which he passed under Aeroflot control, and was escorted to the Chelyabinsk flight with no problems. His checked luggage was sent along to Moscow and then to Chelyabinsk without him having to touch it until arriving at Balindino in Chelyabinsk. He is pretty mature for a nine year old but still this was his first flight alone. We were very impressed with the care Areoflot took to make his flight safe and enjoyable. Thank you Aeroflot for making this trip memorable for our grandson and for his grateful grandparents.",Economy Class,1,yes,306,1,1,,,Airbus 330,Family Leisure,IAD to CEK via SVO,August 2016,1,,Aeroflot,Russia
2016-09-16,"""very decent flight overall""",10,"✅ Verified Review |  Flight from Moscow to New York JFK on Sept. 11th 2016. No delays. Smooth check-in and boarding. Attentive and friendly cabin crew. Food (lunch and dinner) was well-presented and tasty. Excellent IFE. Clean aircraft. Very decent flight overall, one of the best I have ever flown in economy class.",Economy Class,1,yes,307,1,1,1,1,Boeing 777,Solo Leisure,JFK to SVO,September 2016,1,,Aeroflot,Russia
2016-09-18,"""inflight it was a mixed experience""",6,"London Heathrow-Moscow return with Aeroflot. Paid a small premium for a non-stop flight, and it was worth it as alternative routings are not convenient. Both flights were on time and there was no waiting for luggage. Inflight it was a mixed experience. Legroom and seat width was very decent on both aircraft, and the A330 even has personal entertainment screens although the system is old and very slow to respond - some passengers gave up. The inflight magazine looks great but shamefully except for a few pages it's entirely in Russian. They serve a small meal on this flight, a slighly reduced version of something you'd get on a transatlantic flight with no dessert. Don't expect Russian cuisine, except for the dry Russian bread. Cabin crew could do with a communication refresher course: on the outbound they were welcoming and friendly, but on the inbound they were devoid of smiles, mechanical with military-like efficiency, and I witnessed some shocking behaviour from one crew member who barked at passengers, even shouting ""chicken or lamb?"" six times to an elderly passenger who clearly could not undertand English. Shermetyevo airport is a mess both on arrival and departure, clearly not designed for so many passengers, with endless, chaotic queuing and people smoking in the toilets, but not the airline's fault.",Economy Class,1,yes,308,1,1,1,1,A320 and A330,Solo Leisure,LHR to SVO,September 2016,1,,Aeroflot,Russia
2016-10-03,"""Crew is friendly""",7,"Flown with Aeroflot for the first time, from Lyon to Yerevan return  via Moscow.  I was quite surprised to see that Aeroflot's fleet was very new. The interior of the airplanes (all A320) was very clean, and bright. Aeroflot respect their schedule, they even take off before scheduled time! Depending of the duration, they give you either a sandwich or a full meal. The sandwich bread is quite bad, but that's what you can expect in Economy. Otherwise, it's pretty correct. Crew is friendly. The seats are better than other similar airlines, they are leather-made. They give you pillows and blankets for night flights. There is no in-flight entertainment, which turns the flight quite boring, especially when it's long.",Economy Class,1,yes,309,1,1,1,,A320,Family Leisure,LYS to EVN via SVO,August 2016,1,,Aeroflot,Russia
2016-10-28,"""definitely fly Aeroflot again""",9,"✅ Verified Review | New York JFK to Yerevan via Moscow. It was my first time flying Aeroflot and I was pleasantly surprised. The seats in Premium Economy are very comfortable, the service very good and the food not bad at all. It aircraft was clean and well maintained and inflight entertainment was plentiful. The flight was on time to and back from Yerevan to JFK. I will definitely fly Aeroflot again.",Premium Economy,1,yes,310,1,1,1,1,,Solo Leisure,JFK to EVN via SVO,August 2016,1,,Aeroflot,Russia
2016-11-14,"""both flights were good""",7,"Tel Aviv to Phuket via Moscow with Aeroflot. The TLV-SVO flight was delayed for 2 hours due to bad weather in SVO and late arrivel of the plane. At arrival at SVO (Terminal D) they didn't tell us that the gate was changed from 55 (Terminal F) to 29 (Terminal D) therfore I and other pax had to ""run"" twice (D to F and back) which was not easy at all. Both flights were good - service food and IFE (which is very good). The seat has a problem: one can't lift or move the armset so if there are empty seats you can't use them. The seat is sliding forward so it's not easy to sleep.",Premium Economy,1,yes,311,1,1,1,1,Boeing 777-300ER,Solo Leisure,TLV to HKT via SVO,November 2016,1,,Aeroflot,Russia
2016-11-15,"""Aeroflot is a very good airline""",9,"✅ Verified Review |  Moscow to Paris CDG. Flight left on time and arrived on the ground at CDG early. As a result of congestion on taxiways etc the flight was marginally late at the terminal gate. Overall, a pleasant experience with cabin crew, inflight entertainment, meals and drinks all exceeding preconceived expectations. Added force to my opinion from another flight with them that Aeroflot is a very good airline.",Business Class,1,yes,312,1,1,1,1,A321,Couple Leisure,SVO to CDG,October 2016,1,,Aeroflot,Russia
2016-11-15,"""cabin crew courteous and attentive""",9,"✅ Verified Review |  Shanghai Pudong to Moscow. Very pleasant experience for first time Aeroflot user. Left on time and arrived early in Moscow. Cabin crew courteous and attentive with excellent English. Meals were good with unlimited beer, wine or spirits. As it was a 10 hour daytime flight, the lie-flat beds didn't get a work-out but the seating (seats + layout) was very comfortable. At one stage the whole crew (cabin and flight-deck) were involved in my taxi arrangements from SVO to Moscow centre, and that was really appreciated in retrospect after experiencing Moscow taxis! Highly recommended airline.",Business Class,1,yes,313,1,1,1,1,Boeing 777-300ER,Couple Leisure,PVG to SVO,October 2016,1,,Aeroflot,Russia
2016-11-19,"""you get what you pay for""",6,"In general a pleasant journey with Aeroflot. The positive sides were that the seats and the meals were good, special diet meals like vegetarian, gluten and lactose free were easy to order on their website. On the negative side the on-board entertainment system was not that good, most of the documentaries were in Russian and with no English translation and we didn´t see any smiles from the flight crew. But as I said earlier, the journey in general was pleasant. Two way ticket from Stockholm to Bangkok were really cheap, we paid about 3000 sek ($312). So I think that you get what you pay for.",Economy Class,1,yes,314,1,1,1,1,A330,Couple Leisure,ARN to BKK via SVO,July 2016,1,,Aeroflot,Russia
2016-11-20,"""transit from Terminal F to D took me 25 mins""",8,Phuket to Tel Aviv via Moscow with Aeroflot. The HKT-SVO flight was full due to a cancellation 2 days before - the airline had to transer pax and crew to this flight. Lunch and dinner served which were OK. As for the IFE - the variety of documentries was small. Transit in SVO from Terminal F to D took me 25 mins (and I walked fast). Too many shops on the way which made the walk harder. I didn't see any buggies for those who may need it to make the transfer easier.,Premium Economy,1,yes,315,1,1,1,1,Boeing 777-300ER,Solo Leisure,HKT to TLV via SVO,November 2016,1,,Aeroflot,Russia
2016-11-30,"""great service and price""",9,"✅ Verified Review |  Stockholm to Moscow return. Great service and incredible price. Given the lack of competition on this route (I'm looking at SAS), Aeroflot could price gouge but even a last minute return is only €165. Equipment in both directions was very recent. Staff were friendly and they supply a complementary sandwich and soft drink in economy - no alcohol served in economy. Take off was delayed in both directions but still managed to make the scheduled arrival time. The only thing I found disconcerting was that in Stockholm the wings were de-iced when the outside temperature was -1C whilst no de-icing took place in Moscow even though it was -10C. Would definitely book again.",Economy Class,1,yes,316,1,1,1,,A320,Business,ARN to SVO,November 2016,1,,Aeroflot,Russia
2016-11-30,"""service can be very good, but seems to be inconsistent""",7,"✅ Verified Review |  
Aeroflot service can be very good, but, nonetheless seems to be inconsistent. My outbound flight on SU2579 on November 25th from London-LHR to Moscow-SVO reflected very high service standards, as the staff on board were attentive and charming. The return trip on November 29th from SVO to LHR was, however, mediocre, even allowing for my class of travel (economy). The cabin crew seemed to have an indifferent attitude, in stark contrast to the outbound flight. One flight attendant tried to tell me in a peremptory way to sit down again once we had arrived, even though the plane had come to a complete stop at the gate and the engines had been switched off a few minutes before. The flight took off from SVO with a delay of over an hour, which was explained as the result of a technical problem. However, no detailed explanation, which would have been useful, was given, and the cabin staff did not know the reason, which they should have done, I suspect it was an APU issue, as the cabin was freezing until the engines were started. Nevertheless, the captain managed to reduce the delay to 45 minutes by arrival. One significant advantage of flying Aeroflot is the Moscow airport it uses, Sheremetyevo. Domodedovo (DME), on the other hand, is now unpleasantly overcrowded, with long immigration queues.",Economy Class,1,yes,317,1,1,1,,A330-300,Solo Leisure,SVO to LHR,November 2016,1,,Aeroflot,Russia
2016-12-05,"""will not fly this airline again""",3,✅ Verified Review | Los Angeles to Vienna via Moscow with Aeroflot. First flight delayed which caused me to miss my connection. Booked on a new flight that had a 5 hour layover. Now this flight is delayed further. I could have made my original connecting flight but was put on this new flight and by the time I got to the transfer area there was no time. Now I land in Vienna at midnight with no buses to Bratislava. Will not fly this airline again. Please keep in mind I paid 130 euro more for this flight so that I would have a shorter transit time and arrive in Vienna at a decent hour. Now I'll have to cough up an additional 40 euro for a taxi to Bratislava.,Economy Class,1,no,318,1,1,1,1,,Solo Leisure,LAX to VIE via SVO,December 2016,1,,Aeroflot,Russia
2016-12-06,"""far beyond expectations""",9,"Prague to Hong Kong via Moscow. First experience after 30 years with Aeroflot and far beyond expectations. Despite no premium economy cabin on short hauls (within Europe), the long haul is on par with western airlines. Very tasty food courses, same as business class (however beer/wine offered only for first meal), metal cutlery, clever tray solution (antiskid), hot towels before each meal. Few minus points - frozen PTV screen on outbound (not possible to change or restart but only whole system) but limited choice on documents and recent music, drink rounds limited (no bottled water distributed) however refills at any time. Friendly and smiling (true !) cabin crew and nice stewardesses. Any word in Russian to them lets you feel even a degree better. Excellent connection from central Europe eastbound and back for comparable price. They also have to reset their FF program website. Wi-fi not tested when midair. First choice for Europe-Far East service next time.",Premium Economy,1,yes,319,1,1,1,1,Boeing 777-300ER,Business,PRG to HKG via SVO,December 2016,1,,Aeroflot,Russia
2016-12-07,"""all flights were delayed""",4,"Tel Aviv to Phuket via Moscow with Aeroflot. All flights were delayed. Food was poor. Flight attendants were polite but left the food trays for a very long time. Price was very cheap which is why I chose them on this leg, however, next time I will probably think twice. I just lost a connecting flight because of a 2 hour delay on arrival and need to wait for 5 hours in Moscow.",Economy Class,1,no,320,1,1,1,1,,Couple Leisure,TLV to HKT via SVO,December 2016,1,1,Aeroflot,Russia
2016-12-08,"""surprised by the quality """,10,"✅ Verified Review |  Bangkok to Zurich via Moscow. Because of the price, I chose Aeroflot and I was surprised by the quality of the service, the food and the ground staff at both airports. The planes were new and the landings despite the snow in Moscow perfect. Wiffi was available and the entertainment system was bilingual (Russian and English) and very diverse. I love the documentary on Soviet cars. The crew was smiling and I had a special very good Thai menu. I had a special luggage, a gun, as I compete internationally. The first good news is that Aeroflot includes it in the whole weight allowance contrary to many companies that charges extra fees up to 200 US dollars. I was advised at the plane door that my gun was on the plane to Moskow. In SVO also I was welcomed by an agent before the security check who took again the bag tag number to be sure that it will be on the plane to Zurich. There the luggages arrived in 10 minutes and a special staff delivered it to me extremly promptly. It was definitively the best service I ever had for this ""special"" cargo. The only minus is the not so great Moscow SVO airport.",Business Class,1,yes,321,1,1,1,1,A330 / A320,Solo Leisure,BKK to ZRH via SVO,December 2016,1,1,Aeroflot,Russia
2016-12-15,"""very good service and food""",9,"✅ Verified Review |  St. Petersburg to Tel Aviv via Moscow. Very nice flight with very good service and food. I would certainly recommend flying with Aeroflot and will do again in the future. I have to emphasize the comfortable seats, new aircraft and helpful and generous staff. The only disadvantage is the lack of entertainment onboard the A320, but since I take my tablet on flights that was no problem for me.",Economy Class,1,yes,322,1,1,1,,A320,Couple Leisure,LED to TLV via SVO,September 2016,1,,Aeroflot,Russia
2016-12-19,"""many Aeroflot flights cancelled""",2,"✅ Verified Review |  Moscow to Tyumen. The aircraft was changed in less than 24 hrs prior to the departure time. You choose your seat, but by the time you arrive to the airport you find that your seat is somewhere else where you didn’t expect it. Gate was changed three times in 2 hours before departure (gate 21, then gate 13, then gate 1). Third change has happened right before boarding started. I choose Aeroflot due to my airport preferences. It’s located close to my home and job. In the last few years, Aeroflot has done a lot to improve their service quality comparing to disaster service they provided.  Whole year of 2016 I flew with Aeroflot, and all Aeroflot flights which I flew with were overbooked. Now, in the fall, many Aeroflot flights are cancelled. In the beginning of December, this information appeared on their website officially. Please keep in mind that there’s a risk that your flight can be canceled when planning your journey with Aeroflot.",Economy Class,1,no,323,1,1,1,,A320,Business,SVO to TJM,December 2016,1,,Aeroflot,Russia
2016-12-20,"""rising quality-trend of Aeroflot""",8,"✅ Verified Review |  Travelled Ho Chi Minh City to Copenhagen via Moscow on Boeing 777-300ER and A320 respectively. First flight from Ho Chi Minh City was almost full up to Xmas time with long queues at Check-in. I got the seat I wanted, later swapped as an FA had a proposal to a better option in the crowded economy class. Business and Comfort class had less than 30% load while economy >90%. Full service onboard. Alcohol limited to two wines which were only served at meal time – and they ran out after 5 hours. Two meal services were offered on this 11 hour flight. In both cases were there two options for hot meals. Food was surprisingly good, managed to try all four hot dishes offered as passengers next to me offered me some of theirs as there were plenty. The scoop of the trip was somehow a surprise round of tasty, Russian ice-creams served quickly to all in the middle of the flight where blood sugar was low. Nice thought! Menu cards (in Vietnamese, Russian and English), earplugs, slippers and eye-masks provided. Spacious seats with ample leg room, slept well. Power Outlets. WiFi proclaimed but did not test. Call buttons answered. FAs could be worse, could be better (at times quite hostile, at times very cooperative). Aircraft clean, staff were well dressed, and hard-working. I see the rising quality-trend of Aeroflot. IFE had huge amount of movies and stuff on personal monitors. Quite some of them could not work. That puzzled some passengers, but I found other things to do. The short flight SVO-CPH was uneventful, but was still serviced on board by given sandwiches, soft drinks and blankets). All flights briefly on time, apart from de-icing in Moscow, which caused 45 Minutes delay. Transfer in Moscow swift, quick, and easy. Baggage handled perfect and with care. For the price paid, 550 USD for a 6 months return-ticket, not even the Middle East carriers can compete, either on price nor duration, though maybe on service. Two return trips in N-class provide enough miles for an upgrade with SU from economy to business class on a sector on a third trip. I was treated well onboard - even without any Skyteam frequent Traveller status – nicely done SU! Will fly again.",Economy Class,1,yes,324,1,1,1,1,Boeing 777-300ER / A320,Solo Leisure,SGN to CPH via SVO,December 2016,1,,Aeroflot,Russia
2016-12-26,"""one of best economy flights ever""",10,"✅ Verified Review |  It was my and my wife's first experience of flying Aeroflot today, 26 December from Helsinki to Moscow. We'd read some negative reviews and were a little apprehensive of the coming flight. I had to immediately post this review because we had one of the best economy flights ever. The plane appeared to be new, the staff were friendly and professional. Though a short flight, we were served with a fresh meat roll with a choice of water, tea or coffee. The tea option was black or green - a first. We are now in a lounge, awaiting our onward flight to Hong Kong with a positive expectation. Thank you Aeroflot.",Economy Class,1,yes,325,1,1,1,,A320,Couple Leisure,HEL to SVO,December 2016,1,,Aeroflot,Russia
2017-01-06,"""no inflight entertainment""",1,"✅ Verified Review |  I flew with my 9 yr old son from Heathrow to Shanghai via Moscow. The flight from the London to Moscow had no inflight entertainment or power sockets, not great when flying with a 9yr old. The food was terrible and largely undedible. The staff were so rude. The flight from Moscow to Shanghai, the food again is terrible, the screen on my sons seat was broken, as was the remote control, my headphone socket was hanging off and only 1 ear produced sound. Then on the return journey, broken headphone sockets on both my sons and my seats, bad food and rude staff. The connecting flight from moscow to London had a very old TV system, but again no power and my sons headphone socket produced no sound. Unbeliably bad, especially in this day and age. I purchased this flight after reading reviews that they had significantly improved the flights and service over the years. Dont believe it, but they are as awful as ever.",Economy Class,1,no,326,1,1,1,1,,Family Leisure,LHR to PVG via SVO,January 2017,1,,Aeroflot,Russia
2017-01-07,"""12 hour delay due to weather""",1,"✅ Verified Review |  Aeroflot is based in Russia where bad weather in winter is not uncommon and for pasengers to endure 12 hour delay overnight in Moscow airport due to weather conditions is unacceptable. The worst way of dealing with delayed passengers, offering them a 7EUR voucher for making them miss their correspondance. Overall very poor quality with no inflight entertainment from London to Moscow. ",Economy Class,1,no,327,1,1,1,1,,Solo Leisure,PVG to LHR via SVO,January 2017,1,1,Aeroflot,Russia
2017-01-07,"""cancels or delays random flights""",2,"✅ Verified Review |  Saint-Petersburg to Nizhniy Novgorod via Moscow. During stopover at SVO,  Aeroflot delayed several flights (including mine). I contacted call-center and they told me, that they could not describe me the cause of delays. In official twitter Aerflot first told about ""technical reasons"", then about ""freezing weather"", then an announcement in SVO told about delay due to ""late arrival"". It seems that Aeroflot simply cannot handle this much flights and cancels or delays random flights. ",Economy Class,1,no,328,1,1,1,,A320,Couple Leisure,LED to GOJ via SVO,January 2017,1,,Aeroflot,Russia
2017-01-12,"""cabin crew were not friendly""",4,"✅ Verified Review |  Flew Aeroflot from London Gatwick to Sheremetyevo. At the check-in ground staff ignored my Sky Team Gold card and did not give me the lounge invitation and fast track sticker. Also they denied to give me first row economy seat due to full occupancy. The boarding started with 20 minutes delay. Ground staff did not really care about business class and Sky Priority passengers. As ground staff told us the reason of delay was 'late arrival of an aircraft'. As crew told us the reason of delay was 'slow work of ground staff'. Boarding was hectic and not well organised. I saw a vacant first row economy seat. I had a special meal booked but the cabin crew forgot about this. I had to remind them and they at first refused to provide it. After some time they finally found it and gave it to me. Cabin crew were not friendly. You can not sit normally with your laptop computer when the passenger in front reclines their seat. We had about 40 minutes delay.
",Economy Class,1,no,329,1,1,1,1,A320,Business,LGW to SVO,January 2017,1,1,Aeroflot,Russia
2017-01-18,Aeroflot Russian Airlines customer review,1,"✅ Verified Review |  Stockholm to Los Angeles via Moscow. I had a confirmed ticket but Aeroflot refused to issue me a boarding pass SVO-LAX claiming the information was wrong in their reservation system. Logically they should fix what is wrong on their system. Aeroflot Customer Service ""Sorry we can't help you, you will have to buy a new ticket.""  Delta was nice enough to fix Aeroflot's dysfunction and get me on the flight. The flight SVO-LAX was delayed for two hours because they were waiting for transit passengers. On a 14 hour flight the IFE did not work for the duration of the flight. They lost my baggage and delivered it 3 days later. Then they kept sending several emails asking question when I claimed reimbursement and to this date I have yet to see a single rouble! I don't mind Aeroflot employees' stony unsmiling demeanor but the lack of service is a dealbreaker. ",Economy Class,1,no,330,1,1,1,1,A320/A330,Business,ARN to LAX via SVO,December 2016,1,,Aeroflot,Russia
2017-01-18,"""the drinks were completely miserly""",3,"✅ Verified Review |  Flew Aeroflot from New York to Moscow. To start off, the flight was delayed - nearly 6 hrs. We checked in OK. Managed to get reasonable seats. Even after we boarded, the flight seemed to take forever to take off. Since this is a long flight, we had video entertainment on board and was glad that everything functioned. This was not so on the outward leg of this journey - nothing worked then. The food was passable. The little white bread roll was tough enough to be shoe leather. However, the drinks were completely miserly. Barely one glass of low quality wine. No spirits, no beer. Our next flight out of Moscow was again over 6 hr later. Over 6 hr flying time to Dubai, but there was no video entertainment on board. This is standard on most airlines where one's flight is over 3 hrs. Food - passable low quality. Along with the likes of American Airlines, Delta, I will definitely avoid Aeroflot in the future. The airline, is definitely not in the same league as Emirates or Qatar. Sheremetyevo airport - has the worst restaurants of any modern airport.",Economy Class,1,no,331,1,1,1,1,Boing 777-300ER,Couple Leisure,JFK to SVO,January 2017,1,,Aeroflot,Russia
2017-01-22,"""all in all a good airline""",7,"✅ Verified Review |  Tel Aviv to Yakutz return via Moscow. FLight from TLV to SVO left on time, I had three seats for myself, breakfast was fine, crew as usual professional. I just wish they would serve the drinks with your meal, and not 30 min before, and clear the trays when they serve coffee/tea. But they insist on doing 4 runs: Drinks, meals, hot drinks, clearing. It could be reduced to two cycles, better for passengers and less work for crew. A 6 hours layover in Moscow, and then a B737-800 to Yakutz. Boarding delayed by an hour, with no explanations or apologies. Flight To Yakutz full, cabin temp very high and uncomfortable. Many passengers around me were hot, but I was the only one to approach a crew member about it. They all promised to do something about it, but didn't. After 4 hours of stifling heat, I started to feel ill, and approached another cabin crew, who seemed really interested in our misery, and suddenly the temp dropped to a comfortable level. I guess someone finally pushed that temp control button. Food was ok, but again,such a long process. The return YKS SVO was better, had 3 seats for myself, food was ok, and cabin crew efficient but not friendly. Moscow to Tel Aviv again on A321, again very hot cabin, it seems the norm at SU. We had the same issue with them going to Japan last year. All in all a good airline, cabin crew is the only shining star at SU. Ground crew in SVO rude, and snaps at you when you ask a question.",Economy Class,1,yes,332,1,1,1,,A321 / Boeing 737-800,Solo Leisure,TLV to YKS via SVO,January 2017,1,,Aeroflot,Russia
2017-01-23,"""exceeded my expectations""",10,"✅ Verified Review |  Moscow to New York JFK. Just recently used Aeroflot and they exceeded my expectations. Good professionalism and appearance of crew members, good cleanliness. Inflight entertainment (great selection of movies, cartoons, games with remote) and my favorite is the food. 10 hr flight with 2 meals (appetizer, main course with 2 options, dessert), ice in between meals. Soft drinks offer a good selection, complimentary wine. We are talking about economy class, not many airlines offer you all that (for no extra charge). They provided headphones, blanket, pillow, eyesleep mask. If your flight is 1 hour (like from St. Petersburg to Moscow) to my surprise, what they called snack was a tasty sandwich, yogurt and chocolate bar, coffee, tea, juices. ",Economy Class,1,yes,333,1,1,1,1,,Couple Leisure,SVO to JFK,January 2017,1,,Aeroflot,Russia
